_id,ltable_ID,rtable_ID,ltable_name,ltable_address,ltable_zipcode,ltable_cuisine,rtable_name,rtable_address,rtable_zipcode,rtable_cuisine
944122,4991,14699,empire chinese restaurant,"563a w 207th st, ,",10034,chinese,empire kitchen,563a w 207th st,10034,chinese
944459,4996,12382,delio's pizza,"553 w 207th st,",10034,pizza,noel pizza,553 w 207th st,10034,pizza
945765,5026,23909,lechonera la isla,"256 e 125th st, ,",10035,latin american puerto rican,bosa of harlem,256 e 125th st,10035,pizza
945813,5028,8529,thai soup,"166 e 118th st, ste a,",10035,thai,pipo's restaurant,166 e 118th st,10035,mexican
946087,5036,23878,el kallejon,209 e 117th st,10035,tapas bars,el kallejon botanas,209 e 117th st,10035,mexican
946205,5039,23909,bosa's pizza of harlem,"256 e 125th st,",10035,pizza,bosa of harlem,256 e 125th st,10035,pizza
946308,5041,8529,pipo's mexican restaurant,"166 e 118th st, ,",10035,mexican,pipo's restaurant,166 e 118th st,10035,mexican
947118,5058,23760,q & n foods,"107 e 125th st, ,",10035,delis breakfast & brunch sandwiches,q & n food,107 e 125th st,10035,delicatessen
947403,5064,2945,uptown veg and juice bar,"52 e 125th st, ,",10035,juice bars & smoothies vegan,uptown juice & veg,52 e 125th st,10035,american
949261,5109,6894,bagel tree,"245 e 124th st, ,",10035,bagels,bagel tree,245 e 124th st,10035,bagels/pretzels
949422,5111,8394,dutch freds,"307 w 47th st,",10036,cocktail bars tapas/small plates burgers,dutch freds,307 w 47th st,10036,american
950819,5114,5633,dim sum palace,"334 w 46th st,",10036,dim sum cantonese,dim sum palace,334 w 46th st,10036,asian
957190,5135,15938,xi'an famous foods,"24 w 45th st, ,",10036,chinese burgers noodles,xi'an famous foods,24 w. 45th st,10036,chinese
961606,5148,20200,sean's bar and kitchen,"42 w 48th st,",10036,irish pub beer bar american (new),sean's bar & kitchen,42 w 48th st,10036,american
962253,5149,21027,ootoya times square,"141 w 41st st, ,",10036,japanese,ootoya,141 w 41st st,10036,japanese
963469,5153,2250,adella,"410 w 43rd st, ,",10036,tapas bars american (new) wine bars,adella,410 w 43rd st,10036,american
963559,5154,16212,an'nam,"234 w 48th st, ,",10036,japanese vietnamese sushi bars,ding,234 w 48th st,10036,chinese
963724,5154,22611,an'nam,"234 w 48th st, ,",10036,japanese vietnamese sushi bars,an'nam,234 w 48th st,10036,vietnamese/cambodian/malaysia
964698,5156,7192,la pulperia,"371 w 46th st,",10036,latin american seafood cocktail bars,la pulperia,371 w 46th st,10036,spanish
965135,5158,16212,ding bbq and hot pot restaurant,"234 w 48th st, ,",10036,hot pot barbeque szechuan,ding,234 w 48th st,10036,chinese
965300,5158,22611,ding bbq and hot pot restaurant,"234 w 48th st, ,",10036,hot pot barbeque szechuan,an'nam,234 w 48th st,10036,vietnamese/cambodian/malaysia
974237,5183,16231,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,simon sips,1185 avenue of the americas,10036,cafã©/coffee/tea
974306,5183,20785,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,ocd cafe,1196 avenue of the americas,10036,cafã©/coffee/tea
974308,5183,7553,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,the bistro (hbo cafeteria),1100 avenue of the americas,10036,american
974357,5183,19015,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,chick-fil-a at 46th & 6th in-line,1180 avenue of the americas,10036,sandwiches
974384,5183,17245,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,pret a manger,1200 avenue of the americas,10036,sandwiches
974389,5183,22331,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,starbucks,1185 avenue of the americas,10036,cafã©/coffee/tea
974449,5183,12344,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,stk,1114 avenue of the americas,10036,steak
974452,5183,19042,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,dechert (the dech),1095 avenue of the americas,10036,american
974474,5183,13665,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,ropes & gray cafe,1211 avenue of the americas,10036,american
974562,5183,8064,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,crave sandwiches,1120 avenue of the americas,10036,sandwiches/salads/mixed buffet
974580,5183,20100,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,starbucks,1100 avenue of the americas,10036,cafã©/coffee/tea
978913,5196,23015,sammy's house of bbq,"258 w 44th st,",10036,barbeque burgers sandwiches,sammy's house of bbq,258 w 44th st,10036,southwestern
980707,5202,13206,bareburger,"366 w 46th st., ,",10036,burgers salad american (traditional),bareburger,366 w 46th st,10036,hamburgers
986522,5218,7553,the bistro,"1100 ave of the americas, ,",10036,cafes,the bistro (hbo cafeteria),1100 avenue of the americas,10036,american
986794,5218,20100,the bistro,"1100 ave of the americas, ,",10036,cafes,starbucks,1100 avenue of the americas,10036,cafã©/coffee/tea
988863,5228,20311,oaxaca taqueria,"405 w 44th st, ,",10036,mexican,oaxaca taqueria,405 w 44th st,10036,mexican
989706,5230,23493,restaurant patrick,"40 w 45th st, , club quarters midtown",10036,breakfast & brunch american (new) diners,club quarters,40 w 45th st,10036,other
993799,5240,20584,paramount bar & grill,"paramount hotel, 235 w 46th st,",10036,bars american (traditional),diamond horseshoe,235 w 46th st,10036,american
995733,5248,4207,spice grill,48 w 48th st,10036,indian buffets,spice grill,48 w 48th st,10036,indian
997301,5254,12344,bluestone lane,"1114 ave of the americas,",10036,coffee & tea gluten-free breakfast & brunch,stk,1114 avenue of the americas,10036,steak
1002058,5269,18962,gallo nero,"402 w 44th st, ,",10036,italian,gallo nero,402 w 44th st,10036,other
1002999,5272,16231,chick-fil-a,"1180 avenue of the americas,, ,",10036,fast food,simon sips,1185 avenue of the americas,10036,cafã©/coffee/tea
1003068,5272,20785,chick-fil-a,"1180 avenue of the americas,, ,",10036,fast food,ocd cafe,1196 avenue of the americas,10036,cafã©/coffee/tea
1003070,5272,7553,chick-fil-a,"1180 avenue of the americas,, ,",10036,fast food,the bistro (hbo cafeteria),1100 avenue of the americas,10036,american
1003119,5272,19015,chick-fil-a,"1180 avenue of the americas,, ,",10036,fast food,chick-fil-a at 46th & 6th in-line,1180 avenue of the americas,10036,sandwiches
1003146,5272,17245,chick-fil-a,"1180 avenue of the americas,, ,",10036,fast food,pret a manger,1200 avenue of the americas,10036,sandwiches
1003151,5272,22331,chick-fil-a,"1180 avenue of the americas,, ,",10036,fast food,starbucks,1185 avenue of the americas,10036,cafã©/coffee/tea
1003211,5272,12344,chick-fil-a,"1180 avenue of the americas,, ,",10036,fast food,stk,1114 avenue of the americas,10036,steak
1003214,5272,19042,chick-fil-a,"1180 avenue of the americas,, ,",10036,fast food,dechert (the dech),1095 avenue of the americas,10036,american
1003236,5272,13665,chick-fil-a,"1180 avenue of the americas,, ,",10036,fast food,ropes & gray cafe,1211 avenue of the americas,10036,american
1003324,5272,8064,chick-fil-a,"1180 avenue of the americas,, ,",10036,fast food,crave sandwiches,1120 avenue of the americas,10036,sandwiches/salads/mixed buffet
1003342,5272,20100,chick-fil-a,"1180 avenue of the americas,, ,",10036,fast food,starbucks,1100 avenue of the americas,10036,cafã©/coffee/tea
1005942,5281,23354,haru sushi,"229 w 43rd st, ste 221,",10036,japanese sushi bars,haru,229 w 43rd st,10036,japanese
1006023,5281,20642,haru sushi,"229 w 43rd st, ste 221,",10036,japanese sushi bars,yahoo nyc cafe,229 w 43rd st,10036,american
1009068,5291,19672,hunt & fish club,"125 w 44th st, ,",10036,seafood steakhouses cocktail bars,hunt & fish club nyc,125 w 44th st,10036,american
1011982,5298,18669,the jolly goat coffee bar,"515 w 47th st,",10036,coffee & tea cafes bagels,the jolly goat coffee bar,515 w 47th st,10036,cafã©/coffee/tea
1020915,5325,13565,sushi seki times square,"365 w 46th st,",10036,sushi bars japanese cocktail bars,sushi seki,365 w 46th st,10036,japanese
1021192,5330,21549,el monday's,"32 e 130th st,",10037,seafood burgers sandwiches,el monday's,32 e 130th st,10037,soul food
1021264,5334,2821,nasa pizza,"471 malcolm x blvd, ,",10037,pizza,texas chicken,471 malcolm x blvd,10037,chicken
1021287,5335,17301,don rico pollo,"588 malcolm x blvd,",10037,dominican spanish,don rico pollo restaurant,588 malcolm x blvd,10037,spanish
1021409,5343,17864,king garden,"1 w 137th st, 5 ave,",10037,chinese,kennedy fried chicken & pizza,1 w 137th st,10037,chicken
1021419,5343,5048,king garden,"1 w 137th st, 5 ave,",10037,chinese,cafe plus,1 w 137th st,10037,american
1021428,5343,8096,king garden,"1 w 137th st, 5 ave,",10037,chinese,king garden restaurant,1 w 137th st,10037,chinese
1021634,5352,17864,cafe plus,"1 w 137th st,",10037,cafes,kennedy fried chicken & pizza,1 w 137th st,10037,chicken
1021644,5352,5048,cafe plus,"1 w 137th st,",10037,cafes,cafe plus,1 w 137th st,10037,american
1021653,5352,8096,cafe plus,"1 w 137th st,",10037,cafes,king garden restaurant,1 w 137th st,10037,chinese
1025514,5393,15000,famous calabria,"27 saint james pl,",10038,pizza,famous calabria pizzeria,27 saint james pl,10038,pizza/italian
1031298,5444,11745,mooncake foods,"111 john st (pearl street entrance),",10038,asian fusion chinese,mooncake foods,111 john street- pearl st side,10038,asian
1043281,5563,5856,peque vinos + tapas bar & restaurant,"231 w 145th st, ,",10039,tapas bars wine bars breakfast & brunch,peque vinos + tapas,231 w 145th st,10039,tapas
1043288,5564,641,eso,"2906 frederick douglass blvd,",10039,bars american (traditional),eso,2906 frederick douglass blvd,10039,american
1043401,5571,20375,subway,344 w 145th st,10039,sandwiches fast food,subway,344 w 145th st,10039,soups & sandwiches
1043421,5572,20901,indian express,"301 w 154th st, ste 1",10039,indian,indian express,301 w 154th st,10039,indian
1043703,5592,1827,domino's pizza,"2554 adam clayton powell jr blvd, ,",10039,pizza chicken wings sandwiches,domino's,2554 adam clayton powell jr boulevard,10039,pizza
1043722,5592,106,domino's pizza,"2554 adam clayton powell jr blvd, ,",10039,pizza chicken wings sandwiches,red star chinese restaurant,2525 adam clayton powell jr boulevard,10039,chinese
1043828,5598,3579,napolis pizzeria,201 w 145th st,10039,pizza,ivory dos,201 w 145th st,10039,hamburgers
1043839,5599,20901,holland dominican food restaurant,"301 w 154th st, harlem dominican food",10039,imported food,indian express,301 w 154th st,10039,indian
1044067,5609,15540,new leaf restaurant & bar,"1 margaret corbin dr, ,",10040,bars american (new),new leaf,1 margaret corbin dr,10040,american
1044429,5618,9414,oche a tu gusto,"1573 st nicholas ave, ,",10040,fast food,oche a tu gusto,1573 st. nicholas ave,10040,"latin (cuban, dominican, puerto rican, south & central american)"
1045173,5637,19090,empire chinese restaurant,"1635 saint nicholas ave, ,",10040,american (new),empire chinese restaurant,1635 saint nicholas ave,10040,chinese
1045194,5638,15540,fort tryon park,"1 margaret corbin dr, ,",10040,parks,new leaf,1 margaret corbin dr,10040,american
1047200,5702,2452,bluestone lane,"2 e 90th st, ,",10128,coffee & tea breakfast & brunch gluten-free,bluestone lane,2 e 90th st,10128,cafã©/coffee/tea
1051130,5743,22195,gina la fornarina,"26 e 91st st, ,",10128,italian,eli's essentials,26 e 91st st,10128,sandwiches/salads/mixed buffet
1052318,5755,23123,gina americana,"27 e 92nd st,",10128,gelato burgers fast food,gina americana,27 e 92nd st,10128,american
1061638,5857,12524,ningbo cafe,"21 s end ave, ,",10280,shanghainese szechuan asian fusion,ningbo cafe,21 s end ave,10280,chinese
1061643,5858,12524,miramar,"21 s end ave, ,",10280,seafood mediterranean,ningbo cafe,21 s end ave,10280,chinese
1061672,5867,17222,chipotle mexican grill,"325 s  end ave, ,",10280,mexican fast food,chipotle mexican grill,325 s end ave,10280,mexican
1067532,6000,6241,rusty's west indian cuisine inc,"537 port richmond ave,",10302,caribbean,rusty's,537 port richmond ave,10302,caribbean
1067696,6004,6845,indian oven,"461 port richmond ave, ,",10302,indian desserts seafood,indian oven,461 port richmond ave,10302,indian
1067867,6007,16180,goody's spanish food & more restaurant,"201 port richmond avenue, ,",10302,restaurants,goody's spanish food,201 port richmond avenue,10302,spanish
1067883,6008,12051,los potrillos,"150 port richmond ave, ,",10302,mexican,los potrillos restaurant,150 port richmond ave,10302,mexican
1068738,6030,958,number one chinese kitchen,"209 port richmond ave, ,",10302,chinese,no. 1 chinese kitchen,209 port richmond ave,10302,chinese
1068947,6034,1846,piccolo pinos pizzeria,"275 port richmond avenue, ,",10302,pizza,pino's pizza,275 port richmond avenue,10302,pizza
1069395,6046,10751,didi,"183 port richmond ave, ,",10302,chinese tex-mex,di di,183 port richmond ave,10302,chinese
1074231,6181,18847,it's a wrap!,"837 father capodanno blvd, ste 1b,",10305,creperies american (new) fast food,kraja cafe,837 father capodanno blvd,10305,mediterranean
1075460,6200,14493,joe & john toto's restaurant & bar,"809 father capodanno blvd, ,",10305,italian,joe & john toto's restaurant,809 father capodanno blvd,10305,italian
1078104,6240,7661,jade asian bistro,"331 new dorp ln, ,",10306,asian fusion chinese,jade asian bistro,331 new dorp ln,10306,chinese/japanese
1078828,6252,10863,chikurin,"365 new dorp ln, ,",10306,sushi bars japanese,chikurin,365 new dorp ln,10306,japanese
1078891,6253,20882,amore a la mexicana,"10 new dorp ln, ,",10306,mexican food delivery services,amor mexicana,10 new dorp ln,10306,mexican
1080063,6272,6627,cafe con pan,"32 new dorp plz, ,",10306,pizza mexican bakeries,cafe con pan bakery,32 new dorp plz s,10306,mexican
1085964,6407,9127,la rosa chicken & grill,"245 richmond valley rd,",10309,american (traditional) soup sandwiches,la rosa grill,245 richmond valley rd,10309,chicken
1090830,6528,852,andella's brickoven pizzeria and restaurant,"1281 arthur kill rd, ,",10312,pizza italian,andellas pizzeria,1281 arthur kill rd,10312,pizza/italian
1091931,6563,22248,casa nino's pizza house,"1757 arthur kill rd, ,",10312,pizza,pop's gourmet deli,1757 arthur kill rd,10312,delicatessen
1091968,6563,21834,casa nino's pizza house,"1757 arthur kill rd, ,",10312,pizza,golden palace,1757 arthur kill rd,10312,chinese
1092367,6576,10654,chen's garden ii,"1547 arthur kill rd, ,",10312,chinese,chen's garden,1547 arthur kill rd,10312,chinese
1092448,6578,22248,golden palace chinese take out,"1757 arthur kill rd, ,",10312,chinese,pop's gourmet deli,1757 arthur kill rd,10312,delicatessen
1092485,6578,21834,golden palace chinese take out,"1757 arthur kill rd, ,",10312,chinese,golden palace,1757 arthur kill rd,10312,chinese
1092918,6588,22248,unique lounge & billiards,"1757 arthur kill rd, ,",10312,pool halls bars,pop's gourmet deli,1757 arthur kill rd,10312,delicatessen
1092955,6588,21834,unique lounge & billiards,"1757 arthur kill rd, ,",10312,pool halls bars,golden palace,1757 arthur kill rd,10312,chinese
1093133,6594,852,kaitlin's pooch parlor,"1281 arthur kill rd, ,",10312,pet groomers,andellas pizzeria,1281 arthur kill rd,10312,pizza/italian
1104965,6718,18269,payless glatt kosher meats,"77 richmond hill rd, ,",10314,delis sandwiches,dynasty taste,77 richmond hill rd,10314,chinese/japanese
1105084,6719,18269,dynasty taste,"77 richmond hill rd, ,",10314,asian fusion,dynasty taste,77 richmond hill rd,10314,chinese/japanese
1110370,6775,21344,nyy steak - yankee stadium,"1 e 161st st, ,",10451,steakhouses,new york yankees mvp club,1 e 161st st,10451,american
1113640,6815,22574,subway,91 e 161st st,10451,sandwiches fast food,subway,91 e 161st st,10451,sandwiches
1113921,6819,8238,julia's coffee shop,"232 e 144th st,",10451,juice bars & smoothies coffee & tea breakfast & brunch,julia's coffee shop,232 e 144th st,10451,"latin (cuban, dominican, puerto rican, south & central american)"
1114684,6830,1662,pizza world,"509 e 163rd st, ,",10451,pizza,pizza world,509 e 163rd st,10451,pizza
1114828,6831,3640,merry land chinese restaurant,"325 e 149th st, ,",10451,chinese,merry land,325 e 149th st,10451,chinese
1114855,6832,2774,checkers,"260 e 161st st, ,",10451,burgers,starbucks,260 e 161st st,10451,cafã©/coffee/tea
1116640,6857,21344,lobel's of new york,"1 e 161st st, ,",10451,butcher,new york yankees mvp club,1 e 161st st,10451,american
1116925,6860,21344,mohegan sun sports bar,"1 e 161st st, yankees stadium,",10451,sports bars,new york yankees mvp club,1 e 161st st,10451,american
1117685,6868,21344,yankee stadium tours,"1 e 161st st, ,",10451,tours,new york yankees mvp club,1 e 161st st,10451,american
1118246,6877,23869,emergency snack bar,"1354 edward l grant hwy, ,",10452,juice bars & smoothies sandwiches dominican,retro fitness,1231 edward l grant hwy,10452,"juice, smoothies, fruit salads"
1118259,6877,2761,emergency snack bar,"1354 edward l grant hwy, ,",10452,juice bars & smoothies sandwiches dominican,budda,1353 edward l grant hwy,10452,"latin (cuban, dominican, puerto rican, south & central american)"
1118275,6877,20188,emergency snack bar,"1354 edward l grant hwy, ,",10452,juice bars & smoothies sandwiches dominican,el nuevo patio,1388 edward l grant hwy,10452,spanish
1118296,6877,1419,emergency snack bar,"1354 edward l grant hwy, ,",10452,juice bars & smoothies sandwiches dominican,emergency snack bar,1354 edward l grant highway,10452,spanish
1118766,6886,9380,andrea's restaurant,"104 e 165th st, ,",10452,breakfast & brunch latin american,andrea's restaurant,104 e 165th st,10452,spanish
1118903,6889,23869,budda restaurant & lounge,"1353 edward l grant hwy, ,",10452,hookah bars lounges,retro fitness,1231 edward l grant hwy,10452,"juice, smoothies, fruit salads"
1118916,6889,2761,budda restaurant & lounge,"1353 edward l grant hwy, ,",10452,hookah bars lounges,budda,1353 edward l grant hwy,10452,"latin (cuban, dominican, puerto rican, south & central american)"
1118932,6889,20188,budda restaurant & lounge,"1353 edward l grant hwy, ,",10452,hookah bars lounges,el nuevo patio,1388 edward l grant hwy,10452,spanish
1118976,6890,23869,eye adom african & american restaurant,"1263 edward l grant hwy, ,",10452,vegetarian seafood caribbean,retro fitness,1231 edward l grant hwy,10452,"juice, smoothies, fruit salads"
1118989,6890,2761,eye adom african & american restaurant,"1263 edward l grant hwy, ,",10452,vegetarian seafood caribbean,budda,1353 edward l grant hwy,10452,"latin (cuban, dominican, puerto rican, south & central american)"
1119005,6890,20188,eye adom african & american restaurant,"1263 edward l grant hwy, ,",10452,vegetarian seafood caribbean,el nuevo patio,1388 edward l grant hwy,10452,spanish
1119190,6893,16356,angelo's deli #2,120 e mount eden ave,10452,breakfast & brunch delis sandwiches,king dragon restaurant,120 e mount eden ave,10452,chicken
1119226,6893,23275,angelo's deli #2,120 e mount eden ave,10452,breakfast & brunch delis sandwiches,dominicana pollo sabroso restaurant,105 e mount eden ave,10452,"latin (cuban, dominican, puerto rican, south & central american)"
1119409,6896,16356,dominicana pollo sabroso,"105 e mount eden ave,",10452,dominican,king dragon restaurant,120 e mount eden ave,10452,chicken
1119445,6896,23275,dominicana pollo sabroso,"105 e mount eden ave,",10452,dominican,dominicana pollo sabroso restaurant,105 e mount eden ave,10452,"latin (cuban, dominican, puerto rican, south & central american)"
1120431,6912,16356,kennedy fried chicken & pizza,"13 e mount eden ave, ,",10452,fast food chicken wings,king dragon restaurant,120 e mount eden ave,10452,chicken
1120467,6912,23275,kennedy fried chicken & pizza,"13 e mount eden ave, ,",10452,fast food chicken wings,dominicana pollo sabroso restaurant,105 e mount eden ave,10452,"latin (cuban, dominican, puerto rican, south & central american)"
1120942,6921,16356,barbara deli grocery,"69 e mount eden ave, ,",10452,delis,king dragon restaurant,120 e mount eden ave,10452,chicken
1120978,6921,23275,barbara deli grocery,"69 e mount eden ave, ,",10452,delis,dominicana pollo sabroso restaurant,105 e mount eden ave,10452,"latin (cuban, dominican, puerto rican, south & central american)"
1121084,6923,8731,pizza & pasta,"119 e mount eden avenue, ,",10452,pizza,luigi's pizza & pasta,119 east mount eden avenue,10452,pizza
1121579,6933,6987,juniors seafood restaurant,"20 w burnside ave, ,",10453,seafood,junior' seafood restaurant,20 w burnside ave,10453,spanish
1122232,6947,9765,michely deli & food market,"169 w tremont ave, ,",10453,delis tacos burgers,michely deli & food market,169 w tremont ave,10453,delicatessen
1122486,6951,19327,texas chicken & burgers,"21 w burnside ave, bronx,",10453,burgers american (traditional) chicken wings,texas chicken & burgers,21 w burnside ave,10453,chicken
1123677,6975,23836,hong kong restaurant,"30 w 183rd st, ,",10453,chinese,hong kong kitchen,30 w 183rd st,10453,chinese
1125103,7011,7334,gio's pizza & restaurant,"308 e 141st st, ,",10454,pizza,gio's pizza & restaurant,308 e 141st st,10454,pizza
1125935,7031,3635,el guapo pizzeria incorporated,361 e 138th st,10454,pizza,pizzeria restaurant,361 e 138th st,10454,pizza/italian
1126734,7052,16956,el jalapenos,"800 e 149th st, ,",10455,mexican,ivy juice bar,800 e 149th st,10455,"juice, smoothies, fruit salads"
1127072,7057,21967,venice restaurant & pizzeria,"772 e 149th st, ,",10455,italian pizza,venice restaurant,772 e 149th st,10455,italian
1127229,7059,16009,patron mexican restaurant,"835 e 152nd st,",10455,mexican,patron mexican restaurant,835 e 152nd st,10455,mexican
1128119,7075,5735,149 steam fish,"500 e 149th st,",10455,seafood,149 steam fish,500 e 149th st,10455,seafood
1128546,7081,21403,burger king,521 e 149th st,10455,fast food,burger king,521 e 149th st,10455,hamburgers
1128863,7085,14276,good taste chinese restaurant,"863 e 149th st, ,",10455,chinese,good taste chinese food,863 e 149th st,10455,chinese
1130931,7118,5735,la orquidea bakery & restaurant,"500 e 149th st, ,",10455,bakeries,149 steam fish,500 e 149th st,10455,seafood
1131482,7126,22864,johnson's bbq,"790 e 163rd st,",10456,barbeque southern,johnson bar-b-q,790 e 163rd st,10456,soul food
1131557,7127,20071,el nuevo valle 3,"268 e 167th st, ,",10456,spanish latin american caribbean,el nuevo valle restaurant & lechonera,268 e 167th st,10456,spanish
1131663,7130,21552,kennedy fried chicken,198 e 167th st,10456,chicken wings,kennedy fried chicken,198 e 167th st,10456,chicken
1132790,7149,15811,kennedy fried chicken,"638 e 169th st, ,",10456,chicken wings,kennedy fried chicken,638 e 169th st,10456,chicken
1132926,7151,15811,sing-sing kitchen,"638 e 169th st, ,",10456,asian fusion,kennedy fried chicken,638 e 169th st,10456,chicken
1133678,7169,10783,xing long,553 e 169th st,10456,chinese,xing long chinese restuarant,553 e 169th st,10456,chinese
1133827,7172,1472,come and get it,791 e 163rd st,10456,convenience stores,come & get sum fish & chips,791 e 163rd st,10456,seafood
1134802,7189,15519,aa chinese restaurant,"214 e burnside ave, ,",10457,chinese,aa chinese restaurant,214 e burnside ave,10457,chinese
1135059,7192,21770,lulu restaurant,"485 e 180th st, ,",10457,american (new) spanish,lulu restaurant,485 e 180th st,10457,spanish
1135135,7194,7248,alex's tacos,"744 e tremont ave, ,",10457,mexican fast food,alex tacos,744 e. tremont ave,10457,mexican
1135182,7195,15887,kennedy fried chicken,"647 e tremont ave, ,",10457,chicken wings,kennedy fried chicken & pizza,647 e tremont ave,10457,chicken
1136139,7210,1187,new china,"240 e 174th st, ,",10457,chinese,new china restaurant,240 e 174th st,10457,chinese
1136674,7219,4049,subway,"597 e tremont ave, ,",10457,sandwiches fast food,subway,597 e tremont ave,10457,sandwiches
1140828,7257,5718,bedford pizza pasta restaurant,"380 bedford park blvd,",10458,pizza,bedford pizza cafe,380 bedford park blvd,10458,pizza/italian
1141236,7261,20076,pizza studio,"444 e. fordham rd., ,",10458,pizza,pizza studio,444 e fordham rd,10458,pizza
1142241,7268,10680,planet wings,"699 e 187th st, ,",10458,chicken wings,planet wings,699 e 187th st,10458,chicken
1144982,7295,18843,oriental house,"565 e 184th st, ,",10458,chinese,oriental house,565 e 184th st,10458,chinese
1146660,7310,21147,essentials 608,"608 e fordham rd,",10458,restaurants caterers lounges,essential 608,608 e fordham rd,10458,caribbean
1147288,7318,10588,house pizza,"246 e 204th st, ,",10458,pizza,house pizza,246 e 204th st,10458,pizza
1147638,7320,12081,kings fried chicken & pizza,232 e 198th st,10458,chicken wings pizza,kennedy fried chicken,232 e 198th st,10458,american
1148813,7334,6890,rocco's pizzeria,"397 bedford park boulevard, ,",10458,pizza,rocco's pizza,397 bedford park boulevard,10458,pizza
1149397,7341,17984,peachwave,"602 e 187th st,",10458,ice cream & frozen yogurt,peachwave frozen yogurt,602 e 187th st,10458,"ice cream, gelato, yogurt, ices"
1149713,7344,19225,great wall,"732 e 187th st, ,",10458,chinese,great wall chinese restaurnat,732 e 187th st,10458,chinese
1150667,7356,17423,lee's chinese resturant,"626 e 187th st, ,",10458,chinese,lee's restaurant,626 e 187th st,10458,chinese
1151362,7365,22703,fordham university,"441 e fordham rd, ,",10458,colleges & universities,marketplace at mcginley center fordham university,441 e fordham rd,10458,american
1151435,7365,23817,fordham university,"441 e fordham rd, ,",10458,colleges & universities,dagger johns at mcginley fordham university,441 e fordham rd,10458,american
1151458,7365,2689,fordham university,"441 e fordham rd, ,",10458,colleges & universities,fordham u - cosi at campbell hall,441 e fordham rd,10458,cafã©/coffee/tea
1152278,7371,9406,monte pizza,"360 e 188th st,",10458,pizza,monte pizza,360 e 188th st,10458,pizza
1156375,7440,14198,d' kora restaurant lounge,"894 e tremont ave,",10460,spanish american (new),d'kora restaurant lounge,894 e tremont ave,10460,spanish
1157290,7459,18600,ihop,"961 e 174th st, ste 6,",10460,breakfast & brunch american (traditional),taco bell,961 e 174th st,10460,tex-mex
1157291,7459,5775,ihop,"961 e 174th st, ste 6,",10460,breakfast & brunch american (traditional),burger king,961 e 174th st,10460,sandwiches
1157388,7461,18600,subway,"961 e 174th st, ,",10460,fast food sandwiches,taco bell,961 e 174th st,10460,tex-mex
1157389,7461,5775,subway,"961 e 174th st, ,",10460,fast food sandwiches,burger king,961 e 174th st,10460,sandwiches
1158931,7490,20807,made in puerto rico latin cuisine,"3363 e tremont ave,",10461,sports bars latin american caribbean,made in puerto rico,3363 e tremont ave,10461,spanish
1161143,7517,23648,la casa del sabor,"2728 e tremont ave, ,",10461,latin american,la casa del sabor,2728 e tremont ave,10461,"latin (cuban, dominican, puerto rican, south & central american)"
1162112,7530,13929,captain pizzeria,"1056 morris park ave, ,",10461,pizza italian,captain's pizzeria and restaurant,1056 morris park ave,10461,pizza/italian
1166621,7582,3020,paulding bar & restaurant,"1024 morris park avenue, ,",10461,restaurants,doyles pub,1024 morris park avenue,10461,irish
1168641,7607,9680,soups salads & beyond,"1060 morris park ave, ,",10461,breakfast & brunch,"soups,salads & beyond",1060 morris park ave,10461,american
1168926,7611,3908,15 flavors,"1046 morris park ave, ,",10461,ice cream & frozen yogurt,15 flavors,1046 morris park ave,10461,"ice cream, gelato, yogurt, ices"
1169508,7617,21898,la masa,"1000 morris park ave,",10462,comfort food colombian,la masa restaurant,1000 morris park ave,10462,"latin (cuban, dominican, puerto rican, south & central american)"
1169779,7620,22207,slim to go,"1556a white plains rd, ,",10462,american (new) spanish breakfast & brunch,slim to go,1556a white plains rd,10462,american
1169905,7621,16417,fine food cuisine,"671 morris park ave, ,",10462,american (new),fine food cusine,671 morris park ave,10462,american
1169952,7623,21108,sabrosura restaurant,"1200 castle hill ave, ,",10462,latin american spanish american (new),sabrosura,1200 castle hill ave,10462,spanish
1170061,7625,4770,thai no. 1,"1509 white plains rd, ,",10462,thai,thai no 1,1509 white plains rd,10462,thai
1170331,7627,5225,oasis mediterranean restaurant,"1907 white plains rd, ,",10462,middle eastern,oasis of middle east,1907 white plains rd,10462,middle eastern
1170643,7634,19605,don emilio diner,"1315 castle hill ave,",10462,spanish,don emilio diner restaurant,1315 castle hill ave,10462,"latin (cuban, dominican, puerto rican, south & central american)"
1171973,7648,16350,anthony's pizza,"686 morris park ave, ,",10462,pizza,anthony's pizza,686 morris park ave,10462,pizza
