_id,ltable_ID,rtable_ID,ltable_name,ltable_address,ltable_zipcode,ltable_phone,ltable_cuisine,rtable_name,rtable_address,rtable_zipcode,rtable_phone,rtable_cuisine
781146,3234,884,four seasons hotel,"57 e 57th st, ,",10022,2127585700.0,hotels,the bar/four seasons hotel,57 e 57th st,10022,2123506603,american
782276,3239,14500,lucky cat,"232 e 53rd st, ,",10022,2128385333.0,lounges ramen,lucky cat,232 e 53rd st,10022,2128385333,japanese
785976,3256,11970,the pod 51 hotel,"230 e 51st st, ,",10022,2123550300.0,hotels hostels,salvation burger,230 e 51st st,10022,6462772900,american
786583,3258,22829,central park,"14 e 60th st, , central park conservancy",10022,2123106600.0,parks,avra madison estiatorio,14 e 60th st,10022,2129370100,greek
786723,3258,15770,central park,"14 e 60th st, , central park conservancy",10022,2123106600.0,parks,rotisserie georgette,14 e 60th st,10022,2123908060,american
788816,3274,10017,lincoln square steak,"208 w 70th st,",10023,2128758600.0,steakhouses,lincoln square steak,208 w 70th st,10023,2128758600,steak
791229,3295,20558,bonmi,"150 w 62nd st,",10023,6463465142.0,vietnamese sandwiches,bonmi,150 w 62nd st,10023,6463465142,sandwiches/salads/mixed buffet
791847,3300,19068,the ribbon,"20 w 72nd st, ,",10023,2127875656.0,american (new),the ribbon,20 w 72nd st,10023,2127875656,american
792458,3306,17230,ed's chowder house,"44 w 63rd st, ,",10023,2129561288.0,seafood,empire hotel bar,44 w 63rd st,10023,6463547814,american
792498,3306,16535,ed's chowder house,"44 w 63rd st, ,",10023,2129561288.0,seafood,the empire rooftop,44 w 63rd st,10023,2122652600,american
792600,3307,4063,joanne trattoria,"70 w 68th st, ,",10023,2127210068.0,italian comfort food,joanne trattoria,70 w 68th st,10023,2127210068,italian
792890,3309,14661,mandarin oriental lobby lounge,"80 columbus cir at 60th st,",10023,2128058800.0,american (new) lounges,mandarin oriental hotel-banquet,80 columbus circle at 60th street,10023,2128058888,other
792946,3309,5642,mandarin oriental lobby lounge,"80 columbus cir at 60th st,",10023,2128058800.0,american (new) lounges,mandarin oriental hotel-asiate,80 columbus circle at 60th street,10023,2128058368,asian
795827,3335,18569,amber,"103 w 70th st, ,",10023,2127998100.0,japanese sushi bars asian fusion,amber,103 w 70th st,10023,2127998100,asian
798439,3359,14922,simit + smith,"124 w 72nd st, ,",10023,2124966605.0,bakeries coffee & tea breakfast & brunch,crepes & delices,124 w 72nd st,10023,9292911357,cafã©/coffee/tea
800973,3380,17230,the empire hotel,"44 w 63rd st, ,",10023,2122657400.0,hotels,empire hotel bar,44 w 63rd st,10023,6463547814,american
801013,3380,16535,the empire hotel,"44 w 63rd st, ,",10023,2122657400.0,hotels,the empire rooftop,44 w 63rd st,10023,2122652600,american
804429,3411,15939,burke & wills,"226 w 79th st, ,",10024,6468239251.0,australian bars,burke & wills/manhattan cricket club,226 w 79th st,10024,6468239251,australian
805052,3415,6301,han dynasty,"215 w 85th st, ,",10024,2128589060.0,szechuan,han dynasty,215 w 85th st,10024,2128589060,chinese
808047,3439,21007,caffe storico,"new york historical society, 170 central park w,",10024,2124859211.0,italian,new york historical society,170 central park w,10024,2678861467,other
811719,3468,15939,manhattan cricket club,"226 w 79th st, level 2,",10024,6468239252.0,cocktail bars,burke & wills/manhattan cricket club,226 w 79th st,10024,6468239251,australian
822222,3560,21007,new-york historical society,"170 central park w, ,",10024,2128733400.0,libraries museums,new york historical society,170 central park w,10024,2678861467,other
825467,3595,23806,vin sur vingt,"66 w 84th st,",10024,6468959944.0,wine bars,vin sur vingt,66 w 84th st,10024,6072210610,other
826151,3603,11178,koko wings,"248 w 106th st,",10025,2129327722.0,korean chicken wings,koko wings,248 w 106th st,10025,2129327722,chicken
828236,3624,14009,vino levantino,"210 w 94th st, ,",10025,2122803333.0,mediterranean wine bars breakfast & brunch,whispers bar and restaurant,210 w 94th st,10025,8453132814,american
828981,3630,14009,"whispers restaurant, bar & lounge","210 w 94th st, ,",10025,6468643618.0,cocktail bars lounges american (traditional),whispers bar and restaurant,210 w 94th st,10025,8453132814,american
830665,3643,12177,effy's cafe,"104 w 96th st, ,",10025,2122806200.0,kosher,effys cafe,104 w 96th st,10025,2122806200,mediterranean
835577,3685,4725,shahi biryani & grill,"71 w 109th st, ,",10025,2122228820.0,indian pakistani halal,pak shahi biryani & grill,71 w 109th st,10025,2122228820,indian
843339,3753,16922,lolo's seafood shack,"303 w 116th st, ,",10026,6466493356.0,seafood sandwiches bars,lolo's seafood shack,303 w 116th st,10026,6465418940,seafood
843704,3760,22807,row house,"2128 frederick douglass blvd, ,",10026,2122560019.0,american (new) tapas/small plates cocktail bars,row house,2128 frederick douglass blvd,10026,2122560019,american
843763,3761,18570,sexy taco/dirty cash,"161 malcolm x blvd,",10026,2122804700.0,cocktail bars american (new) mexican,sexy taco dirty cash,161 malcolm x blvd,10026,2122804700,american
844042,3767,16825,harlem pizza co.,"135 w 116th st, ,",10026,2122229889.0,pizza,harlem pizza co.,135 w 116th st,10026,2122229889,pizza
844094,3768,21032,blujeen,"2143 frederick douglass blvd, ,",10026,2122561073.0,american (new) comfort food,blujeen,2143 frederick douglass blvd,10026,2122561073,american
844226,3770,6609,le baobab restaurants,"120 w 116th st, ,",10026,2128644700.0,senegalese,le baobab-gouygui restaurant,120 w 116th st,10026,2128644700,african
844340,3773,11727,cafe frederick harlem parlor,"2104 frederick douglass blvd, ,",10026,2122221987.0,coffee & tea cafes,cafe frederick harlem parlor,2104 frederick douglass blvd,10026,2122221987,american
844616,3778,15531,la savane,"239 w 116th st, ,",10026,6464904644.0,african,restaurant la savane,239 w 116th st,10026,6464904644,african
845148,3790,15098,maharaja palace,"2113 frederick douglass blvd, ,",10026,2122228934.0,indian,maharaja palace,2113 frederick douglass blvd,10026,2122228934,indian
845699,3799,19790,harlem burger co,"2190 frederick douglass blvd,",10026,2122229899.0,burgers sandwiches desserts,harlem burger co.,2190 frederick douglass blvd,10026,9177141411,american
846253,3812,872,freddy's soul caribbean restaurant,"1980 adam clayton powell jr. blvd., ,",10026,2128661077.0,caribbean,freddy's soul caribbean restaurant corp,1980 adam clayton powell jr blvd,10026,2128661077,caribbean
846260,3812,12719,freddy's soul caribbean restaurant,"1980 adam clayton powell jr. blvd., ,",10026,2128661077.0,caribbean,juke box juice & salad,1943 adam clayton powell jr boulevard,10026,9178077870,fruits/vegetables
846268,3812,7059,freddy's soul caribbean restaurant,"1980 adam clayton powell jr. blvd., ,",10026,2128661077.0,caribbean,cantina,1838 adam clayton powell jr bl,10026,6467558864,mexican
846670,3819,23396,jumbo's,"112 w 116th st, ,",10026,2126659600.0,burgers,jumbo burgers,112 w 116th st,10026,2126659600,american
847027,3829,20860,bo's bagels,"235 w 116th st,",10026,9179028345.0,bagels,bo's bagels,235 w 116th st,10026,9179028345,other
847639,3843,872,juke box juice & salad,"1943 adam clayton powell jr blvd, corner of 117th st,",10026,9178077870.0,juice bars & smoothies,freddy's soul caribbean restaurant corp,1980 adam clayton powell jr blvd,10026,2128661077,caribbean
847646,3843,12719,juke box juice & salad,"1943 adam clayton powell jr blvd, corner of 117th st,",10026,9178077870.0,juice bars & smoothies,juke box juice & salad,1943 adam clayton powell jr boulevard,10026,9178077870,fruits/vegetables
847654,3843,7059,juke box juice & salad,"1943 adam clayton powell jr blvd, corner of 117th st,",10026,9178077870.0,juice bars & smoothies,cantina,1838 adam clayton powell jr bl,10026,6467558864,mexican
847702,3845,872,first corinthian baptist church,"1912 adam clayton powell jr blvd, ,",10026,2128645976.0,churches,freddy's soul caribbean restaurant corp,1980 adam clayton powell jr blvd,10026,2128661077,caribbean
847709,3845,12719,first corinthian baptist church,"1912 adam clayton powell jr blvd, ,",10026,2128645976.0,churches,juke box juice & salad,1943 adam clayton powell jr boulevard,10026,9178077870,fruits/vegetables
847717,3845,7059,first corinthian baptist church,"1912 adam clayton powell jr blvd, ,",10026,2128645976.0,churches,cantina,1838 adam clayton powell jr bl,10026,6467558864,mexican
848633,3865,8270,chez alain,"2046 adam clayton powell jr blvd, ,",10027,2126787600.0,senegalese,asian fusion,2071 adam clayton powell jr blvd,10027,3478285904,asian
848648,3865,15534,chez alain,"2046 adam clayton powell jr blvd, ,",10027,2126787600.0,senegalese,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,2126668600,indian
848743,3865,23660,chez alain,"2046 adam clayton powell jr blvd, ,",10027,2126787600.0,senegalese,b & k french cuisine,2167 adam clayton powell jr blvd,10027,2126788600,french
849438,3872,8270,accra restaurant,"2065 adam clayton powell jr blvd, ,",10027,2129327739.0,african,asian fusion,2071 adam clayton powell jr blvd,10027,3478285904,asian
849453,3872,15534,accra restaurant,"2065 adam clayton powell jr blvd, ,",10027,2129327739.0,african,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,2126668600,indian
849548,3872,23660,accra restaurant,"2065 adam clayton powell jr blvd, ,",10027,2129327739.0,african,b & k french cuisine,2167 adam clayton powell jr blvd,10027,2126788600,french
849553,3873,8270,b&k french cuisine,"2167 adam clayton powell jr blvd,",10027,2126788600.0,french fast food,asian fusion,2071 adam clayton powell jr blvd,10027,3478285904,asian
849568,3873,15534,b&k french cuisine,"2167 adam clayton powell jr blvd,",10027,2126788600.0,french fast food,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,2126668600,indian
849663,3873,23660,b&k french cuisine,"2167 adam clayton powell jr blvd,",10027,2126788600.0,french fast food,b & k french cuisine,2167 adam clayton powell jr blvd,10027,2126788600,french
849801,3875,2996,el puerto seafood,"511 w 125th st, ,",10027,2128657676.0,seafood,el nuevo tina restaurant,511 w 125th st,10027,2122221104,spanish
851738,3896,8270,delhi masala,"2077 adam clayton powell jr blvd,",10027,2126668600.0,indian buffets,asian fusion,2071 adam clayton powell jr blvd,10027,3478285904,asian
851753,3896,15534,delhi masala,"2077 adam clayton powell jr blvd,",10027,2126668600.0,indian buffets,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,2126668600,indian
851848,3896,23660,delhi masala,"2077 adam clayton powell jr blvd,",10027,2126668600.0,indian buffets,b & k french cuisine,2167 adam clayton powell jr blvd,10027,2126788600,french
852717,3907,18478,lincoln fried chicken,"576 w 125th st, ,",10027,2126625489.0,chicken wings,lincoln fried chicken,576 w 125th st,10027,2126625489,chicken
853233,3913,8270,keur sokhna restaurant,"2249 adam clayton powell jr blvd, ,",10027,2123685005.0,senegalese,asian fusion,2071 adam clayton powell jr blvd,10027,3478285904,asian
853248,3913,15534,keur sokhna restaurant,"2249 adam clayton powell jr blvd, ,",10027,2123685005.0,senegalese,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,2126668600,indian
853343,3913,23660,keur sokhna restaurant,"2249 adam clayton powell jr blvd, ,",10027,2123685005.0,senegalese,b & k french cuisine,2167 adam clayton powell jr blvd,10027,2126788600,french
854958,3929,8270,rusty's flavor,2253 adam clayton powell jr blvd,10027,2123683403.0,caribbean,asian fusion,2071 adam clayton powell jr blvd,10027,3478285904,asian
854973,3929,15534,rusty's flavor,2253 adam clayton powell jr blvd,10027,2123683403.0,caribbean,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,2126668600,indian
855068,3929,23660,rusty's flavor,2253 adam clayton powell jr blvd,10027,2123683403.0,caribbean,b & k french cuisine,2167 adam clayton powell jr blvd,10027,2126788600,french
855091,3930,2996,el nuevo tina,"511 w 125th st, ,",10027,2122221104.0,latin american,el nuevo tina restaurant,511 w 125th st,10027,2122221104,spanish
855878,3940,8270,harlem karibe restaurant & catering,"2234 adam clayton powell jr blvd, ,",10027,8452109022.0,haitian latin american cuban,asian fusion,2071 adam clayton powell jr blvd,10027,3478285904,asian
855893,3940,15534,harlem karibe restaurant & catering,"2234 adam clayton powell jr blvd, ,",10027,8452109022.0,haitian latin american cuban,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,2126668600,indian
855988,3940,23660,harlem karibe restaurant & catering,"2234 adam clayton powell jr blvd, ,",10027,8452109022.0,haitian latin american cuban,b & k french cuisine,2167 adam clayton powell jr blvd,10027,2126788600,french
856108,3942,8270,new harlem besame latino soul lounge,"2070 adam clayton powell blvd, ,",10027,6468632277.0,caribbean latin american,asian fusion,2071 adam clayton powell jr blvd,10027,3478285904,asian
856123,3942,15534,new harlem besame latino soul lounge,"2070 adam clayton powell blvd, ,",10027,6468632277.0,caribbean latin american,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,2126668600,indian
856218,3942,23660,new harlem besame latino soul lounge,"2070 adam clayton powell blvd, ,",10027,6468632277.0,caribbean latin american,b & k french cuisine,2167 adam clayton powell jr blvd,10027,2126788600,french
856901,3952,10943,buffalo wild wings,"2319 frederick douglass blvd, ,",10027,2126659453.0,chicken wings sports bars american (traditional),buffalo wild wings,2319 frederick douglass blvd,10027,2126659453,chicken
856967,3953,23808,subway,"578 w 125th st, ,",10027,6466783504.0,fast food sandwiches,subway,578 w 125th st,10027,2122223853,sandwiches/salads/mixed buffet
857387,3957,23679,little caesar's pizza,"377 w 125th st, ,",10027,2128700003.0,pizza,little caesar's,377 w 125th st,10027,5162423711,pizza
858046,3963,23245,checkers,"79 w 125th st,",10027,2128371500.0,american (traditional) fast food burgers,checkers,79 w 125th st,10027,2128371500,american
858887,3973,9285,buffalo boss,"17 w 125th st, ,",10027,2123692677.0,chicken wings salad american (traditional),piece of velvet,17 w 125th st,10027,6468632969,"ice cream, gelato, yogurt, ices"
859443,3978,8270,tropical grill & restaurant,"2145 adam clayton powell jr blvd, ,",10027,2125310234.0,caribbean spanish,asian fusion,2071 adam clayton powell jr blvd,10027,3478285904,asian
859458,3978,15534,tropical grill & restaurant,"2145 adam clayton powell jr blvd, ,",10027,2125310234.0,caribbean spanish,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,2126668600,indian
859553,3978,23660,tropical grill & restaurant,"2145 adam clayton powell jr blvd, ,",10027,2125310234.0,caribbean spanish,b & k french cuisine,2167 adam clayton powell jr blvd,10027,2126788600,french
861283,4005,8270,kennedy fried chicken,"2057 adam clayton powell blvd, ,",10027,2122807500.0,fast food chicken wings,asian fusion,2071 adam clayton powell jr blvd,10027,3478285904,asian
861298,4005,15534,kennedy fried chicken,"2057 adam clayton powell blvd, ,",10027,2122807500.0,fast food chicken wings,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,2126668600,indian
861393,4005,23660,kennedy fried chicken,"2057 adam clayton powell blvd, ,",10027,2122807500.0,fast food chicken wings,b & k french cuisine,2167 adam clayton powell jr blvd,10027,2126788600,french
862243,4016,17506,subway,"281 saint nicholas ave, ,",10027,,fast food sandwiches,subway,281 saint nicholas ave,10027,9173785700,sandwiches
865502,4057,22817,little frog bistro & bar,"322 e 86th st,",10028,3475375786.0,french bars desserts,little frog francois latapie,322 e 86th st,10028,3475375786,french
866185,4062,8578,bondurants,"303 e 85th st, ,",10028,2122491509.0,american (new) beer bar,bondurants,303 e 85th st,10028,2122491509,american
867680,4077,13852,kobeyaki,"215 e 86th st, ,",10028,2128602300.0,sushi bars japanese asian fusion,kobeyaki,215 e 86th st,10028,2128602300,japanese
875250,4134,9205,jacques,"204 e 85th st, ste 206,",10028,2123272272.0,french,jaques brasserie,204 e 85th st,10028,2123272272,french
881938,4185,4575,gracie's on 2nd diner,"300 e 86th st, ,",10028,2128799425.0,diners,gracie's on 2nd,300 e 86th st,10028,2128799425,american
882041,4185,23722,gracie's on 2nd diner,"300 e 86th st, ,",10028,2128799425.0,diners,tasti d lite,300 e 86th st,10028,2128602917,other
885129,4216,11298,amai z,"435 e 86th  st, ,",10028,2129871122.0,mediterranean salad,munchery,435 e 86th st,10028,6467325336,american
891942,4271,22610,nocciola ristorante,"237 e 116th st, ,",10029,6465595304.0,italian,nocciola ristorante,237 e 116th st,10029,6465595304,italian
894991,4296,19282,neapolitan express,"232 e 111th st, ,",10029,2122894689.0,pizza italian,neapolitan express,232 e 111th st,10029,2122894689,pizza
895464,4301,3122,nocciola pizzeria e trattoria,"123 e 110th st, ,",10029,6465901438.0,pizza italian,nocciola pizzeria,123 e 110th st,10029,6465901438,pizza
904242,4373,7900,asha indian food,"151 e 103rd st, ,",10029,2128281800.0,indian,texas chicken & burgers,151 e 103rd st,10029,9173304730,chicken
909034,4418,16190,burger king,"154 e 116th st, ,",10029,2124269532.0,burgers,burger king,154 e 116th st,10029,2124269532,hamburgers
909535,4422,639,fried chicken shack,"165 e 106th st, ,",10029,2124104444.0,chicken wings,mamagyro,165 e 106th st,10029,2124101111,greek
912339,4449,13381,monster savings,"314 e 106th st, ,",10029,6463209894.0,grocery food delivery services,monster savings,314 e 106th st,10029,6463209894,delicatessen
915187,4477,16562,hyacinth's haven,"2374 adam clayton powell jr blvd, ,",10030,6467558161.0,bars american (new) cafes,africa kine,2267 adam clayton powell jr blvd,10030,2126669400,african
915190,4477,19108,hyacinth's haven,"2374 adam clayton powell jr blvd, ,",10030,6467558161.0,bars american (new) cafes,hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,6467558161,american
915193,4477,10397,hyacinth's haven,"2374 adam clayton powell jr blvd, ,",10030,6467558161.0,bars american (new) cafes,fu on kitchen,2419 adam clayton powell jr boulevard,10030,2128625660,chinese
915194,4477,21166,hyacinth's haven,"2374 adam clayton powell jr blvd, ,",10030,6467558161.0,bars american (new) cafes,rusty's flavor,2261 adam clayton powell jr blvd,10030,2123683403,caribbean
915198,4477,9904,hyacinth's haven,"2374 adam clayton powell jr blvd, ,",10030,6467558161.0,bars american (new) cafes,ihop,22902298 adam clayton powell jr boulevard,10030,2122344747,pancakes/waffles
915203,4477,9565,hyacinth's haven,"2374 adam clayton powell jr blvd, ,",10030,6467558161.0,bars american (new) cafes,polanco restaurant bbq,2421 adam clayton powell jr b,10030,2128621090,"latin (cuban, dominican, puerto rican, south & central american)"
915204,4477,22782,hyacinth's haven,"2374 adam clayton powell jr blvd, ,",10030,6467558161.0,bars american (new) cafes,cea-lo cafe,2496 adam clayton powell jr blvd,10030,6468610777,seafood
915205,4477,22908,hyacinth's haven,"2374 adam clayton powell jr blvd, ,",10030,6467558161.0,bars american (new) cafes,johnny kaks,2453 adam clayton powell jr blvd,10030,2122341156,caribbean
915220,4478,16562,yatenga french bistro & bar,"2269 adam clayton powell jr blvd, ,",10030,2126900699.0,french wine bars beer bar,africa kine,2267 adam clayton powell jr blvd,10030,2126669400,african
915223,4478,19108,yatenga french bistro & bar,"2269 adam clayton powell jr blvd, ,",10030,2126900699.0,french wine bars beer bar,hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,6467558161,american
915226,4478,10397,yatenga french bistro & bar,"2269 adam clayton powell jr blvd, ,",10030,2126900699.0,french wine bars beer bar,fu on kitchen,2419 adam clayton powell jr boulevard,10030,2128625660,chinese
915227,4478,21166,yatenga french bistro & bar,"2269 adam clayton powell jr blvd, ,",10030,2126900699.0,french wine bars beer bar,rusty's flavor,2261 adam clayton powell jr blvd,10030,2123683403,caribbean
915231,4478,9904,yatenga french bistro & bar,"2269 adam clayton powell jr blvd, ,",10030,2126900699.0,french wine bars beer bar,ihop,22902298 adam clayton powell jr boulevard,10030,2122344747,pancakes/waffles
915236,4478,9565,yatenga french bistro & bar,"2269 adam clayton powell jr blvd, ,",10030,2126900699.0,french wine bars beer bar,polanco restaurant bbq,2421 adam clayton powell jr b,10030,2128621090,"latin (cuban, dominican, puerto rican, south & central american)"
915237,4478,22782,yatenga french bistro & bar,"2269 adam clayton powell jr blvd, ,",10030,2126900699.0,french wine bars beer bar,cea-lo cafe,2496 adam clayton powell jr blvd,10030,6468610777,seafood
915238,4478,22908,yatenga french bistro & bar,"2269 adam clayton powell jr blvd, ,",10030,2126900699.0,french wine bars beer bar,johnny kaks,2453 adam clayton powell jr blvd,10030,2122341156,caribbean
915319,4481,16562,belle harlem,"2363 adam clayton powell blvd,",10030,5856872821.0,american (new) southern,africa kine,2267 adam clayton powell jr blvd,10030,2126669400,african
915322,4481,19108,belle harlem,"2363 adam clayton powell blvd,",10030,5856872821.0,american (new) southern,hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,6467558161,american
915326,4481,21166,belle harlem,"2363 adam clayton powell blvd,",10030,5856872821.0,american (new) southern,rusty's flavor,2261 adam clayton powell jr blvd,10030,2123683403,caribbean
915336,4481,22782,belle harlem,"2363 adam clayton powell blvd,",10030,5856872821.0,american (new) southern,cea-lo cafe,2496 adam clayton powell jr blvd,10030,6468610777,seafood
915337,4481,22908,belle harlem,"2363 adam clayton powell blvd,",10030,5856872821.0,american (new) southern,johnny kaks,2453 adam clayton powell jr blvd,10030,2122341156,caribbean
915408,4483,18177,cari wine bar & restaurant,"2647 frederick douglass blvd,",10030,6468693927.0,spanish caribbean burgers,cari wine bar & restaurant,2647 frederick douglass blvd,10030,6468693927,"latin (cuban, dominican, puerto rican, south & central american)"
915451,4485,16562,little ochie jamaican cuisine,"2492 adam clayton powell jr blvd, ,",10030,2122346300.0,caribbean,africa kine,2267 adam clayton powell jr blvd,10030,2126669400,african
915454,4485,19108,little ochie jamaican cuisine,"2492 adam clayton powell jr blvd, ,",10030,2122346300.0,caribbean,hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,6467558161,american
915457,4485,10397,little ochie jamaican cuisine,"2492 adam clayton powell jr blvd, ,",10030,2122346300.0,caribbean,fu on kitchen,2419 adam clayton powell jr boulevard,10030,2128625660,chinese
915458,4485,21166,little ochie jamaican cuisine,"2492 adam clayton powell jr blvd, ,",10030,2122346300.0,caribbean,rusty's flavor,2261 adam clayton powell jr blvd,10030,2123683403,caribbean
915462,4485,9904,little ochie jamaican cuisine,"2492 adam clayton powell jr blvd, ,",10030,2122346300.0,caribbean,ihop,22902298 adam clayton powell jr boulevard,10030,2122344747,pancakes/waffles
915467,4485,9565,little ochie jamaican cuisine,"2492 adam clayton powell jr blvd, ,",10030,2122346300.0,caribbean,polanco restaurant bbq,2421 adam clayton powell jr b,10030,2128621090,"latin (cuban, dominican, puerto rican, south & central american)"
915468,4485,22782,little ochie jamaican cuisine,"2492 adam clayton powell jr blvd, ,",10030,2122346300.0,caribbean,cea-lo cafe,2496 adam clayton powell jr blvd,10030,6468610777,seafood
915469,4485,22908,little ochie jamaican cuisine,"2492 adam clayton powell jr blvd, ,",10030,2122346300.0,caribbean,johnny kaks,2453 adam clayton powell jr blvd,10030,2122341156,caribbean
915484,4486,16562,ponty bistro,"2375 adam clayton powell jr blvd, ,",10030,2122346474.0,french senegalese,africa kine,2267 adam clayton powell jr blvd,10030,2126669400,african
915487,4486,19108,ponty bistro,"2375 adam clayton powell jr blvd, ,",10030,2122346474.0,french senegalese,hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,6467558161,american
915490,4486,10397,ponty bistro,"2375 adam clayton powell jr blvd, ,",10030,2122346474.0,french senegalese,fu on kitchen,2419 adam clayton powell jr boulevard,10030,2128625660,chinese
915491,4486,21166,ponty bistro,"2375 adam clayton powell jr blvd, ,",10030,2122346474.0,french senegalese,rusty's flavor,2261 adam clayton powell jr blvd,10030,2123683403,caribbean
915495,4486,9904,ponty bistro,"2375 adam clayton powell jr blvd, ,",10030,2122346474.0,french senegalese,ihop,22902298 adam clayton powell jr boulevard,10030,2122344747,pancakes/waffles
915500,4486,9565,ponty bistro,"2375 adam clayton powell jr blvd, ,",10030,2122346474.0,french senegalese,polanco restaurant bbq,2421 adam clayton powell jr b,10030,2128621090,"latin (cuban, dominican, puerto rican, south & central american)"
915501,4486,22782,ponty bistro,"2375 adam clayton powell jr blvd, ,",10030,2122346474.0,french senegalese,cea-lo cafe,2496 adam clayton powell jr blvd,10030,6468610777,seafood
915502,4486,22908,ponty bistro,"2375 adam clayton powell jr blvd, ,",10030,2122346474.0,french senegalese,johnny kaks,2453 adam clayton powell jr blvd,10030,2122341156,caribbean
915629,4493,21380,a taste of seafood express,"2530 135th st frederick douglass blvd, ,",10030,6467960275.0,seafood,a taste of seafood restaurant,2530 frederick douglass blvd,10030,3475706679,seafood
915748,4499,16562,mcdonald's,2379 adam clayton powell jr blvd,10030,6465483095.0,fast food burgers,africa kine,2267 adam clayton powell jr blvd,10030,2126669400,african
915751,4499,19108,mcdonald's,2379 adam clayton powell jr blvd,10030,6465483095.0,fast food burgers,hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,6467558161,american
915754,4499,10397,mcdonald's,2379 adam clayton powell jr blvd,10030,6465483095.0,fast food burgers,fu on kitchen,2419 adam clayton powell jr boulevard,10030,2128625660,chinese
915755,4499,21166,mcdonald's,2379 adam clayton powell jr blvd,10030,6465483095.0,fast food burgers,rusty's flavor,2261 adam clayton powell jr blvd,10030,2123683403,caribbean
915759,4499,9904,mcdonald's,2379 adam clayton powell jr blvd,10030,6465483095.0,fast food burgers,ihop,22902298 adam clayton powell jr boulevard,10030,2122344747,pancakes/waffles
915764,4499,9565,mcdonald's,2379 adam clayton powell jr blvd,10030,6465483095.0,fast food burgers,polanco restaurant bbq,2421 adam clayton powell jr b,10030,2128621090,"latin (cuban, dominican, puerto rican, south & central american)"
915765,4499,22782,mcdonald's,2379 adam clayton powell jr blvd,10030,6465483095.0,fast food burgers,cea-lo cafe,2496 adam clayton powell jr blvd,10030,6468610777,seafood
915766,4499,22908,mcdonald's,2379 adam clayton powell jr blvd,10030,6465483095.0,fast food burgers,johnny kaks,2453 adam clayton powell jr blvd,10030,2122341156,caribbean
915880,4504,16562,polanco restaurant & barbecue,"2421 adam clayton powell junior blvd, ,",10030,2128621090.0,spanish barbeque,africa kine,2267 adam clayton powell jr blvd,10030,2126669400,african
915883,4504,19108,polanco restaurant & barbecue,"2421 adam clayton powell junior blvd, ,",10030,2128621090.0,spanish barbeque,hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,6467558161,american
915887,4504,21166,polanco restaurant & barbecue,"2421 adam clayton powell junior blvd, ,",10030,2128621090.0,spanish barbeque,rusty's flavor,2261 adam clayton powell jr blvd,10030,2123683403,caribbean
915896,4504,9565,polanco restaurant & barbecue,"2421 adam clayton powell junior blvd, ,",10030,2128621090.0,spanish barbeque,polanco restaurant bbq,2421 adam clayton powell jr b,10030,2128621090,"latin (cuban, dominican, puerto rican, south & central american)"
915897,4504,22782,polanco restaurant & barbecue,"2421 adam clayton powell junior blvd, ,",10030,2128621090.0,spanish barbeque,cea-lo cafe,2496 adam clayton powell jr blvd,10030,6468610777,seafood
915898,4504,22908,polanco restaurant & barbecue,"2421 adam clayton powell junior blvd, ,",10030,2128621090.0,spanish barbeque,johnny kaks,2453 adam clayton powell jr blvd,10030,2122341156,caribbean
915913,4505,16562,johnny kaks international,"2453 adam clayton powell junior blvd,",10030,2122341156.0,salad seafood vegetarian,africa kine,2267 adam clayton powell jr blvd,10030,2126669400,african
915916,4505,19108,johnny kaks international,"2453 adam clayton powell junior blvd,",10030,2122341156.0,salad seafood vegetarian,hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,6467558161,american
915920,4505,21166,johnny kaks international,"2453 adam clayton powell junior blvd,",10030,2122341156.0,salad seafood vegetarian,rusty's flavor,2261 adam clayton powell jr blvd,10030,2123683403,caribbean
915930,4505,22782,johnny kaks international,"2453 adam clayton powell junior blvd,",10030,2122341156.0,salad seafood vegetarian,cea-lo cafe,2496 adam clayton powell jr blvd,10030,6468610777,seafood
915931,4505,22908,johnny kaks international,"2453 adam clayton powell junior blvd,",10030,2122341156.0,salad seafood vegetarian,johnny kaks,2453 adam clayton powell jr blvd,10030,2122341156,caribbean
916045,4509,16562,ihop,"2290 adam clayton powell jr blvd, ,",10030,2122344747.0,breakfast & brunch american (traditional),africa kine,2267 adam clayton powell jr blvd,10030,2126669400,african
916048,4509,19108,ihop,"2290 adam clayton powell jr blvd, ,",10030,2122344747.0,breakfast & brunch american (traditional),hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,6467558161,american
