_id,ltable_ID,rtable_ID,ltable_name,ltable_address,ltable_zipcode,ltable_phone,ltable_cuisine,rtable_name,rtable_address,rtable_zipcode,rtable_phone,rtable_cuisine
1121084,6923,8731,pizza & pasta,"119 e mount eden avenue, ,",10452,7182941800.0,pizza,luigi's pizza & pasta,119 east mount eden avenue,10452,7182941800,pizza
1121579,6933,6987,juniors seafood restaurant,"20 w burnside ave, ,",10453,7185836565.0,seafood,junior' seafood restaurant,20 w burnside ave,10453,7185836565,spanish
1122232,6947,9765,michely deli & food market,"169 w tremont ave, ,",10453,3479188560.0,delis tacos burgers,michely deli & food market,169 w tremont ave,10453,3479188560,delicatessen
1122486,6951,19327,texas chicken & burgers,"21 w burnside ave, bronx,",10453,3474981100.0,burgers american (traditional) chicken wings,texas chicken & burgers,21 w burnside ave,10453,3474981100,chicken
1123677,6975,23836,hong kong restaurant,"30 w 183rd st, ,",10453,7185629059.0,chinese,hong kong kitchen,30 w 183rd st,10453,7185629059,chinese
1124716,7001,2237,el viejo gran cafe corp,"498 e 138th st, ,",10454,,cafes,el viejo gran cafe,498 e 138th st,10454,7189933932,spanish
1125103,7011,7334,gio's pizza & restaurant,"308 e 141st st, ,",10454,7189931952.0,pizza,gio's pizza & restaurant,308 e 141st st,10454,7189931952,pizza
1125575,7022,15079,el guerrero deli,"448 e 138th st, ,",10454,,mexican,xime deli,448 e 138th st,10454,3472704167,mexican
1125935,7031,3635,el guapo pizzeria incorporated,361 e 138th st,10454,7185857377.0,pizza,pizzeria restaurant,361 e 138th st,10454,7185857377,pizza/italian
1126734,7052,16956,el jalapenos,"800 e 149th st, ,",10455,3475906989.0,mexican,ivy juice bar,800 e 149th st,10455,9174719220,"juice, smoothies, fruit salads"
1127072,7057,21967,venice restaurant & pizzeria,"772 e 149th st, ,",10455,7185855164.0,italian pizza,venice restaurant,772 e 149th st,10455,7185855164,italian
1127229,7059,16009,patron mexican restaurant,"835 e 152nd st,",10455,3475900570.0,mexican,patron mexican restaurant,835 e 152nd st,10455,3475900570,mexican
1128119,7075,5735,149 steam fish,"500 e 149th st,",10455,7182927997.0,seafood,149 steam fish,500 e 149th st,10455,7182927997,seafood
1128546,7081,21403,burger king,521 e 149th st,10455,7184017909.0,fast food,burger king,521 e 149th st,10455,3473446817,hamburgers
1128863,7085,14276,good taste chinese restaurant,"863 e 149th st, ,",10455,7189939367.0,chinese,good taste chinese food,863 e 149th st,10455,7189939367,chinese
1130722,7115,21066,joey pepperoni's pizza,"392 e 149th st, ,",10455,,pizza,lissett omar,392 e 149th st,10455,7189932109,pizza
1130931,7118,5735,la orquidea bakery & restaurant,"500 e 149th st, ,",10455,7185851488.0,bakeries,149 steam fish,500 e 149th st,10455,7182927997,seafood
1131482,7126,22864,johnson's bbq,"790 e 163rd st,",10456,7184508181.0,barbeque southern,johnson bar-b-q,790 e 163rd st,10456,7184508181,soul food
1131557,7127,20071,el nuevo valle 3,"268 e 167th st, ,",10456,9178010086.0,spanish latin american caribbean,el nuevo valle restaurant & lechonera,268 e 167th st,10456,7187081099,spanish
1131663,7130,21552,kennedy fried chicken,198 e 167th st,10456,7185880999.0,chicken wings,kennedy fried chicken,198 e 167th st,10456,7185880999,chicken
1132790,7149,15811,kennedy fried chicken,"638 e 169th st, ,",10456,7188937904.0,chicken wings,kennedy fried chicken,638 e 169th st,10456,7188936325,chicken
1132926,7151,15811,sing-sing kitchen,"638 e 169th st, ,",10456,7183282752.0,asian fusion,kennedy fried chicken,638 e 169th st,10456,7188936325,chicken
1133678,7169,10783,xing long,553 e 169th st,10456,7182938888.0,chinese,xing long chinese restuarant,553 e 169th st,10456,7182938888,chinese
1133827,7172,1472,come and get it,791 e 163rd st,10456,3474313013.0,convenience stores,come & get sum fish & chips,791 e 163rd st,10456,9292941877,seafood
1134802,7189,15519,aa chinese restaurant,"214 e burnside ave, ,",10457,7182992218.0,chinese,aa chinese restaurant,214 e burnside ave,10457,7182992218,chinese
1134932,7191,21535,wally international seafood,"394 e tremont ave, ,",10457,,seafood,munchies,394 e tremont ave,10457,3475775934,hamburgers
1135059,7192,21770,lulu restaurant,"485 e 180th st, ,",10457,3479189069.0,american (new) spanish,lulu restaurant,485 e 180th st,10457,3479189069,spanish
1135135,7194,7248,alex's tacos,"744 e tremont ave, ,",10457,9178916910.0,mexican fast food,alex tacos,744 e. tremont ave,10457,9178916910,mexican
1135182,7195,15887,kennedy fried chicken,"647 e tremont ave, ,",10457,7185831101.0,chicken wings,kennedy fried chicken & pizza,647 e tremont ave,10457,9176318300,chicken
1136139,7210,1187,new china,"240 e 174th st, ,",10457,7185837666.0,chinese,new china restaurant,240 e 174th st,10457,7185837666,chinese
1136674,7219,4049,subway,"597 e tremont ave, ,",10457,3472714950.0,sandwiches fast food,subway,597 e tremont ave,10457,3472714950,sandwiches
1140523,7252,15152,301 cafe,"301 e kingsbridge rd, ,",10458,,cafes,301 cafe juice and smoothies,301 e kingsbridge rd,10458,9174971631,"juice, smoothies, fruit salads"
1140828,7257,5718,bedford pizza pasta restaurant,"380 bedford park blvd,",10458,9178010770.0,pizza,bedford pizza cafe,380 bedford park blvd,10458,9178010770,pizza/italian
1141236,7261,20076,pizza studio,"444 e. fordham rd., ,",10458,7182156820.0,pizza,pizza studio,444 e fordham rd,10458,9147772331,pizza
1142241,7268,10680,planet wings,"699 e 187th st, ,",10458,7185629464.0,chicken wings,planet wings,699 e 187th st,10458,7185629464,chicken
1144982,7295,18843,oriental house,"565 e 184th st, ,",10458,7185638888.0,chinese,oriental house,565 e 184th st,10458,7185638888,chinese
1146660,7310,21147,essentials 608,"608 e fordham rd,",10458,8006084270.0,restaurants caterers lounges,essential 608,608 e fordham rd,10458,3474053115,caribbean
1147288,7318,10588,house pizza,"246 e 204th st, ,",10458,7187333336.0,pizza,house pizza,246 e 204th st,10458,7187333336,pizza
1147638,7320,12081,kings fried chicken & pizza,232 e 198th st,10458,7186180033.0,chicken wings pizza,kennedy fried chicken,232 e 198th st,10458,7186180706,american
1148813,7334,6890,rocco's pizzeria,"397 bedford park boulevard, ,",10458,7182956793.0,pizza,rocco's pizza,397 bedford park boulevard,10458,7182956793,pizza
1149397,7341,17984,peachwave,"602 e 187th st,",10458,3472705883.0,ice cream & frozen yogurt,peachwave frozen yogurt,602 e 187th st,10458,3472705883,"ice cream, gelato, yogurt, ices"
1149713,7344,19225,great wall,"732 e 187th st, ,",10458,7183654294.0,chinese,great wall chinese restaurnat,732 e 187th st,10458,7183654294,chinese
1150667,7356,17423,lee's chinese resturant,"626 e 187th st, ,",10458,7183678383.0,chinese,lee's restaurant,626 e 187th st,10458,7183678383,chinese
1151362,7365,22703,fordham university,"441 e fordham rd, ,",10458,7188171000.0,colleges & universities,marketplace at mcginley center fordham university,441 e fordham rd,10458,7188170917,american
1151435,7365,23817,fordham university,"441 e fordham rd, ,",10458,7188171000.0,colleges & universities,dagger johns at mcginley fordham university,441 e fordham rd,10458,7188170902,american
1151458,7365,2689,fordham university,"441 e fordham rd, ,",10458,7188171000.0,colleges & universities,fordham u - cosi at campbell hall,441 e fordham rd,10458,2152383269,cafã©/coffee/tea
1152278,7371,9406,monte pizza,"360 e 188th st,",10458,7182203938.0,pizza,monte pizza,360 e 188th st,10458,7182203938,pizza
1156375,7440,14198,d' kora restaurant lounge,"894 e tremont ave,",10460,3479188100.0,spanish american (new),d'kora restaurant lounge,894 e tremont ave,10460,3479188100,spanish
1157290,7459,18600,ihop,"961 e 174th st, ste 6,",10460,7188604467.0,breakfast & brunch american (traditional),taco bell,961 e 174th st,10460,7183281467,tex-mex
1157291,7459,5775,ihop,"961 e 174th st, ste 6,",10460,7188604467.0,breakfast & brunch american (traditional),burger king,961 e 174th st,10460,6468352890,sandwiches
1157388,7461,18600,subway,"961 e 174th st, ,",10460,7183782702.0,fast food sandwiches,taco bell,961 e 174th st,10460,7183281467,tex-mex
1157389,7461,5775,subway,"961 e 174th st, ,",10460,7183782702.0,fast food sandwiches,burger king,961 e 174th st,10460,6468352890,sandwiches
1158931,7490,20807,made in puerto rico latin cuisine,"3363 e tremont ave,",10461,7186841309.0,sports bars latin american caribbean,made in puerto rico,3363 e tremont ave,10461,7186841309,spanish
1161143,7517,23648,la casa del sabor,"2728 e tremont ave, ,",10461,3472819864.0,latin american,la casa del sabor,2728 e tremont ave,10461,3472819865,"latin (cuban, dominican, puerto rican, south & central american)"
1162112,7530,13929,captain pizzeria,"1056 morris park ave, ,",10461,7188245036.0,pizza italian,captain's pizzeria and restaurant,1056 morris park ave,10461,7188245036,pizza/italian
1166621,7582,3020,paulding bar & restaurant,"1024 morris park avenue, ,",10461,7184309423.0,restaurants,doyles pub,1024 morris park avenue,10461,7188229828,irish
1168641,7607,9680,soups salads & beyond,"1060 morris park ave, ,",10461,7188633663.0,breakfast & brunch,"soups,salads & beyond",1060 morris park ave,10461,7188633663,american
1168926,7611,3908,15 flavors,"1046 morris park ave, ,",10461,6464684125.0,ice cream & frozen yogurt,15 flavors,1046 morris park ave,10461,3478980796,"ice cream, gelato, yogurt, ices"
1169508,7617,21898,la masa,"1000 morris park ave,",10462,7188228400.0,comfort food colombian,la masa restaurant,1000 morris park ave,10462,7188228400,"latin (cuban, dominican, puerto rican, south & central american)"
1169779,7620,22207,slim to go,"1556a white plains rd, ,",10462,9179668800.0,american (new) spanish breakfast & brunch,slim to go,1556a white plains rd,10462,9179668800,american
1169905,7621,16417,fine food cuisine,"671 morris park ave, ,",10462,7188221991.0,american (new),fine food cusine,671 morris park ave,10462,7188221991,american
1169952,7623,21108,sabrosura restaurant,"1200 castle hill ave, ,",10462,7185971344.0,latin american spanish american (new),sabrosura,1200 castle hill ave,10462,7185971344,spanish
1170061,7625,4770,thai no. 1,"1509 white plains rd, ,",10462,6464069664.0,thai,thai no 1,1509 white plains rd,10462,6464069664,thai
1170331,7627,5225,oasis mediterranean restaurant,"1907 white plains rd, ,",10462,7184092236.0,middle eastern,oasis of middle east,1907 white plains rd,10462,7184092236,middle eastern
1170643,7634,19605,don emilio diner,"1315 castle hill ave,",10462,7186842827.0,spanish,don emilio diner restaurant,1315 castle hill ave,10462,3478212778,"latin (cuban, dominican, puerto rican, south & central american)"
1171973,7648,16350,anthony's pizza,"686 morris park ave, ,",10462,7187926020.0,pizza,anthony's pizza,686 morris park ave,10462,7187926020,pizza
1172632,7655,1750,patsy's pizzeria,"980 morris park ave, ,",10462,7186762527.0,italian pizza,patsy's pizzeria,980 morris park ave,10462,7186762527,pizza/italian
1173488,7667,23740,canoa,1368 castle hill ave,10462,7188232601.0,american (new),canoa,1368 castle hill ave,10462,3475249277,spanish
1174870,7687,17375,marisco centro seafood restaurant & fish market,"1160 castle hill ave, ,",10462,7187920500.0,caribbean seafood spanish,marisco centro,1160 castle hill ave,10462,7187920500,seafood
1176096,7703,19687,luciano pizza,"1005a morris park avenue, ,",10462,7188632850.0,pizza,luciano's pizza,1005a morris park avenue,10462,7188632850,pizza
1176156,7704,5182,sing garden restaurant,"1165 castle hill ave, ,",10462,7188243267.0,chinese,sing garden restaurant,1165 castle hill ave,10462,7188243267,chinese
1177992,7730,17046,joy garden chinese restaurant,"687 morris park ave, ,",10462,7185181242.0,chinese,joy garden,687 morris park ave,10462,7185181242,chinese
1178923,7742,16146,empire wok,"1230 castle hill ave, ,",10462,7188282919.0,chinese,empire wok chinese restaurant,1230 castle hill ave,10462,7188282919,chinese
1179122,7745,13776,taco bell,"2148 white plains road, ,",10462,7187923686.0,fast food mexican tex-mex,"dunkin' donuts, pizza hut, taco bell",2148 white plains road,10462,7187923686,american
1179437,7748,7944,conti's pastry shoppe,"786 morris park ave, ,",10462,7182399339.0,bakeries,conti's pastry shoppe,786 morris park ave,10462,7182399339,bakery
1179840,7753,20158,novelty nachos,"318 w 231st st,",10463,7188840130.0,american (new) burgers pizza,novelty nachos,318 w 231st st,10463,7188840130,american
1180790,7766,241,smashburger,193 w 237th st,10463,7186184229.0,burgers,smashburger,193 w 237th st,10463,7186184229,american
1180792,7766,20205,smashburger,193 w 237th st,10463,7186184229.0,burgers,dunkin donuts & basking robbins,193 w 237th st,10463,9175135871,american
1180839,7766,23332,smashburger,193 w 237th st,10463,7186184229.0,burgers,chipotle mexican grill,193 w 237th st,10463,7186016022,mexican
1181094,7769,14710,louie's dale diner,"189 w 231st st, ,",10463,7185494445.0,diners breakfast & brunch burgers,dale diner,189 w 231st st,10463,7185494445,american
1181793,7777,14102,100%,"130 w 238th st, ,",10463,3479134788.0,cafes juice bars & smoothies latin american,100% smoothies & empanadas,130 w 238th st,10463,3479134788,american
1182003,7781,17448,mi lindo san miguelito,257 w 231st st,10463,3479454330.0,mexican,mi lindo san miguelito,257 w 231st st,10463,3479454330,mexican
1183694,7808,241,chipotle mexican grill,"193 w 237th st, ,",10463,7186016022.0,fast food mexican,smashburger,193 w 237th st,10463,7186184229,american
1183696,7808,20205,chipotle mexican grill,"193 w 237th st, ,",10463,7186016022.0,fast food mexican,dunkin donuts & basking robbins,193 w 237th st,10463,9175135871,american
1183743,7808,23332,chipotle mexican grill,"193 w 237th st, ,",10463,7186016022.0,fast food mexican,chipotle mexican grill,193 w 237th st,10463,7186016022,mexican
1184411,7817,19364,mon amour coffee & wine,"234 w 238th st,",10463,7187087804.0,coffee & tea wine bars beer bar,mon amour coffee & wine,234 w 238th st,10463,7187087804,sandwiches/salads/mixed buffet
1184642,7821,13886,cold cut city gourmet,"228 w 231st st, ,",10463,7185437419.0,delis,cold cut city bunny deli 2,228 w 231st st,10463,7185432533,american
1185455,7834,10745,yokohama japanese restaurant,"438 w 238th st, ,",10463,7185492669.0,japanese food delivery services sushi bars,yokohama japanese restaurant,438 w 238th st,10463,7185492606,japanese
1185814,7839,9644,papa john's pizza,"161 w 231st st, ,",10463,7186017272.0,pizza,papa john's,161 w 231st st,10463,7186017272,pizza
1185860,7839,13011,papa john's pizza,"161 w 231st st, ,",10463,7186017272.0,pizza,new adventure juice bar,161 w 231st st,10463,3478438800,spanish
1186621,7849,17886,china wang restaurant,221 w 230th st,10463,,chinese japanese thai,pick up six fresh fast asian kitchen,221 w 230th st,10463,7186011168,asian
1186968,7854,20158,supreme pizza,"318 w 231st st, ,",10463,,pizza,novelty nachos,318 w 231st st,10463,7188840130,american
1187938,7867,5262,bailey seafood market,"146 w 231st st, ,",10463,3479646295.0,seafood markets,bailey seafood market & restaurant,146 w 231st st,10463,3479646295,seafood
1188428,7879,15980,archie's tap & table,"536 city island ave, ,",10464,7188859229.0,american (new) gastropubs burgers,archie's tap and table,536 city island ave,10464,7188859229,american
1188487,7882,9487,johnny's reef restaurant,"2 city island ave, ,",10464,7188852086.0,seafood,johnny's reef restaurant,2 city island ave,10464,7188852086,seafood
1188546,7884,4655,sammy's fish box restaurant,"41 city island ave, ,",10464,7188850920.0,seafood,sammy's fishbox,41 city island ave,10464,7188850920,seafood
1188552,7886,3995,tony's pier restaurant,"1 city island ave, ,",10464,7188851424.0,seafood,tony's pier restaurant,1 city island ave,10464,7188851424,seafood
1188625,7889,18702,the black whale,"279 city island ave, ,",10464,7188853657.0,american (new) diners breakfast & brunch,the black whale,279 city island ave,10464,7188853657,american
1188724,7894,2611,lobster box restaurant,"34 city island ave, ,",10464,7188851952.0,seafood,lobster box,34 city island ave,10464,7188851952,seafood
1188760,7895,3285,don coqui on the water,"565 city island ave, ,",10464,7184120888.0,latin american caribbean venues & event spaces,don cogui,565 city island ave,10464,3479134006,american
1188813,7900,19569,scavello's city island,101 city island ave,10464,7188852570.0,grocery caterers delis,scavello's on the island,101 city island ave,10464,3476803865,italian
1189002,7908,3285,lighthouse restaurant,"565 city island ave, ,",10464,3479134005.0,american (new),don cogui,565 city island ave,10464,3479134006,american
1189104,7914,6297,turtle cove golf center,"1 city island rd, ,",10464,7188851129.0,golf mini golf batting cages,turtle cove golf center,1 city island rd,10464,7188851129,american
1189185,7917,12706,cabo,"3764 e tremont ave, ,",10465,7188630099.0,mexican lounges,cabo restaurant,3764 e tremont ave,10465,7188630099,mexican
1189340,7919,4703,tosca cafe,"4038 e tremont ave, ,",10465,7182393300.0,pizza italian cafes,tosca cafe,4038 e tremont ave,10465,7182393300,american
1189396,7920,21934,legendary bar & grill,"3513 e tremont ave, ,",10465,7188220100.0,bars italian burgers,legendary,3513 e tremont ave,10465,7188220100,american
1189506,7923,13772,casa restaurant & lounge,"3607 e. tremont ave.,",10465,7187922272.0,tapas/small plates lounges,casa restaurant & lounge,3607 e tremont ave,10465,3472627353,"latin (cuban, dominican, puerto rican, south & central american)"
1189854,7932,22340,alley cat smokehouse,"3604 e tremont ave, ste c,",10465,7188240168.0,smokehouse,alley cat smokehouse,3604 e tremont ave,10465,7188240168,barbecue
1189976,7937,22117,casa criolla,"815 hutchinson river pkwy, ,",10465,7186846200.0,latin american caribbean spanish,chipotle mexican grill,815 hutchinson river pkwy,10465,7188221696,tex-mex
1190156,7940,17814,lilly's cafe,"3035 cross bronx expy,",10465,9176349409.0,breakfast & brunch sandwiches,lilly's cafe,3035 cross bronx expy,10465,6468522585,cafã©/coffee/tea
1190318,7943,22117,five guys burgers and fries,"815 hutchinson river pkwy, ,",10465,9293246301.0,burgers fast food,chipotle mexican grill,815 hutchinson river pkwy,10465,7188221696,tex-mex
1190702,7950,7850,frank & joe's deli,"3639 e tremont ave, ,",10465,7188282858.0,sandwiches delis,frank and joe's deli,3639 e tremont ave,10465,7188282858,delicatessen
1191002,7956,22117,chipotle mexican grill,"815 hutchinson river pkwy, ,",10465,7188221696.0,mexican fast food,chipotle mexican grill,815 hutchinson river pkwy,10465,7188221696,tex-mex
1191155,7959,21736,china wok,"3839 e tremont ave, ,",10465,7188288053.0,chinese,china wok,3839 e tremont ave,10465,7188288076,chinese
1192012,7976,16405,el paisano pizzeria,"3444 e tremont ave, ,",10465,7188236318.0,pizza,el paisano pizzeria,3444 e tremont ave,10465,7188236318,pizza
1192028,7977,22117,applebee's,"815 hutchinson river pkwy, ,",10465,7188285379.0,american (traditional) sports bars burgers,chipotle mexican grill,815 hutchinson river pkwy,10465,7188221696,tex-mex
1192503,7987,13662,trump golf links at ferry point,"500 hutchinson river pkwy, ,",10465,7184141555.0,golf,trump golf links at ferry point,500 hutchinson river pkwy,10465,7844141555,american
1193511,8008,19175,golden ring,"4342 white plains rd, ,",10466,7183245794.0,caribbean,golden ring,4342 white plains rd,10466,7183245794,caribbean
1193905,8014,8690,tony's pizza,"4189 white plains road, ,",10466,7185196043.0,pizza,tony's pizza,4189 white plains road,10466,7185196043,pizza
1194084,8016,23645,el jobo seafood restaurant,"748 e 233rd st,",10466,3472029446.0,seafood latin american,el jobo seafood restaurant,748 e 233rd st,10466,3472023446,spanish
1194276,8019,16259,pizza place,"4024 white plains road, ,",10466,7185159467.0,pizza,the pizza place,4024 white plains road,10466,7185159467,pizza
1194444,8022,11807,the good dine,"3922 white plains rd, ,",10466,7183253463.0,caribbean,deuce & bam good dine restaurant,3922 white plains rd,10466,7183253463,caribbean
1194467,8023,19497,burger king,"4275 white plains rd, ,",10466,7189941778.0,burgers,burger king,4275 white plains rd,10466,9089270130,american
1194589,8025,19971,papa john's pizza,3929 white plains rd,10466,7184057272.0,pizza,papa john's pizza,3929 white plains rd,10466,7184057272,pizza
1196253,8048,23187,agra grill,"3835 white plains rd, ,",10467,3473465228.0,indian seafood pakistani,agra grill,3835 white plains rd,10467,3473465228,indian
1196463,8050,10473,anthony's famous gourmet deli,"169 e gun hill rd, ,",10467,7187984773.0,delis sandwiches,gustoso juice lounge,751b e gun hill rd,10467,7186552890,"juice, smoothies, fruit salads"
1196485,8050,10597,anthony's famous gourmet deli,"169 e gun hill rd, ,",10467,7187984773.0,delis sandwiches,18 east gunhill pizza,18 e gun hill rd,10467,7184057088,pizza
1196491,8050,21157,anthony's famous gourmet deli,"169 e gun hill rd, ,",10467,7187984773.0,delis sandwiches,china one restaurant,334 e gun hill rd,10467,7187980109,chinese
1196496,8050,12796,anthony's famous gourmet deli,"169 e gun hill rd, ,",10467,7187984773.0,delis sandwiches,el encuentro restaurant bar corp,352 e gun hill rd,10467,7187983755,"latin (cuban, dominican, puerto rican, south & central american)"
1196507,8050,16400,anthony's famous gourmet deli,"169 e gun hill rd, ,",10467,7187984773.0,delis sandwiches,little michael's deli & salad bar,12 e gun hill rd,10467,7182317040,delicatessen
1196533,8050,11949,anthony's famous gourmet deli,"169 e gun hill rd, ,",10467,7187984773.0,delis sandwiches,marconi's pizza,179 e gun hill rd,10467,7187984970,pizza/italian
1196540,8050,13295,anthony's famous gourmet deli,"169 e gun hill rd, ,",10467,7187984773.0,delis sandwiches,ming liang kitchen,236 e gun hill rd,10467,7185470778,chinese
1197141,8056,10473,vip's cafe,"131 e gun hill rd, ,",10467,7186558500.0,sandwiches italian,gustoso juice lounge,751b e gun hill rd,10467,7186552890,"juice, smoothies, fruit salads"
1197163,8056,10597,vip's cafe,"131 e gun hill rd, ,",10467,7186558500.0,sandwiches italian,18 east gunhill pizza,18 e gun hill rd,10467,7184057088,pizza
1197169,8056,21157,vip's cafe,"131 e gun hill rd, ,",10467,7186558500.0,sandwiches italian,china one restaurant,334 e gun hill rd,10467,7187980109,chinese
1197174,8056,12796,vip's cafe,"131 e gun hill rd, ,",10467,7186558500.0,sandwiches italian,el encuentro restaurant bar corp,352 e gun hill rd,10467,7187983755,"latin (cuban, dominican, puerto rican, south & central american)"
1197185,8056,16400,vip's cafe,"131 e gun hill rd, ,",10467,7186558500.0,sandwiches italian,little michael's deli & salad bar,12 e gun hill rd,10467,7182317040,delicatessen
1197211,8056,11949,vip's cafe,"131 e gun hill rd, ,",10467,7186558500.0,sandwiches italian,marconi's pizza,179 e gun hill rd,10467,7187984970,pizza/italian
1197218,8056,13295,vip's cafe,"131 e gun hill rd, ,",10467,7186558500.0,sandwiches italian,ming liang kitchen,236 e gun hill rd,10467,7185470778,chinese
1197269,8057,23725,moja,"307 e 204th st bronx, ,",10467,7186558000.0,indian,moja restaurant (curry & grill),307 e 204th st,10467,7186558000,bangladeshi
1197964,8067,4157,kam man kitchen,"311 e 204th st, ,",10467,7185153642.0,mexican,subway,311 e 204th st,10467,2018329930,sandwiches
1197994,8067,13143,kam man kitchen,"311 e 204th st, ,",10467,7185153642.0,mexican,kam man kitchen,311 e 204th st,10467,7185153642,chinese
1198279,8070,18874,m & r pizza,"7 e 208th st, ,",10467,7186530008.0,pizza italian,m & r pizza,7 e 208th st,10467,7186530008,pizza
1199062,8077,10473,caribe restaurant,"2 e gun hill rd, ,",10467,7183245300.0,spanish dominican cuban,gustoso juice lounge,751b e gun hill rd,10467,7186552890,"juice, smoothies, fruit salads"
1199084,8077,10597,caribe restaurant,"2 e gun hill rd, ,",10467,7183245300.0,spanish dominican cuban,18 east gunhill pizza,18 e gun hill rd,10467,7184057088,pizza
1199090,8077,21157,caribe restaurant,"2 e gun hill rd, ,",10467,7183245300.0,spanish dominican cuban,china one restaurant,334 e gun hill rd,10467,7187980109,chinese
1199095,8077,12796,caribe restaurant,"2 e gun hill rd, ,",10467,7183245300.0,spanish dominican cuban,el encuentro restaurant bar corp,352 e gun hill rd,10467,7187983755,"latin (cuban, dominican, puerto rican, south & central american)"
1199106,8077,16400,caribe restaurant,"2 e gun hill rd, ,",10467,7183245300.0,spanish dominican cuban,little michael's deli & salad bar,12 e gun hill rd,10467,7182317040,delicatessen
1199132,8077,11949,caribe restaurant,"2 e gun hill rd, ,",10467,7183245300.0,spanish dominican cuban,marconi's pizza,179 e gun hill rd,10467,7187984970,pizza/italian
1199139,8077,13295,caribe restaurant,"2 e gun hill rd, ,",10467,7183245300.0,spanish dominican cuban,ming liang kitchen,236 e gun hill rd,10467,7185470778,chinese
1199175,8080,10473,subway,"747 e gun hill rd, ,",10467,7186531407.0,sandwiches fast food,gustoso juice lounge,751b e gun hill rd,10467,7186552890,"juice, smoothies, fruit salads"
1199197,8080,10597,subway,"747 e gun hill rd, ,",10467,7186531407.0,sandwiches fast food,18 east gunhill pizza,18 e gun hill rd,10467,7184057088,pizza
1199203,8080,21157,subway,"747 e gun hill rd, ,",10467,7186531407.0,sandwiches fast food,china one restaurant,334 e gun hill rd,10467,7187980109,chinese
1199208,8080,12796,subway,"747 e gun hill rd, ,",10467,7186531407.0,sandwiches fast food,el encuentro restaurant bar corp,352 e gun hill rd,10467,7187983755,"latin (cuban, dominican, puerto rican, south & central american)"
1199219,8080,16400,subway,"747 e gun hill rd, ,",10467,7186531407.0,sandwiches fast food,little michael's deli & salad bar,12 e gun hill rd,10467,7182317040,delicatessen
1199245,8080,11949,subway,"747 e gun hill rd, ,",10467,7186531407.0,sandwiches fast food,marconi's pizza,179 e gun hill rd,10467,7187984970,pizza/italian
1199252,8080,13295,subway,"747 e gun hill rd, ,",10467,7186531407.0,sandwiches fast food,ming liang kitchen,236 e gun hill rd,10467,7185470778,chinese
1199447,8082,6180,number 1 chinese restaurant,"301 e 204th st, ,",10467,7185156925.0,chinese,lin's no 1 chinese restaurant,301 e 204th st,10467,7185156925,chinese
1199783,8088,12380,sing loon chinese kitchen,"3606 white plains rd,",10467,7185471473.0,chinese,sing loon zheng kitchen,3606 white plains rd,10467,7185471473,chinese
1200333,8094,21157,la familia restaurant mexicano corporation,"334 e gun hill road, ,",10467,7185159848.0,restaurants,china one restaurant,334 e gun hill rd,10467,7187980109,chinese
1200388,8094,18525,la familia restaurant mexicano corporation,"334 e gun hill road, ,",10467,7185159848.0,restaurants,la familia restaurant,334 east gun hill road,10467,7185159848,mexican
1200418,8095,10473,kemmie restaurant & cuisine,"883 e gun hill rd, ,",10467,7189942140.0,latin american,gustoso juice lounge,751b e gun hill rd,10467,7186552890,"juice, smoothies, fruit salads"
1200440,8095,10597,kemmie restaurant & cuisine,"883 e gun hill rd, ,",10467,7189942140.0,latin american,18 east gunhill pizza,18 e gun hill rd,10467,7184057088,pizza
1200446,8095,21157,kemmie restaurant & cuisine,"883 e gun hill rd, ,",10467,7189942140.0,latin american,china one restaurant,334 e gun hill rd,10467,7187980109,chinese
1200451,8095,12796,kemmie restaurant & cuisine,"883 e gun hill rd, ,",10467,7189942140.0,latin american,el encuentro restaurant bar corp,352 e gun hill rd,10467,7187983755,"latin (cuban, dominican, puerto rican, south & central american)"
1200462,8095,16400,kemmie restaurant & cuisine,"883 e gun hill rd, ,",10467,7189942140.0,latin american,little michael's deli & salad bar,12 e gun hill rd,10467,7182317040,delicatessen
1200488,8095,11949,kemmie restaurant & cuisine,"883 e gun hill rd, ,",10467,7189942140.0,latin american,marconi's pizza,179 e gun hill rd,10467,7187984970,pizza/italian
1200495,8095,13295,kemmie restaurant & cuisine,"883 e gun hill rd, ,",10467,7189942140.0,latin american,ming liang kitchen,236 e gun hill rd,10467,7185470778,chinese
1200801,8098,16400,new little michael,"12 e gun hill road, ,",10467,7182317040.0,restaurants,little michael's deli & salad bar,12 e gun hill rd,10467,7182317040,delicatessen
1201771,8107,18663,island breezes ii,3634 white plains rd,10467,3472755882.0,caribbean,ochie bekkle carribbean american kool restaurant,3634 white plains rd,10467,3473267700,caribbean
1202343,8115,23539,papa john's pizza,2733 white plains rd,10467,7188827272.0,pizza,papa john's pizza,2733 white plains rd,10467,7188827272,other
1202914,8120,10406,aziza africa restaurant & catering svce,"3716 white plains rd, ,",10467,7188825100.0,soup,maddy's african grill restaurant,3716 white plains rd,10467,7187086064,african
1203367,8125,12280,golden crust patties,"2718 white plains rd, ,",10467,7189442700.0,caribbean,golden krust caribbean bakery & grill,2718 white plains rd,10467,7189427000,caribbean
1203489,8126,12980,century chinese restaurant,"2861 white plains road, ,",10467,7182310770.0,chinese,century chinese restaurant,2861 white plains road,10467,7182310770,chinese
