name,address,zipcode,cuisine
tosca cafe,4038 e tremont ave,10465,american
via caramico,3300 northern blvd,11101,american
sing sing karaoke,9 st marks place,10003,"bottled beverages, including water, sodas, juices, etc."
royal queen/the real ktv,13620 roosevelt ave,11354,chinese
jack's sliders and sushi,171 3 avenue,10003,asian
amarone restaurant,686 9 avenue,10036,italian
pancho's antojitos mexicanos,964 amsterdam avenue,10025,american
century super buffet,2201218 hillside avenue,11427,chinese
black hole cafe,4001 149th pl,11354,korean
subway,360305 31 street,11106,sandwiches
manny's on second,1770 2 avenue,10128,american
panaderia puebla restaurant,3713 13 avenue,11218,mexican
asia roma,40 mulberry street,10013,american
gyu-kaku,34 cooper square,10003,japanese
la fe restaurant,941 4 avenue,11232,"latin (cuban, dominican, puerto rican, south & central american)"
gino's pizza,4006 13 avenue,11218,pizza
mcdonald's,102 1 avenue,10009,hamburgers
good friends chinese restaurant,1376 nostrand avenue,11226,chinese
criminal court bldg cafeteria,100 centre street,10013,american
amsterdam ale house,340 amsterdam avenue,10024,american
jikji cafe,jfk int'l airport,11430,japanese
kraja cafe,837 father capodanno blvd,10305,mediterranean
good shepherd services,337 east   17 street,10003,american
wonderful restaurant,518 e 240th st,10470,chinese
don alex restaurant,1062426 corona ave,11368,peruvian
sweetleaf,1093 jackson avenue,11101,cafã©/coffee/tea
buddy buddy inc,13529 40th rd,11354,chinese
astral fitness & wellness,5500 broadway,10463,"juice, smoothies, fruit salads"
babel,131 avenue c,10009,middle eastern
cafe sfa,611 5 avenue,10022,american
don alex restaurant,8410 37 avenue,11372,peruvian
tomo japanese cafe,8914 queens blvd,11373,japanese
traditional hunan style,13523 40 road,11354,chinese
cafe un deux trois,123 west   44 street,10036,french
subway,713 fulton street,11217,sandwiches/salads/mixed buffet
tous les jours,31 w 32nd st,10001,bakery
hale & hearty soup,462 7 avenue,10018,soups & sandwiches
jenny coffee shop #2,233 kingston ave,11213,spanish
the coffee bean tea & leaf,532 amsterdam avenue,10024,cafã©/coffee/tea
happy garden chinese restaurant,2192 pitkin avenue,11207,chinese
nino's restaurant,1354 1 avenue,10021,italian
ho mei restaurant,10305 37 avenue,11368,chinese
mama lupe restaurant,4219 102nd st,11368,"latin (cuban, dominican, puerto rican, south & central american)"
m and c foodz to go,1322a e gun hill rd,10469,caribbean
polanco's restaurant,3313 108th st,11368,"latin (cuban, dominican, puerto rican, south & central american)"
minhui snack,5919 7 avenue,11220,chinese
kassim's bakery & restaurant,16928 jamaica avenue,11432,caribbean
subway,18524a horace harding expy,11365,sandwiches/salads/mixed buffet
island pot restaurant,797 ashford st,11207,caribbean
deli el bigotes,3 east   31 street,11226,mexican
the roost,222 avenue b,10009,cafã©/coffee/tea
tropical 128,128 elizabeth street,10013,american
grand morelos diner & bakery,727 grand street,11211,mexican
pad thai,409 8th ave,10001,asian
amsterdam billiards,85 4 avenue,10003,american
d & s bakery,6302 new utrecht avenue,11219,chinese
king's wok restaurant,1761 bath ave,11214,chinese
king noodle,1045 flushing ave,11237,american
el lobito loco,74 victory boulevard,10301,mexican
tsushima,210 e 44th st,10017,japanese
hasaki restaurant,210 east 9 th street,10003,japanese
benito one,174 mulberry street,10013,italian
a.n.y. grand sichuan,307 amsterdam ave,10023,chinese
xo taste,41 elizabeth street,10013,chinese
pado sushi,17153 46 avenue,11358,asian
elington in the park,w105 hudson beach,10025,american
bay diner cafe,535 86th st,11209,american
desi deli punjabi dhaba,724 10 avenue,10019,indian
dojo izakaya,38 avenue b,10009,japanese
napoli's best pizza,521 east tremont avenue,10457,pizza
tad's steaks,761 7 avenue,10019,american
hk boxers nyc,742 9th ave,10019,american
ramen-ya,181 west    4 street,10014,japanese
flaming kitchen,97 bowery,10002,chinese
kennedy fried chicken,2371 grand concourse,10468,american
hunan kitchen,4247 main street,11355,chinese
o'donoghue's,156 west   44 street,10036,american
lazzaras pizza cafe,221 west   38 street,10018,pizza
kabooz's bar & grille,0 amtrak level,10001,american
masake,1704 avenue m,11230,chinese/japanese
union street pub,829 franklin ave,11225,american
fish,280 bleecker street,10014,seafood
dragon garden,8024 18 avenue,11214,chinese
coffeed,590 avenue of the americas,10011,cafã©/coffee/tea
t-brothers pizzeria,957 aldus street,10459,pizza/italian
little caesars,7428 jamaica avenue,11421,pizza
tacos puebla restaurant,2181 grand concourse,10453,mexican
blockheads,175 west   90 street,10024,tex-mex
wok city,153-155 amsterdam ave,10023,chinese
macaron cafe,303 greenwich st,10013,french
hungry ghost coffee bar and cafe at bric,647 fulton street,11217,cafã©/coffee/tea
happy dragon,3388 jerome  ave,10467,chinese
the new thompson diner,3244 queens boulevard,11101,american
the muffins shop,222 columbus avenue,10023,cafã©/coffee/tea
five mile stone,1640 2nd ave,10028,american
villa fresh italian kitchen,625 8 avenue,10018,pizza/italian
baccarat club,11000 rockaway boulevard,11420,asian
riverdale steak house,5700 riverdale avenue,10471,steak
gordo's cantina,2411 queens plz n,11101,other
luce restaurant & enoteca,2014 broadway,10023,italian
1 stop patty shop,1708 amsterdam avenue,10031,bakery
justinos pizzeria,89 guyon avenue,10306,pizza
crown fried chicken,1109 clarkson ave,11212,chicken
bank of america cafe,1 bryant park,10036,american
sherwood to go,930 3 avenue,10022,american
pizzarama,3715 francis lewis boulevard,11361,pizza
new dave's,18524 union tpke,11366,chinese
no. 1 chinese restaurant,7 west tremont avenue,10453,chinese
layla jones,214 court street,11201,pizza
thompson alchemists,449 west broadway,10012,cafã©/coffee/tea
express brook lunch restaurant,502 east  138 street,10454,spanish
subway,37 7 avenue,10011,sandwiches
stadium pizza bar restaurant,113115 east  157 street,10451,american
hale & hearty soup,369 lexington ave,10017,soups & sandwiches
subway,4227 broadway,10033,sandwiches
salerno pastry cafe,15371 cross island parkway,11357,italian
vinny's pit stop,24121 braddock ave,11426,american
j p morgan chase,270 park avenue,10017,american
milk & pull cafe,181 irving ave,11237,cafã©/coffee/tea
krolewskie jadlo,6621 fresh pond road,11385,polish
china king,285 3rd ave,10010,chinese
minar indian restaurant,5 west   31 street,10001,indian
promenade bar grill sushi,344 3rd avenue,10010,american
tribeca treats,94 reade street,10013,bakery
le perigord,405 east   52 street,10022,french
hot chix,110 dekalb avenue,11201,chicken
aretsky's patroon,158160 east   46 street,10017,american
ferrara's,195 grand street,10013,bakery
palacio chino restaurant,5621 5th ave,11220,chinese
empanadas monumental,1344 amsterdam ave,10027,spanish
beerzaar,213 6th ave,10014,"bottled beverages, including water, sodas, juices, etc."
hilltop perk deli,83 haven ave,10032,american
rice & beans lechonera,9109 springfield boulevard,11428,"latin (cuban, dominican, puerto rican, south & central american)"
verdi restaurant,14958 cross island parkway,11357,italian
papa john's,9906 northern boulevard,11368,pizza
cebu,8801 3 avenue,11209,american
buddy's wonder bar,17 harrison avenue,10302,american
coffee shop/brick ov,837 surf ave,11224,american
au bon pain,30 rockefeller plaza,10112,sandwiches/salads/mixed buffet
paddy maguire's ale house,237 third avenue,10003,"bottled beverages, including water, sodas, juices, etc."
pelham cafe,2145 cruger ave,10462,spanish
rise bar,859 9th ave,10019,american
sushi koi,11637 queens boulevard,11375,japanese
la mirabelle restaurant,102 west   86 street,10024,french
forty eight lounge,1221 avenue of the americas,10020,american
twin sister pan,6319 8th ave,11220,chinese
retro grill,2556 coney island ave,11223,jewish/kosher
armando's restaurant,143 montague st,11201,italian
wild ginger,226 east   51 street,10022,asian
chili's grill & bar,1497 richmond avenue,10314,american
islander taste i,645 rossville avenue,10309,chinese
culture 36,247 w 36th st,10018,cafã©/coffee/tea
blue mountain restaurant & jerk center,169597 utica avenue,11234,caribbean
bing deli grocery,1415 gravesend neck road,11229,bakery
shinbashi japanese restaurant,7 east 48 street,10017,japanese
starbucks,607 brighton beach ave,11235,cafã©/coffee/tea
cho-ko restaurant,59 1st ave,10003,japanese
matt's grill restaurant,932 8 avenue,10019,american
casella bagel coffee shop,66 willoughby st,11201,american
new peking,344 classon avenue,11238,chinese
dunkin' donuts,11716 queens boulevard,11375,donuts
glow thai restaurant,7107 3 avenue,11209,thai
tom's restaurant,782 washington avenue,11238,american
barios pizza & restaurant,446 nome avenue,10314,pizza/italian
rico chimi,111 dyckman st,10040,american
chen's garden,3920 9th ave,11232,chinese
commons cafe,388 atlantic ave,11217,american
apani,1520 sheepshead bay road,11235,eastern european
geo si gi,15228 northern boulevard,11354,korean
rosie's,29 e 2nd st,10003,mexican
adaya african american restaurant,1715 webster avenue,10457,african
chipotle mexican grill,350 5 avenue,10118,mexican
sushi family express,3548 union street,11354,japanese
new china restaurant,271 neptune ave,11235,chinese
william greenberg dessert,1 west   58 street,10019,bakery
miller's near & far,65 rivington street,10002,american
yummy golden village,5912 glenwood rd,11234,tex-mex
rockwell's,105 broad st,10004,delicatessen
jemz restaurant,1171 saint johns pl,11213,caribbean
saint anselm,355 metropolitan avenue,11211,american
the islands,803 washington avenue,11238,caribbean
club pacc - y & b entertainment manor,3509 prince strret,11354,korean
night of joy,667 lorimer street,11211,american
mama mia 44 sw,621 9 avenue,10036,italian
el buen gusto restaurant,5201 4th ave,11220,"latin (cuban, dominican, puerto rican, south & central american)"
shi li xiang,13358 41st ave,11355,chinese
cha pa's vietnamese eatery,314 west   52 street,10019,vietnamese/cambodian/malaysia
two-bits retro arcade,153 essex street,10002,american
miller's near & far,65 rivington street,10002,american
side bar,120 east 15 street,10003,american
the trade union cafe,346 malcolm x blvd,11233,cafã©/coffee/tea
two8two bar & burger,282 atlantic avenue,11201,american
good fortune restaurant,4645 kissena boulevard,11355,chinese
kelly's pub,13611 41 avenue,11355,american
bagel boss,263 1 avenue,10003,jewish/kosher
hot shotz sports bar i,6323 amboy road,10309,american
modhu mita indian restaurant,2546 7th ave,10039,indian
santa clarita restaurant,237 willis avenue,10454,tex-mex
u like chinese take out,4926 broadway,10034,chinese
wing hing seafood restaurant,1217 avenue u,11229,chinese
dunkin' donuts,21816 jamaica avenue,11428,donuts
tony's pizzeria & restaurant,4518 104 street,11368,pizza/italian
amor karaoke & bar,7801 roosevelt avenue,11372,"latin (cuban, dominican, puerto rican, south & central american)"
casa bella,127 mulberry street,10013,italian
congee village,100 allen st,10002,chinese
on the rocks,696 10 avenue,10019,american
tandoori food & bakery,9904 63 road,11374,jewish/kosher
el canelazo bar restaurant,8004 roosevelt avenue,11372,"latin (cuban, dominican, puerto rican, south & central american)"
burger king,10319 roosevelt ave,11368,hamburgers
jade island restaurant,2845 richmond avenue,10314,chinese
mcdonald's,686 6th ave,10010,american
subway,258 7 avenue,11215,sandwiches
gonzalez y gonzalez,192 mercer street,10012,mexican
the breslin lobby bar & room service kitchen,16 west   29 street,10001,american
rico chimi cafeteria,2928 atlantic avenue,11207,spanish
siam orchid thai restaurant,378 metropolitan avenue,11211,thai
dunkin' donuts,2425 hylan boulevard,10306,donuts
hi thai,123 ludlow street,10002,thai
kaffe 1668,401 greenwich street,10013,cafã©/coffee/tea
food lin,399 5 avenue,11215,chinese
northside bakery,190 nassau ave,11222,polish
cannelle patisserie,7559 31 avenue,11370,french
turnmill,119 east 27 street,10016,irish
modern gourmet,793 broadway,10003,american
tilila bar & grill,3648 bailey ave,10463,tapas
la caridad restaurant,2092 amsterdam avenue,10032,"latin (cuban, dominican, puerto rican, south & central american)"
fairfield inn & suites,95 henry street,10002,american
la nostra pizzeria and restaurant,8407 jamaica ave,11421,pizza/italian
the manhattan at times square,790 7th ave,10019,cafã©/coffee/tea
aoa bar & grill,6 york street,10013,american
nick's pizza,10826 ascan avenue,11375,pizza
mambi steak house,4181 broadway,10033,"latin (cuban, dominican, puerto rican, south & central american)"
metro cafe,1200 waters place,10461,american
haneul babsang,15129 34th ave,11354,korean
blujeen,2143 frederick douglass blvd,10026,american
little sheep mongolian hot pot,13659 37 avenue,11354,chinese
livingston diner,372 livingston street,11217,american
cyclone cafe,1000 surf ave,11224,american
cold cut city bunny deli 2,228 w 231st st,10463,american
dd bakery,58 w 183 st,10453,bakery
century chinese restaurant,2861 white plains road,10467,chinese
eata pita,109 east   42 street,10017,mediterranean
cervecceria havemeyer,149 havemeyer  st,11211,spanish
sveta's house,9260 queens boulevard,11374,russian
golden dragon restaurant,4413 new utrecht ave,11219,chinese
dunkin' donuts,8513 18 avenue,11214,donuts
parceros bakery,6354 woodhaven boulevard,11374,bakery
el nuevo roble billiards,216 e 170th st,10456,spanish
j & m bakery,3010 36 avenue,11106,bakery
red mango,3058 steinway street,11103,"juice, smoothies, fruit salads"
grand cafe/ fresh organic,3701 30 avenue,11103,greek
mapo tofu,338 lexington avenue,10016,chinese
sun sai gai restaurant,220 canal street,10013,chinese
ka ka bakery,1505 avenue u,11229,chinese
fordham restaurant,2506 grand concourse,10458,american
grandma's original pizza,6918 3rd ave,11209,pizza
morton's the steakhouse,136 washington street,10006,steak
catfish,1433 bedford avenue,11216,cajun
cilantro,485 columbus avenue,10024,mexican
fifty paces,413 east 12 street,10009,american
chawlas,13119 rockaway blvd,11420,indian
mezcal's dos restaurant,7508 3 avenue,11209,mexican
jayse catering,261 huron street,11222,american
milk & cookies bakery,19 commerce street,10014,bakery
peking kitchen,724 lydig avenue,10462,chinese
el timbirichi restaurant,168 east  174 street,10457,"latin (cuban, dominican, puerto rican, south & central american)"
"dunkin' donuts, baskin robbins",245 highland place,11208,donuts
chipotle mexican grill,149 8 avenue,10011,tex-mex
foo-hing kitchen,2895 sedgwick ave,10468,chinese
silver kitchen,4301 21 street,11101,american
tom's coffee shop,250 east burnside avenue,10457,cafã©/coffee/tea
el nuevo yauco restaurant,465a bushwick ave,11206,spanish
church street kitchen,178 church st,10013,american
chifa restaurant,7320 northern boulevard,11372,peruvian
longhorn steakhouse,9230 59th ave,11373,steak
flex mussels,154 west   13 street,10011,seafood
bangkok house,360 west   46 street,10036,thai
hbh sandwiches,407 smith street,11231,american
"dunkin' donuts, baskin robbins",508 west  259 street,10471,american
hawa smoothies,181 east broadway,10002,"juice, smoothies, fruit salads"
burger king,3707 82 street,11372,hamburgers
bailey seafood market & restaurant,146 w 231st st,10463,seafood
matsu ii sushi,411 east   70 street,10021,japanese
boston road china,3483 boston road,10469,chinese
porto prince star restaurant,22113 linden boulevard,11411,caribbean
famous joe's pizza,7 carmine street,10014,pizza
jp's waterside restaurant,703 minnieford ave,10464,seafood
intermezzo,202 8 avenue,10011,italian
ruth m liedys shore inn,748 richmond ter,10301,american
john mulligan's fireside pub,4272 katonah avenue,10470,american
tenzan cuisine,285 columbus avenue,10023,japanese
vinny's lunchbox,171 avenue u,11223,american
cosi,461 park avenue south,10016,american
burgers & cupcakes,458 9 avenue,10018,american
roti boti restaurant,2709 21 street,11102,pakistani
my most favorite food,247 west   72 street,10023,jewish/kosher
blue dog kitchen,308 west 50 street,10019,american
tai thai,206 bedford avenue,11249,thai
j & c seafood,11210 farmers boulevard,11412,seafood
park view diner,2939 cropsey ave,11214,american
new peter's kitchen,14909 union turnpike,11367,chinese
taco bell,1503 lexington ave,10029,tex-mex
el pollo iii,8603 18th ave,11214,spanish
claw daddy's,185 orchard st,10002,seafood
panca,92 7 avenue south,10014,peruvian
sushi akio,7145 yellowstone boulevard,11375,japanese
lexington bar and books,1020 lexington avenue,10021,american
ponticello baybridge pizzeria & restaurant,20818 cross island parkway,11360,pizza/italian
simply bakery,70 bayard street,10013,bakery
francesco pizzeria,186 columbus avenue,10023,pizza/italian
242 cafe bakery,242 canal street,10013,chinese
wenzhou noodle restaurant,4112 college point blvd,11355,chinese
taste of brooklyn,429 rogers ave,11225,american
"soups,salads & beyond",1060 morris park ave,10461,american
sweet bar-b-q,763 61st st,11220,chinese
gold's gym,15705 crossbay boulevard,11414,"juice, smoothies, fruit salads"
texas chicken & burgers,151 e 103rd st,10029,chicken
the anchored inn,57 waterbury street,11206,american
kulu desserts,806 62 street,11220,"ice cream, gelato, yogurt, ices"
the original steak-n-cheese,17204 linden blvd,11434,american
keats restaurant,842 2 avenue,10017,american
huertas,107 1st ave,10003,spanish
frankies 570 spuntino,570 hudson street,10014,italian
the dubliner,45 stone street,10004,irish
strokos pizza deli,888 10 avenue,10019,american
bravo's restaurant &  cafe,377 seneca avenue,11385,spanish
cheito duran deli grocery,5406 flushing avenue,11378,delicatessen
lulu juicy fruit,550 southern boulevard,10455,"juice, smoothies, fruit salads"
dunkin' donuts,8611 lefferts blvd,11418,american
woodside pizza,4406 60 street,11377,italian
teuta qebaptore,603 e 186th st,10458,mediterranean
cork & kale at even hotel,321 w 35th st,10001,american
jo jo,160 east   64 street,10065,french
bayridge sushi,6914 3rd ave,11209,japanese
m. wells dinette (moma ps1),4601 21 street,11101,american
panko express,7802 flatlands ave,11236,chinese
nublu,62 avenue c,10009,american
dan's bakery & roti house,12616 rockaway boulevard,11420,caribbean
the waylon,736 10th ave,10019,tex-mex
the irish american,17 john street,10038,irish
jorge's restaurant,689 seneca avenue,11385,"latin (cuban, dominican, puerto rican, south & central american)"
el tapatio mexican restaurant,209 east  116 street,10029,mexican
feast,102 3 avenue,10003,american
gleason's,3308 broadway,11106,american
rosens cafe,2 broadway,10004,american
silver krust west indian restaurant,22705 merrick boulevard,11413,caribbean
percy's pizza,190 bleeker street,10012,pizza
yiyi rang,19210 northern boulevard,11358,korean
john's fried chicken,5225 broadway,10463,spanish
d & y restaurant,5616 7th ave,11220,chinese
davis polk dining room,450 lexington avenue,10017,american
hong kong kitchen,214 east  198 street,10458,chinese
johnny's cafe,6039 fresh pond road,11378,polish
pino's pizza,275 port richmond avenue,10302,pizza
brooklyns finest pizza & restaurant,1250 hylan boulevard,10305,pizza/italian
bedford pizza cafe,380 bedford park blvd,10458,pizza/italian
hearth,403 east   12 street,10009,american
"dunkin' donuts, baskin robbins",18711 jamaica avenue,11423,donuts
macumba bar & restaurant,18435 jamaica avenue,11423,"latin (cuban, dominican, puerto rican, south & central american)"
the weir,1672 3rd ave,10128,american
99 cent fresh pizza,71 2nd ave,10003,pizza
tj byrne's bar,77 fulton street,10038,irish
chase edr,270 park avenue,10017,american
the original fres'co tortilla plus,113 court street,11201,tex-mex
locanda mariella,492 6 avenue,11215,italian
mug shots,3785 victory boulevard,10314,american
baba's pierogies,295 3rd ave,11215,eastern european
mariachi taco,3428 fulton street,11208,mexican
pulse cafe,45 rockefeller plaza,10111,american
anjappar,116 lexington avenue,10016,indian
domino's,1479 fulton street,11216,pizza
kitten cafe,320 franklin ave,11238,cafã©/coffee/tea
da noi restaurant,4358 victory boulevard,10314,italian
doyles pub,1024 morris park avenue,10461,irish
infirmary,1720 2nd ave,10128,american
new li hing restaurant,304 avenue u,11223,chinese
north star cafe,850 east tremont avenue,10460,american
presso coffee,13342 39th ave,11354,cafã©/coffee/tea
yummy yummy brooklyn,1349 rockaway parkway,11236,chinese
bombay sandwich co,48 w. 27th street,10001,vegetarian
little bean,111 central park n,10026,other
porteno,299 10 avenue,10001,spanish
moon & flower house,5912 7th ave,11220,chinese
el chicanito restaurant bar,435 east  153 street,10455,mexican
kettle of fish,59 christopher street,10014,american
java girl,348 east   66 street,10065,cafã©/coffee/tea
la cabana,3917 103 street,11368,"latin (cuban, dominican, puerto rican, south & central american)"
brancaccio's food shop,3011 fort hamilton parkway,11218,sandwiches
serafina grill,33 east 61 st street,10065,italian
sajomita resturant,854 rogers avenue,11226,spanish
thai terminal,349 east   12 street,10003,thai
port authority food court,606 8th ave,10018,american
la ternura,4210 3 avenue,11232,"latin (cuban, dominican, puerto rican, south & central american)"
59 china,59 nassau st,10038,chinese
the nugget spot,230 east 14 street,10003,chicken
burgrito's,173 4th ave,11217,mexican
the world bar,845 united nations plaza,10017,american
chipotle mexican grill,464 park avenue south,10016,mexican
cafe cluny,284 west   12 street,10014,french
eet,75 varick street,10013,american
the taco truck,nka @ west 15th street,10011,mexican
the juice shop,688 6th ave,10010,"juice, smoothies, fruit salads"
st john's university marillac hall,8000 utopia parkway,11432,american
yoo evergreen,504a e 98th st,11212,american
naturally delicious caterers,487 court street,11231,american
sae min sok restaurant,21505 northern blvd,11361,korean
solace bar & grill,3496 broadway,10031,spanish
fortune cookies,9004 avenue b,11236,chinese
mexican fast food,2620 jerome avenue,10468,mexican
bombay curry,525 nostrand avenue,11216,indian
la romana restaurant,2631 marion ave,10458,"latin (cuban, dominican, puerto rican, south & central american)"
ikura sushi,646 grand st,11211,japanese
lp 'n harmony,683 grand street,11211,american
shun cheong ikitchen,2-4 west 111 street,10026,chinese
kennedy chicken and pizza,941 intervale avenue,10459,chicken
jumbo pizza,3594 broadway,10031,italian
kung fu tea,73 chrystie street,10002,cafã©/coffee/tea
sea wolf,19 wyckoff ave,11237,american
panera bread,531 86th st,11209,american
tianjin dumpling house,4128 main st,11355,chinese
bossa nova civic club,1271 myrtle ave,11221,"latin (cuban, dominican, puerto rican, south & central american)"
alibaba grill,774 port richmond avenue,10302,middle eastern
weather up,589 vanderbilt avenue,11238,american
east palace,819 2nd ave,10017,chinese
mi candela,31-31 steinway street,11103,spanish
little atlas cafe,6 west    4 street,10012,cafã©/coffee/tea
good restaurant,89 greenwich avenue,10014,american
crown fried chicken,1591 broadway,11207,american
dishes,6 east   45 street,10017,american
mundo / paper factory hotel,3706 36th st,11101,american
east broadway restaurant,94 east broadway,10002,chinese
roberta's,43 bogart street,11206,pizza
golden krust caribbean bakery & grill,4108 farragut rd,11210,caribbean
husky-p meals direct,18417 140th ave,11413,caribbean
chimi mundo on wheels,664 knickerbocker ave,11221,"latin (cuban, dominican, puerto rican, south & central american)"
jersey mike's subs,938 3rd ave,10022,sandwiches
grayson,16 1st ave,10009,american
bay leaf indian food,561 flatbush ave,11225,indian
joe's pub,425 lafayette street,10003,american
w k restaurant,69 bayard st,10013,chinese
the tangled vine,434 amsterdam avenue,10024,mediterranean
chian federation,4401 broadway,11103,greek
marchis restaurant,251 east   31 street,10016,italian
new york university - palladium food court,140 east 14 street,10003,american
chipotle mexican grill,25 west   45 street,10036,mexican
chipotle mexican grill,1379 6 avenue,10019,mexican
carvel ice cream,5612 metropolitan avenue,11385,"ice cream, gelato, yogurt, ices"
the commons chelsea,128 7 avenue,10011,cafã©/coffee/tea
pita grill,1083 2 avenue,10022,jewish/kosher
fuki sushi,8509 18 avenue,11214,japanese
antonucci,168-170 east 81 street,10028,italian
cafe tabaco & ron,501 w 214th st,10034,"latin (cuban, dominican, puerto rican, south & central american)"
taam tov,41 w 47th st,10036,jewish/kosher
mikaku,85 kenmare st,10012,japanese
angela's pizzeria,3435 fulton street,11208,pizza/italian
supper,156 east    2 street,10009,italian
paneorama bakery,9520 jamaica avenue,11421,bakery
maison hugo,132 e 61st st,10065,french
jimmy's diner,577 union avenue,11211,american
twisted dish tavern,885 annadale rd,10312,american
baker street pub,1152 1 avenue,10065,american
nai tapas bar,174 1 avenue,10009,tapas
ko sushi,1329 2 avenue,10021,japanese
za zaborom,3701 mermaid avenue,11224,russian
four seasons bakery,2281 church avenue,11226,vegetarian
michelle restaurant,125 avenue d,10009,"latin (cuban, dominican, puerto rican, south & central american)"
battersby,255 smith street,11231,american
shih lee chinese goodeats,311 east   45 street,10017,chinese
amsterdam tavern,938 amsterdam avenue,10025,american
inaka,8318 3rd ave,11209,asian
popeyes louisiana kitchen/dunkin donuts,321 west  125 street,10027,chicken
taqueria deli grocery,1738 bath avenue,11214,mexican
yama japanese restaurant',122 east   17 street,10003,japanese
el nuevo sabor latino,620 4 avenue,11215,"latin (cuban, dominican, puerto rican, south & central american)"
papa john's,4012 greenpoint avenue,11104,pizza
ssam,170 smith st,11201,korean
b & d halal restaurant,163 west   29 street,10001,african
cafe 27,250 west 27 street,10001,american
pancho's,6824 3rd ave,11220,mexican
island shores,1111 father cappdano blvd,10306,american
cervantes restaurant,536 east  138 street,10454,mexican
l'isola restaurant,128 metropolitan avenue,11249,italian
homemade taqueria,45-09 34 avenue,11101,mexican
fratellis,1317 1 avenue,10021,italian
soldiers caribbean restaurant,1439 st johns place,11213,caribbean
rag top,1308 utica avenue,11203,caribbean
empanadas monumental,1971 university ave,10453,spanish
cablito,13 essex st,10002,mexican
lucky six happy,1479 beach channel drive,11691,chinese
pasteur grill & noodles,85 baxter st,10013,vietnamese/cambodian/malaysia
famous sichuan,10 pell st,10013,chinese
blue & gold bar,79 e 7th st,10003,american
jimmy's trattoria,4573 bell boulevard,11361,italian
pita grill,441 3rd ave,10016,mediterranean
mari vanna,41 east 20 street,10003,russian
cafe la morena & deli,950 3 avenue,11232,spanish
east 21 of xing,7126 roosevelt ave,11372,chinese
delhi heights,3766 74 street,11372,indian
tijuana tacos barandgrill,330 east   53 street,10022,mexican
flor de mayo,484 amsterdam avenue,10024,"latin (cuban, dominican, puerto rican, south & central american)"
the pizza pub / ampersand,294 3 avenue,10010,pizza
grill on lee,108 lee avenue,11211,american
los girasoles restaurant,2613 webster avenue,10458,mexican
riccardo's,2101 24 avenue,11102,american
la gata golosa bakery cafe' restaurant,8263 broadway,11373,"latin (cuban, dominican, puerto rican, south & central american)"
joe allen restaurant,326 west   46 street,10036,american
auntie anne's pretzels,0 penn station,10001,bagels/pretzels
kitchen thai,271 prospect park w,11215,thai
fresh pond tavern,6869 fresh pond rd,11385,american
vincent's pizzeria,3915 9 avenue,11232,pizza/italian
taj donut shop,8915 165 street,11432,donuts
piccoli,157 prospect park south west,11218,italian
montauk club,25 8 avenue,11217,american
sushi fussion,224 w 35th st,10001,jewish/kosher
drink,0 jfk international airport,11430,american
restaurant abidjan,1136 broadway,11221,african
nanking,8820 van wyck expy,11418,american
boston market,8302 atlantic avenue,11416,chicken
new grand buffet,3445 48th st,11101,chinese
frank's pizzeria/da franco and tony restaurant,2823 middletown road,10461,italian
glory deli,4630 vernon boulevard,11101,delicatessen
shang hai family dumpling,6301 8 avenue,11220,chinese
indikitch,25 w 23rd st,10010,indian
wild ginger,182 n 10th st,11211,vegetarian
ottomanelli cafe,1626 york avenue,10028,italian
prik thai kitchen,4716 30th ave,11103,thai
upstairs  bar,59 canal street,10002,asian
hong li chinese food,1821 pitkin ave,11212,chinese
cj's pub,901 college point blvd,11356,"bottled beverages, including water, sodas, juices, etc."
no. 1 chinese restaurant,8506 21 avenue,11214,chinese
subway,14604 jamaica avenue,11435,sandwiches
yummy taco,52 willoughby street,11201,mexican
bar six,502 6 avenue,10011,french
bombay kitchen indian cuisine,733 knickerbocker avenue,11221,indian
daniela's trattoria,728 8 avenue,10036,italian
metropolitan room,34 west   22 street,10010,american
brooklyn crepe and juice,169 5 avenue,11217,american
sunshine restaurant,25509 hillside avenue,11004,indian
enjoy my bagels,959 4th ave,11232,delicatessen
carvel ice cream,3442 east tremont avenue,10465,"ice cream, gelato, yogurt, ices"
kuro-obi of ippudo,230 park ave,10169,japanese
anthony's place,2110 avenue x,11235,italian
cambria hotels & suites new york-chelsea,123 w 28th st,10001,american
kuma inn,113 ludlow street,10002,thai
mob restaurant,525 atlantic avenue,11217,vegetarian
emporio,231 mott street,10012,italian
kensington catering (ateres chinka),129 elmwood avenue,11230,jewish/kosher
savour sichuan,108 w 39th st,10018,chinese
yooberry frozen yogurt,1501 sheepshead bay road,11235,"ice cream, gelato, yogurt, ices"
new chinatown restaurant,11-13 avenue d,10009,chinese
szechuan kitchen,1518 first avenue,10075,chinese
graso grill,16 e 48th st,10017,asian
"dunkin' donuts, baskin robbins",1735 jerome ave,10453,american
the lights of baku,2707 86 street,11223,russian
pig n whistle,144 w 46th st,10036,american
china peking restaurant,80-11 jamaica avenue,11421,chinese
the local @ jfk,nka jfk intl airport 58h,11430,american
tj's coffee world,228 canal st,10013,cafã©/coffee/tea
industry 1332,1332 halsey st,11237,"latin (cuban, dominican, puerto rican, south & central american)"
nelly's cakes & party supplies,597 new lots ave,11207,bakery
ritchie's burger joint,2665 broadway,10025,hamburgers
bath beach diner,2028 bath avenue,11214,american
