name,address,zipcode,cuisine
chian federation,4401 broadway,11103,greek
fine & shapiro,138 west   72 street,10023,jewish/kosher
the pastelillos house & deli,613 east  138 street,10454,"latin (cuban, dominican, puerto rican, south & central american)"
sal's pizzeria,119 wyckoff avenue,11237,pizza
the little prince,199 prince street,10012,french
arco cafe,886 amsterdam ave,10025,italian
mikey bagels,7420 amboy road,10307,american
cuccios bakery,320 avenue x,11223,bakery
txikito,240 9 avenue,10001,spanish
spot,13 st marks place,10003,bakery
cascarinos,1460 college point blvd,11356,pizza/italian
forty carrots,504 broadway,10012,cafã©/coffee/tea
retro grill & bar (holiday inn),150 delancey st,10002,american
sunset diner,593 meeker ave,11222,american
eastern chinese restaurant,127 kingston avenue,11213,asian
halal gyro king,1017 foster avenue,11230,middle eastern
dunkin' donuts,8513 18 avenue,11214,donuts
new island garden,823 castleton ave,10310,chinese
guy & gallard,470 park avenue south,10016,american
kennedy fried chicken,696 allerton avenue,10467,chicken
dallas bbq,1265 3 avenue,10021,barbecue
happy town chinese restaurant,1803 college point boulevard,11356,chinese
mcdonald's,39 union square west,10003,hamburgers
blue & gold bar,79 e 7th st,10003,american
e-dah korean bbq lounge,16034 northern boulevard,11358,korean
el manantial bakery,1220 saint nicholas ave,10032,bakery
lee's tavern,60 hancock street,10305,american
don giovanni,358 west   44 street,10036,pizza/italian
cold stone creamery,2341 richmond avenue,10314,"ice cream, gelato, yogurt, ices"
soho sushi,231 sullivan street,10012,japanese
yue lai bakery,137 east broadway,10002,chinese
cas' west indian & american restaurant,135 kingston avenue,11213,caribbean
super pollo restaurant,865 woodward avenue,11385,"latin (cuban, dominican, puerto rican, south & central american)"
dos toros,465 lexington ave,10017,mexican
combite creole,1728 nostrand ave,11226,creole
cj sullivan's,21310 41 avenue,11361,american
staten island go carts,215 schmidts lane,10314,american
o'nieals,174 grand street,10013,american
on the rocks,696 10 avenue,10019,american
momo ramen,78 5th ave,11217,soups
burger king,9202 atlantic avenue,11416,hamburgers
good day restaurant,6202 18 avenue,11204,chinese
sapito's sports bar & grill,3168 east tremont avenue,10461,spanish
moonstruck diner,250 east   58 street,10022,american
elsa la reyna del chicharron,1249 st nicholas avenue,10032,"latin (cuban, dominican, puerto rican, south & central american)"
brooklyn crab,24 reed st,11231,seafood
edison place,7128 cooper avenue,11385,american
barnes & noble cafe,150 east   86 street,10028,cafã©/coffee/tea
new hong kong,12701 merrick boulevard,11434,chinese
amelie,22 west    8 street,10011,french
o'hanlon's bar,118-12 queens boulevard,11375,american
razag ballroom,739 east new york avenue,11203,jewish/kosher
gino's pizza,4006 13 avenue,11218,pizza
the wayfarer,101 w 57th st,10019,seafood
bubble panda,13335 roosevelt ave,11354,chinese
santa ana deli & grocery,171 irving ave,11237,mexican
koto sushi & steak,552 henry street,11231,japanese
forest bagels,1180 forest ave,10310,american
daeji daeji korean bbq,4108 149th pl,11355,korean
sally roots,195 wyckoff ave,11237,caribbean
mi casa bakery & coffee shop,2031 grand concourse,10453,bakery
china express restaurant,4106 avenue d,11203,chinese
bakery rzeszowska,948 manhattan avenue,11222,bakery
mr. rice chinese restaurant,5 walker st,10302,chinese
delroy's cafe,14 duryea place,11226,caribbean
tokyo bay,611 86th st,11209,japanese
blue dog cafe,155 w 56th st,10019,cafã©/coffee/tea
sam lee kitchen,2108 36th ave,11106,chinese
hot sichuan,130 9th ave,10011,chinese
ballfields cafe,0 south of 65 street,10023,american
gyro shack grill,17908 union tpke,11366,mediterranean
la ruana paisa,9203 37th ave,11372,spanish
tribeca taphouse,363 greenwich street,10013,american
chipotle mexican grill,350 5 avenue,10118,mexican
rico chimi brooklyn,2928 atlantic ave,11207,other
le cheile,839 west  181 street,10033,irish
mom's bakery,2425 grand concourse,10468,bakery
pianos,158 ludlow street,10002,american
capizzi,4126 hylan boulevard,10308,italian
sushi age,9525 queens boulevard,11374,asian
food cave,3300 northern blvd,11101,american
shilla union,2918 union street,11354,korean
rico chimi,8001 atlantic avenue,11421,spanish
sal's pizza,3167 bainbridge avenue,10467,pizza
the half king,505507 west 23 street,10011,american
bakery 88,5711 8th ave,11220,bakery
quickly cafe,8306 broadway,11373,cafã©/coffee/tea
christ coffee shop & deli,500 west  168 street,10032,cafã©/coffee/tea
el rinconcito del sabor dominicano,254 e 204th street,10458,"latin (cuban, dominican, puerto rican, south & central american)"
south beach restaurant & bar,1390 saint nicholas ave,10033,spanish
queens college student union sa diner,6330 kissena boulevard,11367,american
szechuan garden,463 7 avenue,11215,chinese
john's fried chicken,512 west 207 street,10034,chicken
fatty fish,406 east   64 street,10065,asian
r bar,451 meeker avenue,11222,american
coco,4140 kissena blvd,11355,"juice, smoothies, fruit salads"
tommy's pizza,4033 east tremont avenue,10465,pizza
crif dogs / please don't tell,113 st  marks's place,10003,american
red basil thai kitchen,3247 steinway street,11103,thai
thai sliders & co. llc,108 john st,10038,thai
gramercy  ale house,272 3 avenue,10010,american
greek islands,25317 northern boulevard,11362,greek
la penda restaurant,2233 grand concourse,10453,"latin (cuban, dominican, puerto rican, south & central american)"
kabab king,7301 37th rd,11372,asian
morton's the steakhouse,5 east   45 street,10176,american
u bo sing,151 avenue u,11223,chinese
oceana,120 west   49 street,10019,seafood
paris baguette,15624 northern boulevard,11354,bakery
tiny's pizza & pasta,1113 grant avenue,10456,pizza
laut,15 east   17 street,10003,thai
dunkin' donuts,3033 3rd ave,10455,donuts
peridance capezio center cafe,126 east   13 street,10003,cafã©/coffee/tea
tacos y quesadillas mexico,10440 corona ave,11368,mexican
millesime,92 madison avenue,10016,american
checkers,2270 forest avenue,10303,hamburgers
khaabar baari,3722 73 street,11372,bangladeshi
little skips,941 willoughby ave,11221,cafã©/coffee/tea
dunkin' donuts,1320 hutchinson river parkway,10461,donuts
zu rang ny,4114 162nd st,11358,korean
pizza bella,8130 broadway,11373,pizza
pushcart coffee,401 w 25th st,10001,cafã©/coffee/tea
pearl gate frozen yogurt,482 5 avenue,11215,"ice cream, gelato, yogurt, ices"
the way station,683685 washington avenue,11238,american
cafe oliviero,850 7 avenue,10019,american
cascarino's,15259 10 avenue,11357,italian
good taste restaurant,4215 hylan blvd,10308,chinese
take away & cafe,7006 3 avenue,11209,american
michelle's cocktail lounge,2294 bedford avenue,11226,caribbean
kingston pizza,395 kingston avenue,11225,jewish/kosher
hong bao cafe,6317 18 avenue,11204,chinese
mei chung  mei restaurant,157 west  231 street,10463,chinese
red bowl noodle shop,4052 main street,11354,chinese
dunkin' donuts,5109 broadway,11377,donuts
highway bagels,1921 kings highway,11229,bagels/pretzels
kaffe 1668,275 greenwich street,10007,cafã©/coffee/tea
taco bell,961 e 174th st,10460,tex-mex
harefield road pub,769 metropolitan avenue,11211,american
entwine,765 washington street,10014,american
madman espresso,234 w 35th st,10001,cafã©/coffee/tea
el puerto,511 west  125 street,10027,seafood
extra virgin,259 west    4 street,10014,mediterranean
el parroqueno restaurant,10203a 44th avenue,11368,"latin (cuban, dominican, puerto rican, south & central american)"
yedang,21003 northern blvd,11361,korean
gonzalez y gonzalez,192 mercer street,10012,mexican
manny's on second,1770 2 avenue,10128,american
chinese food restaurant,7700 queens boulevard,11373,chinese
jadis restaurant,42 rivington street,10002,french
vegan,156 5 avenue,11217,vegetarian
crystal's restaurant,9911 39th ave,11368,"latin (cuban, dominican, puerto rican, south & central american)"
plaka estiatorio,7561 31 avenue,11370,mediterranean
late bar,16121 crocheron avenue,11358,korean
blind barber,524 lorimer st,11211,american
tony's pizzeria,1307 arthur kill road,10312,pizza
kfc,1667 pitkin avenue,11212,chicken
grill on the hill,1624 amsterdam ave,10031,american
footprints cafe,1521 surf avenue,11224,caribbean
cappuccino cafe,7721 3 avenue,11209,american
number 1 chinese restaurant,2925 avenue j,11210,chinese
sushi ren,1584 2nd ave,10028,japanese
canaan restaurant,1456 college point boulevard,11356,chinese
coffee tossy,4214 greenpoint ave,11104,sandwiches/salads/mixed buffet
hummus kitchen,444 3rd ave,10016,jewish/kosher
fonda,434 7 avenue,11215,mexican
mac juice,277 park avenue,10172,"juice, smoothies, fruit salads"
"dunkin' donuts, baskin robbins",4115 3 avenue,10457,donuts
the sampler,234 starr st,11237,american
mi casa bakery,18 east  200 street,10468,bakery
great wall chinese restaurant,719 flatbush ave,11226,chinese
cafe duke,140 west   51 street,10020,delicatessen
flb's pub,3255 francis lewis blvd,11358,american
deli rocks,3146 greenpoint ave,11101,american
3rd & 7,3622 quentin road,11234,american
the original emilio's pizza,3843 east tremont avenue,10465,pizza
new star seafood restaurant,6022 8th ave,11220,chinese
toasties,23 east   51 street,10022,american
c & j ii jamaican restaurant & bakery,875 flatbush avenue,11226,caribbean
drink-tea,4722 8th ave,11220,cafã©/coffee/tea
barnes & noble cafe,2289 broadway,10024,cafã©/coffee/tea
popeyes louisiana kitchen,499 east  163 street,10451,chicken
flower karaoke,16205 crocheron ave,11358,korean
anassa taverna,200 e 60th street,10022,american
jimmy's on 7th street,43 east    7 street,10003,american
la carbornara,202 w 14th st,10011,italian
pho vietnam 87 corporation,87 chrystie st,10002,asian
chelsea ristorante,108 8 avenue,10011,italian
king's kitchen,6005 fort hamilton pkwy,11219,chinese
u.s fried chicken,3738 3 avenue,10456,chicken
juno brooklyn,1264 myrtle ave,11221,american
scaletta ristorante,50 west   77 street,10024,italian
numero 28 pizzeria,658660 amsterdam avenue,10025,pizza/italian
peking kitchen,724 lydig avenue,10462,chinese
malaparte,753 washington street,10014,italian
"sugar hill restaurant, supper club and disco",609 dekalb avenue,11216,american
mandela restaurant,267 troy ave,11213,caribbean
thistlehill tavern,441 7 avenue,11215,american
kam shing chinese restaurant,1608 avenue h,11230,chinese
cucina gourmet,153 east   53 street,10022,american
china garden restaurant,1157 broadway,11221,chinese
knapp st pizza,2157 knapp street,11229,pizza/italian
al-mehran restaurant,8746 parsons boulevard,11432,indian
taco today,1659 1st ave,10028,mexican
vesuvio bakery,160 prince street,10012,bakery
toribio restaurant,3169 fulton street,11208,spanish
radhuni sweets & restaurant,483 mcdonald ave,11218,bangladeshi
gramercy bagel,246 3 avenue,10010,bagels/pretzels
perizia cafe  and  pizza,1626 east   16 street,11229,pizza
tbd bar,224 franklin street,11222,american
starbucks,322 west   57 street,10019,cafã©/coffee/tea
"no 7 sub, luke's lobster",11 water st,11201,american
statler grill,136 west 33rd street,10001,american
aretsky's patroon,158160 east   46 street,10017,american
cocoa,15 e 18th st,10003,cafã©/coffee/tea
airways pizza & gyro restaurant,9013 astoria boulevard,11369,pizza
the buffet,2007 127 street,11356,asian
singas famous pizza,6353 108 street,11375,pizza
pizzeria restaurant,361 e 138th st,10454,pizza/italian
landy pizzeria restaurant,9050 ft hamilton parkway,11209,pizza
noche mexicana ii,842 amsterdam avenue,10025,mexican
golden carriage,3527 farrington street,11354,korean
cositas ricas,7919 roosevelt avenue,11372,"latin (cuban, dominican, puerto rican, south & central american)"
gang san deul,248-25 northern blvd,11362,korean
tartinery,209 mulberry street,10012,french
h20 lounge and restaurant,153-33 hillside avenue,11432,american
ah2 ice tea,3803 main st,11354,chinese
ipanema restaurant,43 w 46th st,10036,brazilian
la gran nagua bakery,2942 fulton st,11207,bakery
holy moly (jesus' taco),501 west 145 st,10031,tex-mex
halal musa chinese food,2023 westchester avenue,10462,chinese
gino's brick oven pizza & trattoria,548550 flatbush avenue,11225,pizza
mozzarella & vino,33 west   54 street,10019,italian
balvanera,152 stanton st,10002,spanish
129 gourmet deli,129 e 45th st,10017,egyptian
leo casa calamari,280 86 street,11209,pizza/italian
wing hing chinese cuisine,2932a avenue r,11229,chinese
hunan chinese restaurant,2414 34 avenue,11106,chinese
jane street hotel,113 jane street,10014,american
favela cubana,543 la guardia place,10012,"latin (cuban, dominican, puerto rican, south & central american)"
good kitchen seafood restaurant,13529 37 avenue,11354,chinese
subway,1507 fulton street,11216,sandwiches
chickpea,0 penn station,10001,american
cones cafe and watermark bar & lounge,78 south street,10038,american
the coffee bean & tea leaf,22 cortlandt street,10007,jewish/kosher
ravel rooftop,808 queens plaza south,11101,american
dong king,80 west  165 street,10452,chinese
seis vecinos restaurant,812 east  149 street,10455,mexican
golden eagle ii,682 morris park ave,10462,american
el batey restaurant,860 east tremont avenue,10460,"latin (cuban, dominican, puerto rican, south & central american)"
papa john's,529 stanley avenue,11207,pizza
new polodos lounge,138-11 jamaica ave,11435,"latin (cuban, dominican, puerto rican, south & central american)"
tossed / red mango,1400 broadway,10018,american
match 65,29 east   65 street,10065,french
npr food solutions,1588 williamsbridge rd,10461,american
ravel rooftop,808 queens plaza south,11101,american
sal and carmine pizza,2671 broadway,10025,pizza
cafe angelique express,575 broadway,10012,cafã©/coffee/tea
dunkin' donuts,568 w 235th st,10463,donuts
antler beer & wine dispensary,123 allen street,10002,american
kiin thai eatery,36 east    8 street,10003,thai
chikurin,2274 86 street,11214,japanese
staghorn steakhouse,315 west   36 street,10018,steak
avocado sushi,4906 arthur kill rd,10309,japanese
healthy kitchen cafe,4001 8th ave,11232,chinese
dagan pizza & dairy restaurant,4820 16 avenue,11204,jewish/kosher
soul food the restaurant,14707 guy r brewer blvd,11434,caribbean
tropical sensation,953 amsterdam avenue,10025,"latin (cuban, dominican, puerto rican, south & central american)"
lucky dragon bakery,5214 8 avenue,11220,bakery
crazy willys bar,11710 jamaica ave,11418,"latin (cuban, dominican, puerto rican, south & central american)"
the kingside,120 w 57th street,10019,american
terrace bagels,222-222a prospect park west,11215,american
bushwick pita palace,243 bushwick avenue,11206,middle eastern
525 lex restaurant & lounge,525 lexington ave,10017,american
hong kong dim sun,777 60th st,11220,chinese
nano billiard cafe,185 east  167 street,10456,"latin (cuban, dominican, puerto rican, south & central american)"
subway,8521 126th st,11415,sandwiches/salads/mixed buffet
rin thai cuisine,265 west   23 street,10011,thai
happy fun hideaway,1211 myrtle avenue,11221,american
rosa #2 pizzeria,7559 metropolitan avenue,11379,pizza/italian
country bay pizzeria,3233 ampere ave,10465,pizza
sandro's,306 east   81 street,10028,italian
argo tea,550 1 avenue,10016,cafã©/coffee/tea
taste bar cafe' @macys backstage,2027 emmons ave,11235,american
disiac lounge,400 1/2 west   54 street,10019,american
crown fried chicken,848 nostrand avenue,11225,chicken
bonjour crepes & wine,1585 2 avenue,10028,sandwiches
mcdonald's,966 3 avenue,10022,hamburgers
cablito,13 essex st,10002,mexican
oyster bar,0 grand central terminal,10017,seafood
la flor de izucar bakery,4021 5 avenue,11232,mexican
eim,8132 broadway,11373,thai
asian 59,207 e 59th st,10022,chinese/japanese
top taste restaurant,6307 8 avenue,11220,chinese
red mango,701 2nd ave,10016,american
rythym & booze,1674 10 avenue,11215,american
el toro taqueria,89 fort greene pl,11217,mexican
creole buffet restaurant,215-07 jamaica avenue,11428,caribbean
new asian cuisine,153d centre st,10013,chinese
bronx grill,2375 east tremont avenue,10462,american
morningstar restaurant,949 2 avenue,10022,american
the dutch,131 sullivan street,10012,american
beach cafe,1326 2 avenue,10021,american
popeyes louisiana kitchen,205 west  231 street,10463,chicken
off the bridge nyc,105 canal st,10002,cafã©/coffee/tea
morelos deli & fruit,6 cebra ave,10301,spanish
country heart cooking,202-20 rockaway point boulevard,11697,american
mr. donahues,203 mott st,10012,american
pete's restaurant & donut shop,3725 east tremont avenue,10465,cafã©/coffee/tea
paulie gee,60 greenpoint avenue,11222,pizza
tortillas king,2238 86th st,11214,mexican
bar tano,457 thrid avenue,11215,italian
the archive,12 east   36 street,10016,american
el castillo restaurant,935 east  163 street,10459,"latin (cuban, dominican, puerto rican, south & central american)"
la nueva bakery,8610 37th ave,11372,spanish
la bella pizza,975 seneca ave,11385,pizza
china pagoda,6918 5 avenue,11209,chinese
artichoke basille's pizza & bar,111 macdougal street,10012,pizza
maharaja quality sweets,7310 37 avenue,11372,indian
richer's bakery,249-14 horace harding expressway,11362,bakery
jouvay night club,14702 liberty avenue,11435,caribbean
makumba restaurant and catering hall.,1880 carter avenue,10457,spanish
top prosperity dumpling,2369 86th st,11214,chinese
pizza spot,8638 96th st,11421,pizza
sushi of gari,402 east   78 street,10075,japanese
yummy bakery,5010 8th ave,11220,bakery
takahachi restaurant,85 avenue a,10009,japanese
chris restaurant,1866 86 street,11214,polish
molcajete,9213 roosevelt avenue,11372,mexican
sally's,1570 ralph ave,11236,caribbean
huron club/soho playhouse,15 vandam street,10013,american
"air bar, ny deli, tim hortons",9340 sutphin boulevard,11435,american
nirvana,346 lexington avenue,10016,indian
ashley's fine foods,514 lexington ave,10017,american
el puerto mexicano,8428 jamaica avenue,11421,mexican
corner cafe,2 ditmas ave,11218,jewish/kosher
kosher deluxe,10 west   46 street,10036,jewish/kosher
civic deli,111 worth street,10013,american
hung yip chinese restaurant,7 w 45th st,10036,chinese
east ming dragon,16560 baisley boulevard,11434,chinese
mo's bar,80 lafayette avenue,11217,other
dunkin' donuts,4513 queens boulevard,11104,donuts
rego bagels,9508 63 drive,11374,american
annam braham restaurant,8443 164 street,11432,indian
alliance bernstein,1345 avenue of the americas,10105,american
shamrock inn,1729 crosby avenue,10461,irish
puli brothers ii,240 kings highway,11223,mexican
delish by amerivents,4701 111 street,11368,american
new ruan's restaurant,1955 86 street,11214,chinese
two boots,558 driggs ave,11211,pizza
happy garden,277 east kingsbridge road,10458,chinese
benson's nyc,181 essex st,10002,american
pia's pizzeria,3682 nostrand avenue,11229,pizza/italian
lulu's coffee shop,1191 castle hill avenue,10462,cafã©/coffee/tea
angela's bakery,717 knickerbocker avenue,11221,bakery
paradiso ny,105 avenue b,10009,italian
yemen cafe & restaurant,176 atlantic avenue,11201,middle eastern
fu ying  chinese restaurant,9709 queens boulevard,11374,chinese
cibo express gourmet market,0 jfk intl. airport,11430,sandwiches/salads/mixed buffet
num pang sandwich shop,140 east   41 street,10017,sandwiches
barawine,27 w 120th st,10027,french
the coffee bean & tea leaf,1700 broadway,10019,cafã©/coffee/tea
sing sing kitchen,638 east 169 street,10456,chinese
le grand comptoir,nka jfk international airport,11430,salads
coffeed,41 w 40th st,10018,american
shanghai cafe deluxe,100 mott street,10013,chinese
rivoli pizza ii,131 christopher st,10014,pizza
island kitchen chinese restaurant,462 nome avenue,10314,chinese
bequ juice,350 e 9th st,10003,"juice, smoothies, fruit salads"
think coffee,568 6th ave,10011,cafã©/coffee/tea
my cooking party,25 w 26th st,10010,american
metropolitan,559 lorimer street,11211,american
esex lounge,13115 jamaica ave,11418,american
cafe argentino,499 grand street,11211,"latin (cuban, dominican, puerto rican, south & central american)"
the greek kitchen  clinton bakery cafe,889 10 avenue,10019,greek
green house cafe,7717 third avenue,11209,american
cousin's deli restaurant,4102 3 avenue,11232,delicatessen
island grove restaurant,5600 clarendon road,11203,caribbean
kamboat bakery & cafe,111 bowery,10002,bakery
romanian garden,4306 43 ave,11104,eastern european
cherry valley deli,1229 150th st,11357,sandwiches
azerbaijan,2612 e 14th st,11235,mediterranean
veggie castle,13209 liberty avenue,11419,vegetarian
vintage curry,8777 168th pl,11432,bangladeshi
very juice,422 avenue p,11223,"juice, smoothies, fruit salads"
dishes,399 park avenue,10022,american
a.i.g.chartis,175 water street,10038,american
madera cuban grill,4729 vernon boulevard,11101,"latin (cuban, dominican, puerto rican, south & central american)"
eagle city tex mex chinese food,914b fulton street,11238,chinese
bella nova's ristorante,6526 metropolitan ave,11379,pizza/italian
canlon's restaurant,1825 north railroad avenue,10306,italian
dunkin' donuts,316 west   34 street,10001,donuts
loma restaurant coffee shop,941 broadway,11206,spanish
yayo's latin cuisine,36 5 avenue,11217,"latin (cuban, dominican, puerto rican, south & central american)"
colony club,564 park avenue,10065,american
le paris bistrot francais,1312 madison avenue,10128,french
leon bakery,695 9 avenue,10036,bakery
friedman's,450 10th ave,10018,american
anchor winebar,3508 broadway,10031,italian
bungalow bar & restaurant,377 beach   92 street,11693,american
little italy pizza,2047 broadway,10023,pizza
justine restaurant,28 east 167 street,10452,"latin (cuban, dominican, puerto rican, south & central american)"
foo on chinese restaurant,18304 hillside avenue,11432,chinese
bakery rzeszowska,948 manhattan avenue,11222,bakery
525 lex restaurant & lounge,525 lexington ave,10017,american
puerto escondido,6401 roosevelt avenue,11377,"latin (cuban, dominican, puerto rican, south & central american)"
asian kitchen 55,5424 church avenue,11203,chinese
pizza mercato,11 waverly place,10003,pizza
thai terminal,349 east   12 street,10003,thai
bailey seafood market & restaurant,146 w 231st st,10463,seafood
thai elephant restaurant,2109 31 street,11105,thai
st. best jerk spot,11231 springfield boulevard,11429,caribbean
salsa con fuego,2297 cedar avenue,10468,american
cocktail room (nyac),180 central park south,10019,american
sushiden,1251 avenue of the americas,10020,japanese
u.s fried chicken,3738 3 avenue,10456,chicken
wray's caribbean and seafood cuisine,503 myrtle avenue,11205,caribbean
tacoria meza,95 7 avenue south,10014,italian
bagatelle,1 little west 12 street,10014,french
patea,227 e 14th st,10003,cafã©/coffee/tea
view of the world terrace club,140 washington street,10006,american
c & j ii jamaican restaurant & bakery,875 flatbush avenue,11226,caribbean
la nomade restaurant,2795 8 avenue,10039,african
nori sushi restaurant,55 new dorp plaza,10306,japanese
domino's,9105 4 avenue,11209,pizza
las banderas sport bar,1710 university avenue,10453,spanish
m1-5,52 walker street,10013,american
new green dragon,4111 east tremont avenue,10465,chinese
kennedy chicken and pizza,941 intervale avenue,10459,chicken
a.g kitchen,269 columbus avenue,10023,"latin (cuban, dominican, puerto rican, south & central american)"
stella 34,151 west   34 street,10001,italian
iguana restaurant,240 west   54 street,10019,mexican
12 chairs cafe,342 wythe ave,11249,middle eastern
china pearl seafood restaurant,8222 45 avenue,11373,chinese
el diamante restaurant,4371 3 avenue,10457,spanish
maya cuisine,2442 steinway st,11103,mediterranean
the kati roll company,229 east   53 street,10022,indian
shangerila restaurant,289395 buhre avenue,10461,japanese
richard's diner,9606 avenue l,11236,caribbean
step on top take out restaurant,2810 avenue d,11226,caribbean
grand sichuan house,8701 5 avenue,11209,chinese
corner social,321 lenox avenue,10027,american
panino rustico,8222 17 avenue,11214,italian
fontana famous pizza & gyro,20002 northern boulevard,11361,greek
miracali bakery #1,4558 46 street,11377,bakery
namaste chautari restaurant,7415 roosevelt ave,11372,indian
asian halal food restaurant,3944 21st street,11101,asian
empanadas el gustazo restaurante,4219 college point blvd,11355,"latin (cuban, dominican, puerto rican, south & central american)"
bistro milano,1350 avenue of the americas,10019,italian
sigiri ny,91 1st ave,10003,bangladeshi
georgio's pizzeria,20 beaver street,10004,pizza
subway,0 jfk int'l airport,11430,sandwiches
oregano pizza & fried chicken,8007 31 avenue,11370,american
three of cups,83 1 avenue,10003,italian
ooki sushi,1575 3 avenue,10128,japanese
new topaz,127 w 56th st,10019,thai
new bay pkwy cafe,6812 bay pkwy ave,11204,chinese
east palace,819 2nd ave,10017,chinese
crown fried chicken & pizza,580 albany avenue,11203,american
rochelle's/205 club,19 stanton st,10002,american
claudette,24 5th ave,10011,french
hibino,333 henry street,11201,japanese
la cantina ecua-mex bar & billiard,3454 broadway,10031,mexican
raku it's japanese ii,57 west   76 street,10023,japanese
brothers fish market,3845 broadway,10032,seafood
bei jing chinese restaurant,860 10 avenue,10019,chinese
boogatti,2553 steinway st,11103,middle eastern
shake shack,152 east   86 street,10028,american
tavola,488 9 avenue,10018,italian
smiling pizza,323 7 avenue,11215,pizza
lusardi's restaurant,1494 second avenue,10075,italian
highlands restaurant,150 west   10 street,10014,english
koong wing restaurant,6011 4th ave,11220,chinese
dunkin' donuts,355 east   86 street,10028,donuts
gao ming bakery,5110 8 avenue,11220,bakery
caridad restaurant,51 east  170 street,10452,"latin (cuban, dominican, puerto rican, south & central american)"
da silvano restaurant,260 6 avenue,10014,italian
le basket,683 broadway,10012,american
hasaki restaurant,210 east 9 th street,10003,japanese
44 & x hell's kitchen,622 10 avenue,10036,american
jg melon restaurant,1291 3 avenue,10021,american
franco bakery,527 east  138 street,10454,bakery
just desserts,7211 18th ave,11204,chinese
rockaway cafe,0 jfk building 250,11430,american
trix,145 bedford avenue,11211,french
escape international cuisine,1841 hobart ave,10461,american
iggy's pizzeria,173 1 avenue,10003,pizza
sakura japanese restaurant 3118,3118 avenue u,11229,japanese
caffe palermo,148 mulberry street,10013,italian
justine restaurant,28 east 167 street,10452,"latin (cuban, dominican, puerto rican, south & central american)"
bar coastal,1495 1 avenue,10075,american
hero shop,1211 mcdonald ave,11230,american
bamboo garden,10704 atlantic avenue,11416,caribbean
tianjin dumpling house,4128 main st,11355,chinese
subway,28 water st,10004,sandwiches
sessanta,60 thompson st,10012,american
rancho latino restaurant,3708 103 street,11368,"latin (cuban, dominican, puerto rican, south & central american)"
dunkin' donuts,13541 roosevelt avenue,11354,donuts
yer man's irish pub,7026 88 street,11385,irish
urban vegan kitchen,4143 carmine street,10014,vegetarian
el capri restaurant,1342 st nicholas avenue,10033,spanish
dong king,80 west  165 street,10452,chinese
bay ridge diner,8017 5 avenue,11209,american
tasti d-lite,2528 broadway,10025,"ice cream, gelato, yogurt, ices"
martinique cafe,1260 broadway,10001,american
terrace bagels,222-222a prospect park west,11215,american
not guilty delicatessen,19 hyatt st,10301,delicatessen
peet's coffee,853 broadway,10003,cafã©/coffee/tea
stephanie's mexican bakery,3756 108th st,11368,mexican
yum yum bangkok,650 9th ave,10036,thai
hungry ghost,183 sterling place,11238,cafã©/coffee/tea
my kitchen,10617 metropolitan avenue,11375,continental
crepes and delices,222 e 86th st,10028,french
great burrito,100 w 23rd st,10011,mexican
cloisters grill,7 henshaw street,10034,"latin (cuban, dominican, puerto rican, south & central american)"
forest hills little league,66-01 fleet street,11375,american
los tres potrillos restaurant,11116 roosevelt avenue,11368,mexican
gaetana's cucina italiana,143 christopher street,10014,italian
cafe one,1619 amsterdam avenue,10031,american
copper and oak,157 allen st,10002,american
olive tree,1420 broadway,10018,american
la toulousaine boulangerie patisserie cafe,942 amsterdam avenue,10025,bakery
el porron,1123 1 avenue,10065,"latin (cuban, dominican, puerto rican, south & central american)"
cabo restaurant,3764 e tremont ave,10465,mexican
bread & butter,14 e 44th st,10017,american
juicy bakery and coffee shop,16817 union tpke,11366,"juice, smoothies, fruit salads"
the leadbelly,14 orchard street,10002,american
la casa bella,2579 cropsey avenue,11214,pizza/italian
paneorama bakery,9520 jamaica avenue,11421,bakery
chicken holiday express,3785 victory boulevard,10314,chicken
dunkin' donuts,359 neptune ave,11235,donuts
the hummus & pita co.,79 chambers street,10007,mediterranean
la nueva bakery,8610 37th ave,11372,spanish
jin dal lae 7,3530 union st,11354,korean
woodside pizza,4406 60 street,11377,italian
corner bistro,331 west    4 street,10014,american
he lin restaurant,8311 broadway,11373,chinese
bungalow18,18 nelson avenue,10308,american
the best of new york food,150 water st,10005,american
wasan,108 east 4 street,10003,japanese
the johnson's,369 troutman st,11237,american
tasty fried chicken,13419 liberty ave,11419,american
sapito's sports bar & grill,3168 east tremont avenue,10461,spanish
masala grill,501b atlantic ave,11217,indian
"subway, pizza & burger ur way",528 clarkson avenue,11203,american
georgio's pizzeria,20 beaver street,10004,pizza
caffe e vino,112 dekalb avenue,11201,italian
happy house seafood restaurant,5014 8th ave,11220,chinese
la baguette shop,19109 jamaica avenue,11423,bakery
la rondine pizza,12038 queens boulevard,11415,pizza/italian
le basket,683 broadway,10012,american
esperanto restaurant bar and jugo,145 avenue c,10009,brazilian
zutto,77 hudson street,10013,japanese
dale diner,189 w 231st st,10463,american
vall's pizzeria,1924 richmond ter,10302,pizza/italian
eggers ice cream parlor,6319 amboy rd,10309,"ice cream, gelato, yogurt, ices"
chocolatte,1354 coney island ave,11230,sandwiches
le bon pain,21165 jamaica avenue,11428,bakery
domino's,736 west  181 street,10033,pizza
panda delight chinese restaurant,121 smith street,11201,chinese
han gawi,12 east   32 street,10016,korean
buddy buddy inc,13529 40th rd,11354,chinese
sarabeth's,40 central park south,10019,american
