name,address,zipcode,cuisine
Ariana Afghan Kebab Restaurant,"787 9th Ave, Apt 3N,",10019,Middle Eastern Afghan
Hummus Kitchen,"768 9th Ave, ,",10019,Middle Eastern Mediterranean
Serafina Broadway,"210 West 55th St,",10019,Italian Pizza
Supernova,"Novotel Hotel Times Square, 226 W 52nd St,",10019,American (Traditional) Lounges Desserts
Mentoku,"744 9th Ave, ,",10019,Ramen
Russian Vodka Room,"265 W 52nd St, ,",10019,Lounges Russian Jazz & Blues
Basera Indian Bistro,"745 9th Ave, ,",10019,Indian Cocktail Bars Wine Bars
Aldo Sohm Wine Bar,"151 W 51st St, ,",10019,Wine Bars French American (New)
La Esquina,"200 W 55th St,",10019,Tacos
99 Cent Fresh Pizza,"1723 Broadway, ,",10019,Pizza
21 Club,"21 W 52nd St, ,",10019,American (Traditional) Venues & Event Spaces
Ristorante Il Melograno,"501 W 51st St, ,",10019,Italian Desserts Salad
The Original Soupman,"259A W 55th St, ,",10019,Soup Seafood
Bill's Bar & Burger,"16 W 51st St, ,",10019,Burgers American (New) Bars
Dig Inn,"856 8th Ave,",10019,Cafes American (New) Breakfast & Brunch
a.cafe,"42 W 58th St, ,",10019,Cafes Breakfast & Brunch American (New)
SOUTHGATE Bar & Restaurant,"154 Central Park South, JW Marriott Essex House New York,",10019,American (New)
Otto's Tacos,"705 9th Ave,",10019,Mexican
Good Dish,"2 W 58th St, ,",10019,American (New)
burger joint,"119 W 56th St, ,",10019,American (Traditional) Burgers
Il Gattopardo,"13-15 W 54th St, ,",10019,Italian
Tartinery,"1 W 59th St, ,",10019,French Coffee & Tea Bars
Fogo de Chão Brazilian Steakhouse,"40 W 53rd St, ,",10019,Brazilian Steakhouses Seafood
Hudson Common,"Hudson Hotel, 358 W 58th St,",10019,Burgers Bars Beer Gardens
Sushiya Japanese Restaurant,"28 W 56th St, ,",10019,Japanese Sushi Bars
Rex,"864 10th Ave,",10019,Coffee & Tea Sandwiches Bakeries
McDonald's,"946 8th Ave, ,",10019,Fast Food Burgers Salad
Churrascaria Plataforma,"316 W 49th St, ,",10019,Brazilian Steakhouses American (Traditional)
Jasper's Taphouse + Kitchen,"761 9th Ave,",10019,American (New) Pubs
Noodies,"830 9th Ave, ,",10019,Thai
Red 58,"158 W 58th St,",10019,Bars American (Traditional) Seafood
Lunch Box,"886 9th Ave, ,",10019,Sandwiches Salad Bagels
Bar Americain,"152 W 52nd St, ,",10019,American (New) Bars
Toasties,"148 W 49th St, ,",10019,Sandwiches
Patsy's Italian Restaurant,"236 W 56th St, ,",10019,Italian Southern Wine Bars
Landmarc,"10 Columbus Cir, Fl 3,",10019,Breakfast & Brunch American (New) French
Benares,"240 W 56th St, ,",10019,Indian
Yuki 55,"253 W 55th St, Fl 2,",10019,Japanese Karaoke
Wondee Siam,"792 9th Ave, ,",10019,Thai
Limon Jungle,"803 9th Ave, ,",10019,Mexican
Thalia,"828 8th Ave, ,",10019,American (New) Seafood Breakfast & Brunch
Katsu-Hama,"45 W 55th St, 2nd Fl,",10019,Japanese
Piada,"1 W 59th St, ,",10019,Italian Sandwiches
Don Antonio By Starita,"309 W 50th St, ,",10019,Pizza
The Wayfarer,"101 W 57th St, ,",10019,American (New)
Wafels & Dinges,"Grand Army Plz, , Vedette Cart",10019,Waffles Belgian Food Stands
Jams,"1414 Ave Of The Americas, ,",10019,American (New) Breakfast & Brunch Bars
Laboratorio,"329 W 51st St,",10019,Italian
Ellen's Stardust Diner,"1650 Broadway, ,",10019,Diners Burgers Sandwiches
Mastro's Steakhouse,"1285 Avenue of the Americas, (Entrance on 52nd between 6th and 7th Avenue),",10019,Steakhouses
Certé,"20 W 55th St, ,",10019,Caterers Breakfast & Brunch Sandwiches
D & S Market Place,"34 W 56th St, ,",10019,Delis Burgers Sandwiches
Domenico Vacca Café,"15 W 55th St, ,",10019,Cafes
New Happy Joy Restaurant,"760 10th Ave, ,",10019,Chinese
Sfilatino Italian Gourmet,"342 W 57th St, ,",10019,Italian Sandwiches Salad
Mee Noodle Shop,"795 9th Ave, ,",10019,Chinese Noodles
Genji Izakaya,"Whole Foods Market, 10 Columbus Cir,",10019,Tapas Bars Ramen
Ruth's Chris Steak House,"148 W 51st St, ,",10019,Steakhouses Seafood American (Traditional)
Rue 57,"60 W 57th St, ,",10019,French Sushi Bars Asian Fusion
Ponche Taqueria & Cantina,"420 W 49th St, ,",10019,Mexican
Island Burgers & Shakes,"766 9th Ave, ,",10019,Burgers Salad Sandwiches
Tacos Y Quesadillas Mexico,"104-40 Corona Ave, ,",10019,Food Trucks Street Vendors Mexican
NORMA'S,"119 W 56th St, ,",10019,Breakfast & Brunch American (New)
Ivy,"944 8th Ave, ,",10019,American (New) Lounges Cocktail Bars
Hello Deli,"213 W 53rd St, ,",10019,Delis Sandwiches
54 Gourmet,"250 W 54th St, ,",10019,Delis
Maria Pia,"319 W 51st St, ,",10019,Italian
Mooncake Foods,"359 W 54th St, ,",10019,Asian Fusion
Bricco Ristorante Italiano,"304 W 56th St, ,",10019,Italian
NYY Steak,"7 W 51st St, ,",10019,Steakhouses American (Traditional)
Adel's Famous Halal Food,"49th & 6th, ,",10019,Middle Eastern Food Trucks Halal
Momofuku Milk Bar,"15 W 56th St, ,",10019,Bakeries Desserts Coffee & Tea
Li'l Jay's,"445 W 59th St, ,",10019,Cafes Coffee & Tea
University Club,"1 W 54th St, ,",10019,Restaurants Venues & Event Spaces Social Clubs
El Centro,"824 9th Ave,",10019,Mexican
Guantanamera,"939 8th Ave, ,",10019,Cuban
Melt Shop,"877 8th Ave, ,",10019,Specialty Food Salad Comfort Food
The Market At Mercedes House,"550 W 54th St, ,",10019,Grocery Delis
Porter House Bar and Grill,"10 Columbus Cir, ,",10019,Steakhouses American (New)
Kung Fu Little Steamed Buns Ramen,"811 8th Ave, ,",10019,Chinese
The Waylon,"736 10th Ave, ,",10019,Pubs
Circo,"120 W 55th St, ,",10019,Italian Wine Bars
Hudson Market Place,"755 9th Ave, ,",10019,Delis Sandwiches
Maison Kayser,"1800 Broadway, ,",10019,Bakeries
Vynl,"756 9th Ave, ,",10019,American (New) Thai Asian Fusion
Ocean Dragon,"877 10th Ave, ,",10019,Chinese Thai
FIKA,"41 W 58th St,",10019,Coffee & Tea Caterers Scandinavian
Totto Ramen Hell's Kitchen,"464 W 51st St, ,",10019,Ramen
Topaz Thai Authentic,"127 W 56th St, ,",10019,Thai
By Suzette,"1000 8th Ave,",10019,Creperies French Breakfast & Brunch
Mariella Pizza,"960 8th Ave, ,",10019,Pizza
Molyvos,"871 7th Ave, ,",10019,Greek Mediterranean
Joe G Pizza & Restaurant,"244 W 56th St, ,",10019,Pizza Italian
1605 Bistro,"Crowne Plaza, 1605 Broadway,",10019,American (New)
Manhattan Walking Tour,"55 W 55th St, ,",10019,Walking Tours
Steak 'n Shake,"1695 Broadway, ,",10019,Burgers Sandwiches
Ageha Sushi,"767 9th Ave, ,",10019,Sushi Bars
The Jolly Monk,"701 9th Ave, ,",10019,American (Traditional) Pubs
RoundHouse,"Balsey Park, 57th St & 9th Ave",10019,Mexican Fast Food
Azuri Cafe,"465 W 51st St, ,",10019,Middle Eastern Kosher
Desi Junction,"688 10th Ave, ,",10019,Indian Pakistani
Terakawa Ramen,"885C 9th Ave, ,",10019,Ramen
Shimizu,"318 W 51st St,",10019,Japanese Sushi Bars
Kitty's kitchen,"850 12th Avenue, ,",10019,Chinese Mexican
Bocca Di Bacco,"828 9th Ave, ,",10019,Italian
Kingside,"124 W 57th St, ,",10019,Cocktail Bars American (New)
Istanbul Kebab House,"712 9th Ave, ,",10019,Turkish Halal Mediterranean
Torishin,"362 W 53rd St, ,",10019,Japanese
The Jones,"788 9th Avenue, ,",10019,American (New) Breakfast & Brunch Comfort Food
La Bonne Soupe,"48 W 55th St, ,",10019,French American (New) Salad
Green Apple Gourmet Deli,"1625 Broadway, ,",10019,Delis
Library Bar at Hudson,"Hudson Hotel, 358 W 58th St,",10019,Lounges
Tout Va Bien,"311 W 51st St, ,",10019,French
Justino's Pizzeria,"881 10th Ave, ,",10019,Pizza
Ise Menkui-Tei,"58 W 56th St,",10019,Ramen
West End Bar & Grill,"813 8th Ave, ,",10019,Bars American (New) Breakfast & Brunch
Semsom Eatery,"1000S 8th Ave, ,",10019,Mediterranean
Merilu Pizza Al Metro,"791 9th Ave, ,",10019,Italian Pizza
Pizza Rollio,"1 W 58th St, ,",10019,Pizza
Hibernia,"401 W 50th St, ,",10019,Bars American (Traditional)
Bistro Milano,"1350 Ave Of The Americas,",10019,Italian Wine Bars Cocktail Bars
Hallo Berlin German Food Stand,"54TH St And 5th Ave, ,",10019,Food Stands German
Sacco Pizza,"819 9th Ave, ,",10019,Pizza
The Pearl Hotel,"233 W 49th St, ,",10019,Hotels
Angelo's Pizza,"1697 Broadway,",10019,Pizza Italian
Thalia Kitchen,"250 West 50th St,",10019,American (Traditional) Salad Pasta Shops
Crispin's,"764 10th Ave, ,",10019,Italian Seafood Mediterranean
Mi Nidito,"789 9th Ave,",10019,Mexican Vegan Vegetarian
Halal Cart,"9th Ave & 58th St, ,",10019,Halal
Legrande Lounge,"Time New York Hotel, 224 West 49th St,",10019,Lounges Tapas/Small Plates American (Traditional)
Glaze Teriyaki,"60 W 56th St, ,",10019,Japanese Korean Gluten-Free
Mariella Pizza,"935 8th Ave, ,",10019,Pizza
Plaza Hotel,"Fifth Avenue At Central Park S, ,",10019,Venues & Event Spaces Hotels
Aria Hell's Kitchen,"369 W 51st St, ,",10019,Italian Wine Bars
Lucky's Famous Burgers,"370 W 52nd St, ,",10019,Burgers
Pazza Notte,"1375 Avenue Of The Americas, ,",10019,Italian Lounges Cocktail Bars
New York Hilton Midtown,"1335 Ave Of The Americas, ,",10019,Hotels
Blockheads,"Worldwide Plaza, 322 W 50th St,",10019,Mexican Tex-Mex Vegan
Brasserie Cognac,"1740 Broadway, ,",10019,French
Vive La Crepe,"The Plaza Food Hall, 1 W 59th St,",10019,Desserts Creperies Breakfast & Brunch
Iroha Japanese Restaurant,"152 W 49th St, ,",10019,Japanese Sushi Bars Tapas/Small Plates
Iguana,"240 W 54th St, ,",10019,Dance Clubs Mexican Tex-Mex
Lincoln Park Grill,"867 9th Ave, ,",10019,Sports Bars American (Traditional)
Poulette Rotisserie,"790 9th Ave,",10019,French Chicken Wings Sandwiches
Anthos Upstairs,"36 W 52nd St, ,",10019,Greek
Fluffy's Cafe & Pizzeria,"370 W 58th St,",10019,Cafes Pizza American (Traditional)
The London Bar,"151 W 54th St, ,",10019,American (New) Bars
The Russian Tea Room,"150 W 57th St,",10019,Tea Rooms Russian Venues & Event Spaces
Faces & Names,"161 W 54th St, ,",10019,Bars Burgers American (Traditional)
Café Ole,"453 W 54th St, ,",10019,Sandwiches Coffee & Tea Music Venues
The Squeeze,"550 W 54th St, ,",10019,Health Markets Juice Bars & Smoothies Live/Raw Food
Szechuan Gourmet 56,242 W 56th St,10019,Szechuan
Brooklyn Diner,"212 W 57th St, ,",10019,Diners American (Traditional)
Playwright Tavern & Restaurant,"202 W 49th St,",10019,American (Traditional) Irish Pub Music Venues
Bar Masa,"10 Columbus Cir, 4th Fl,",10019,Japanese
Terrace 5,"11 W 53rd St, ,",10019,American (New) Italian
Lil Jay's,"591 W 58th St, ,",10019,Souvenir Shops Bagels Cafes
Kahve,"774 9th Ave, ,",10019,Coffee & Tea Cafes
François Payard Bakery,"1 W 59th St, ,",10019,Bakeries Coffee & Tea Sandwiches
Fresco Tortillas,"858 10th Ave, ,",10019,Tex-Mex
Blue Dog Cafe,"155 W 56th St, ,",10019,Coffee & Tea Sandwiches
Food King Chinese Kitchen,"694 10th Ave, ,",10019,Chinese
Remi,"145 W 53rd St,",10019,Italian Wine Bars Gluten-Free
China Gourmet,"877 8th Ave, ,",10019,Chinese
The London NYC,"151 W 54th St, ,",10019,Hotels
Famous Amadeus Pizza - Hell's Kitchen,"840 8th Ave, ,",10019,Pizza Burgers Italian
MoMA Café 2,"The Museum of Modern Art, 11 W 53rd St 2nd Fl,",10019,Italian
Bella Vita Pizzeria,"158 W 58th St, ,",10019,Pizza
Russian Samovar,"256 W 52nd St, ,",10019,Russian Bars
Subway,"250 W 54th St, ,",10019,Sandwiches Fast Food
Subway,"873 7th Ave, ,",10019,Sandwiches Fast Food
Chai Thai Kitchen,"930 8th Ave, ,",10019,Thai
the Quin,"101 W 57th St,",10019,Hotels
West Side Market Place,"790 11th Ave, ,",10019,American (New)
Hampton Inn Manhattan-Times Square North,"851 Eighth Ave,",10019,Hotels Bed & Breakfast
Papaya King Food Truck,"224 W 57th St, ,",10019,Food Trucks American (New) Fast Food
Sammys House Of  BBQ,"49 W 55th St,",10019,Barbeque
Bann Restaurant,"350 W 50th St,",10019,Korean Barbeque
Up Thai,"1411 2nd Ave, ,",10021,Thai
Come Prima Ristorante,"903 Madison Ave,",10021,Bars Italian
Cabana Restaurant,"1022 3rd Ave, ,",10021,Latin American Cuban Caribbean
The Carlyle Restaurant,"The Carlyle, 35 E 76th St,",10021,French
Vivolo Restaurant,"140 E 74th St, ,",10021,Italian
Agra Restaurant,"807 Lexington Ave, 2nd Fl,",10021,Indian
Caffe dei Fiori,"973 Lexington Ave, ,",10021,Italian
Latin Bites,"419 E 70th St,",10021,Latin American American (Traditional)
Sant Ambroeus,"1000 Madison Ave,",10021,Italian Desserts Coffee & Tea
Bohemian Spirit,"321 East 73rd St, ,",10021,Czech
Cafe Boulud,"20 E 76th St, ,",10021,French
Wajima Japanese Restaurant,"134 E 61st St, ,",10021,Japanese Noodles Seafood
Via Quadronno,"25 E 73rd St,",10021,Sandwiches Italian
Jones Wood Foundry,"401 E 76th St,",10021,British Bars Gastropubs
Roy's Fish Market,"1138 1st Ave, ,",10021,Seafood Markets Sushi Bars
Seamstress,"339 E 75th St, ,",10021,American (New) Cocktail Bars
Oita Sushi,"1317A 2nd Ave 69th St,",10021,Sushi Bars Japanese Caterers
Persepolis,"1407 2nd Ave, ,",10021,Middle Eastern Persian/Iranian Salad
Marche Madison,"931 Madison Ave, ,",10021,Delis Italian Greek
Mezzaluna,"1295 3rd Ave, ,",10021,Italian
Bella Blu,"967 Lexington Ave, ,",10021,Italian
Garden Court Cafe,"The Asia Society, 725 Park Ave,",10021,Cafes Asian Fusion
Yia Yia's- Homemade Greek Food,"404 E 69th St,",10021,Greek Fast Food
Sushi Seki,"1143 1st Ave, ,",10021,Japanese Sushi Bars
Rangoli Exquisite Indian Cuisine,"1393 A 2nd  Ave, ,",10021,Indian
Sette Mezzo,"969 Lexington Ave, ,",10021,Italian
Campagnola Restaurant,"1382 1st Ave, ,",10021,Italian
Eats,"1055 Lexington Ave, ,",10021,American (New) Burgers Seafood
Two Lizards Mexican Bar & Grill,"1365 1st Ave, ,",10021,Mexican Bars
Eric Kayser,"1294 3rd Ave, ,",10021,Breakfast & Brunch Bakeries French
Three Guys Restaurant,"960 Madison Ave, Ste 1,",10021,American (Traditional)
Achar,"1365 1st Ave, ,",10021,Indian
B Cafe East,"240 E 75th St, ,",10021,Bars Belgian
Orsay,"1057 Lexington Ave, ,",10021,French
Petaluma,"1356 1st Ave, ,",10021,Italian American (Traditional) Wine Bars
Pizza Park,"1233 1st Ave, ,",10021,Pizza
Jean Claude 2,"1343 2 Ave, ,",10021,French
Big Boss Halal Food,"York Ave & E 69th St, ,",10021,Food Stands Halal
JG Melon,"1291 Third Ave, ,",10021,Burgers American (Traditional)
5 Napkin Burger,"1325 2nd Ave, ,",10021,Burgers
The Candle Cafe,"1307 3rd Ave, ,",10021,Vegan
Bar Pleiades,"Surrey Hotel, 20 E 76th St,",10021,Cafes Cocktail Bars
Tanoshi Bento,"1372 York Ave, ,",10021,Japanese Sushi Bars
Ikeno Hana,"1016 Lexington Ave, Ste 1,",10021,Sushi Bars
Brasserie Cognac East,"963 Lexington Ave, ,",10021,Cocktail Bars French Brasseries
Jackson Hole,"232 E 64th St, ,",10021,American (Traditional) Burgers
Uskudar Turkish Restaurant,"1405 2nd Ave, Ste 1,",10021,Turkish
Shanghai,"1388 2nd Ave, ,",10021,Chinese
sweetgreen,"1321 1st Ave,",10021,Salad Vegetarian
Finestra Restaurant,"1370 York Ave, ,",10021,Italian
Butterfield Market,"1114 Lexington Ave, ,",10021,Fruits & Veggies Delis
Tanoshi Sushi Sake Bar,"1372 York Ave,",10021,Sushi Bars Japanese Seafood
Sasabune,"401 E 73rd St,",10021,Japanese Sushi Bars
Bareburger,"1370 1st Ave, ,",10021,Burgers Salad American (Traditional)
William Poll,"1051 Lexington Ave, ,",10021,Sandwiches Specialty Food
Trend Diner,"1382 2nd Ave, ,",10021,Diners Breakfast & Brunch Burgers
Per Lei,"1347 2nd Ave,",10021,Italian
Le Charlot,"20 E 69th St,",10021,French
Mariella Pizza,"965 Lexington Ave, ,",10021,Pizza
Italian Cultural Institute,"686 Park Avenue, ,",10021,Italian
Good Health,"1435 1st Ave, ,",10021,Vegetarian American (New)
Sant Ambroeus Coffee Bar,"Loews Regency Hotel, 540 Park Ave 61st St,",10021,Desserts Cafes
Gina Mexicana,"145 E 61st St, ,",10021,Cocktail Bars Mexican
Caravaggio,"23 E 74th St, ,",10021,Italian
First Hungarian Literary Soc,"323 E 79th Street, ,",10021,Restaurants
Cafe Carlyle,"The Carlyle, 35 E 76th St,",10021,Jazz & Blues French
Beanocchio Cafe,"1431 York Ave,",10021,Coffee & Tea Soup Sandwiches
Szechuan Kitchen,"1518 1st Ave, ,",10021,Chinese
TBar Steak & Lounge,"1278 3rd Ave, ,",10021,Steakhouses American (New) Seafood
Papadam,"1448 1st Ave, ,",10021,Indian
Delizia 73,"1374 1st Ave, ,",10021,Pizza
Mile 17 Bar & Restaurant,"1446 1st Ave,",10021,Sports Bars American (New) Breakfast & Brunch
Oyogu Restaurant,"1164 1st Ave, ,",10021,Japanese
Casimir & CO,"1022A Lexington Ave, ,",10021,French
Beach Cafe,"1326 2nd Ave, ,",10021,American (Traditional) Burgers Pizza
Gina la Fornarina - Lexington Ave,"1016 Lexington Ave, ,",10021,Italian
Great Performances Garden Cafe,"725 Park Ave, ,",10021,Restaurants
El Rey del Sabor,"166 E 60th St, ,",10021,Food Stands Mexican
Mel's Burger Bar,"1450 Second Ave, ,",10021,Burgers Lounges
Viand Cafe,"673 Madison Ave, ,",10021,American (Traditional) Bakeries Breakfast & Brunch
Szechuan,"1347 2nd Avenue, ,",10021,Chinese
McDonald's,"1286 1st Ave, ,",10021,Burgers Fast Food
Cafe Luka,"1319 1st Ave, ,",10021,Diners Cafes
Gotham Cafe,"1298 2nd Ave, ,",10021,Coffee & Tea Sandwiches
The Coffee Inn,"1316 1st Avenue, ,",10021,Coffee & Tea Breakfast & Brunch
Zucchero E Pomodori,"1435 2nd Ave, ,",10021,Italian
Oslo Coffee Roasters,"422 E 75th St, ,",10021,Coffee & Tea Cafes
Il Mulino New York,"37 E 60th St, ,",10021,Italian
Neil's Coffee Shop,"961 Lexington Ave, ,",10021,Breakfast & Brunch Cafes
A La Turka,"1417 2nd Ave,",10021,Turkish
Famous Original Ray's Pizza,"811 Lexington Ave, ,",10021,Pizza Italian
Club Macanudo,"26 E 63rd St, ,",10021,Tobacco Shops Bars
Cafe Americano,"964 Lexington Ave,",10021,Coffee & Tea Breakfast & Brunch Cocktail Bars
Il Riccio,"152 E 79th St, ,",10021,Italian Seafood Pasta Shops
The Allie Way Sports Bar,"413 E 70th St, ,",10021,Sports Bars Burgers Sandwiches
Il Vagabondo,"351 E 62nd St, ,",10021,Italian
McKeown's,"1303 3rd Ave,",10021,Burgers American (Traditional) Irish Pub
Muscle Maker Grill,"1413 2nd Ave,",10021,Salad Juice Bars & Smoothies Sandwiches
Leaping Frog Cafe,"830 5th Avenue, ,",10021,Restaurants
Halal Cart,"E 68th St, between Park Ave and Lexington Ave, ,",10021,Halal Food Stands
Szechuan Gourmet,"1395 2nd Ave, ,",10021,Chinese
PJ Bernstein,"1215 3rd Ave, ,",10021,Diners
Hot Dog Vendor 69th and Fifth Ave,"corner of 69th St and Fifth Avenue,",10021,Food Stands Hot Dogs
Le Pain Quotidien,"East 72nd St And 5th Ave, ,",10021,Coffee & Tea Belgian Breakfast & Brunch
Parlor Steak and Fish,"1600 3rd Ave, ,",10021,Seafood Steakhouses Breakfast & Brunch
Lenwich,"1269 1st Ave, ,",10021,Sandwiches Salad Breakfast & Brunch
Nuts 4 Nuts,"5th Ave & E 72nd St, ,",10021,Food Stands
Joe Coffee,"1045 Lexington Ave, ,",10021,Cafes Coffee & Tea Sandwiches
Matsu Sushi,"411 E 70th St,",10021,Sushi Bars Japanese
Lexington Bar & Books,"1020 Lexington Ave, ,",10021,Bars American (Traditional)
Bistro Le Steak,"1309 3rd Ave, ,",10021,French Steakhouses
Fratelli Brick Oven Pizzeria,"1317 1st Ave, ,",10021,Italian Pizza Gluten-Free
Cafe Bacio,"1223 3rd Ave, ,",10021,Cafes
Tang's Garden,"1328 3rd Ave, ,",10021,Chinese Chicken Wings
Amaranth Restaurant,"21 E 62nd St, ,",10021,Mediterranean
Afghan Kebab House II,"1345 2nd Ave, ,",10021,Afghan Seafood
Alex Cafe & Deli,"1018 Lexington Ave, ,",10021,Cafes Delis
Canyon Road,"1470 1st Ave, ,",10021,Tex-Mex
The Surrey,"20 E 76th St, ,",10021,Hotels
Nello,"696 Madison Ave, ,",10021,Italian
EJ's Luncheonette,"1271 3rd Ave, ,",10021,Diners Breakfast & Brunch
Bottega Restaurant,"1331 2nd Ave, ,",10021,Italian
Wrap-N-Run,"1125 Lexington Ave, ,",10021,Burgers Sandwiches Juice Bars & Smoothies
Arlington Club,"1032 Lexington Ave, ,",10021,Steakhouses Sushi Bars American (New)
Simla Indian Restaurant,"304 E 78th St Frnt, ,",10021,Restaurants
Areeya Thai Cuisine,1393A 2nd Ave,10021,Thai
Flora Bar,"945 Madison Ave,",10021,Bars
Tanoshi Tei,"1374 York Ave,",10021,Japanese Sushi Bars
The Stumble Inn,"1454 2nd Ave, ,",10021,American (Traditional) Pubs
Sant Ambroeus Coffee Bar At Sotheby's,"1334 York Ave, Fl 10 Terrace,",10021,Desserts Cafes Coffee & Tea
Beijing Wok,"1324 2nd Ave, ,",10021,Chinese
Panda Express,"1277 1st Ave, ,",10021,Chinese Fast Food
Hale & Hearty Soups,"849 Lexington Ave, ,",10021,Fast Food Sandwiches Soup
Hunter Delicatessen,"966 Lexington Ave, ,",10021,Delis
2nd Ave Deli,"1442 1st Ave, ,",10021,Delis
Fresh&Co,"1260 Lexington Ave, ,",10021,Salad Sandwiches Soup
Don Filippo Restaurant,"1133 Lexington Ave, ,",10021,Pizza
Pizzcafe Express,"1105 Lexington Ave, Apt 3R,",10021,Pizza
Nino's Restaurant,"1354 1st Ave, ,",10021,Italian
Murphy's Law,"417 E 70th St, ,",10021,American (Traditional) Sports Bars Irish
Numero 28 Pizzeria Napoletana,"1431 1st Ave, ,",10021,Pizza Bars
La Maison Du Chocolat,"1018 Madison Ave, ,",10021,Chocolatiers & Shops
John & Tony's Trattoria Caffe,"1097 1st Ave, ,",10021,Pizza
Hanabi,"1450 2nd Ave, ,",10021,Sushi Bars
Le Pain Quotidien - East 77th,"252 E 77th St, ,",10021,Coffee & Tea Breakfast & Brunch Belgian
Voila 76 Country Kitchen,"1452 2nd Ave, ,",10021,American (New)
The Smith,"956 2nd Ave, ,",10022,American (Traditional) Breakfast & Brunch Brasseries
La Gioconda,"226 E 53rd St, ,",10022,Italian Wine Bars
The Bar Room,"117 E 60th St, ,",10022,American (New) Cocktail Bars
Aquavit,"65 E 55th St, ,",10022,Scandinavian
Little Collins,"667 Lexington Ave, ,",10022,Cafes
Under The Bridge,"1079 1st avenue, ,",10022,Greek Mediterranean
Bistango,"The Kimberly Hotel, 145 E 50th St,",10022,Italian Gluten-Free Cocktail Bars
Somm Time,"959 2nd Ave, ,",10022,Wine Bars Tapas/Small Plates Cocktail Bars
Bill's Townhouse,"57 E 54th St, ,",10022,American (New) Salad Sandwiches
Amali,"115 E 60th St,",10022,Mediterranean
Nerai,"55 E 54th St,",10022,Greek Mediterranean
Naya Mezze & Grill,"1057 2nd Ave,",10022,Middle Eastern Mediterranean
Hillstone Restaurant,"153 E 53rd St, ,",10022,Jazz & Blues American (New) Sushi Bars
57 Belle House,"151 E 57th St, ,",10022,American (New) French Breakfast & Brunch
Sofia Wine Bar,"242 E 50th St,",10022,Italian Wine Bars
The Stag's Head,"252 E 51st St, Ste 1,",10022,American (New) Breakfast & Brunch Cocktail Bars
Sukhumvit 51,"224 E 51st St, ,",10022,Thai
Bottle and Bine,"1085 2nd Ave,",10022,Wine Bars American (New) Cocktail Bars
Matisse,"924 2nd Ave, ,",10022,French
Kiss My French,"303 E 53rd St,",10022,Tapas Bars French Cocktail Bars
Uncorked Bar & Grill,"344 E 59th St,",10022,Wine Bars Lounges Tapas/Small Plates
Nare Sushi,"115 E 57th St,",10022,Sushi Bars Japanese
Kurant,"1091 2nd Ave, ,",10022,Wine Bars American (New)
Shinya Shokudo,"248 E 52 St, ,",10022,Ramen
Dawat Haute Indian Cuisine,"210 E 58th St, ,",10022,Indian
My Pie,"696 Lexington Ave, ,",10022,Italian Pizza
Totto Ramen,"248 E 52nd St, ,",10022,Ramen Soup
Da Raffaele,"883 First Ave, ,",10022,Italian
The Jeffrey Craft Beer & Bites,"311 E 60th St,",10022,Bars Gastropubs American (New)
Fig & Olive,"10 E 52nd St, ,",10022,Mediterranean French Italian
Go! Go! Curry!,"235 E 53rd St, ,",10022,Japanese Fast Food
Our Place Tea Garden,"141 E 55th St, ,",10022,Chinese
Omar's Kitchen & Bakery,"154 E 55th St, ,",10022,Halal Middle Eastern Mediterranean
Sushi You,"246 E 51st St, Ste 1,",10022,Sushi Bars Japanese
The Upsider,1004 2nd Ave,10022,American (New) Breakfast & Brunch Cocktail Bars
Bareburger,"253 E 52nd St,",10022,Salad American (Traditional) Burgers
Crave Fishbar,"945 2nd Ave, ,",10022,Seafood
Antico Noè,"220 E 53rd St, ,",10022,Sandwiches Italian Breakfast & Brunch
Pierre Loti Midtown,"300 E 52nd St, ,",10022,Wine Bars Tapas/Small Plates Turkish
Upper Story by Charlie Palmer,"979 3rd Ave, Fl 14,",10022,Venues & Event Spaces American (New)
Salvation Burger,"230 E 51st St, ,",10022,Burgers Salad Cocktail Bars
Le Bateau Ivre,"230 E 51st St,",10022,French Wine Bars
Yakiniku Gen,"250 E 52nd St,",10022,Japanese
Deux Amis,"356 E 51st St, ,",10022,French
The Picnic Basket,"805 3rd Ave,",10022,Cafes Sandwiches Gluten-Free
Chola,"232 E 58th St, ,",10022,Indian Buffets
Grand Sichuan Eastern,"1049 2nd Ave, ,",10022,Szechuan
Dos Caminos,"825 3rd Ave, ,",10022,Mexican
Tomi Jazz,"239 E 53rd St,",10022,Japanese Jazz & Blues
Tijuana Tacos Bar & Grill,"330 East 53 Street, Suite#1,",10022,Mexican
The Madison Room,"The New York Palace, 455 Madison Ave,",10022,Bars American (Traditional)
"Atwood, Kitchen & Bar Room","986 2nd Ave,",10022,American (Traditional) Cocktail Bars Breakfast & Brunch
Ess-a-Bagel,"831 3rd Ave, ,",10022,Bakeries Bagels Delis
Cello Wine Bar,"229 E 53rd St, ,",10022,Wine Bars Tapas/Small Plates Music Venues
Serafina Osteria,"38 E 58th St, ,",10022,Italian Wine Bars Beer Bar
Cellini Restaurant,"65 E 54th St, ,",10022,Italian
La Chine,"540 Lexington Ave,",10022,Chinese
Club A Steakhouse,"240 E 58th St, ,",10022,Steakhouses
Felidia,"243 E 58th St, ,",10022,Italian
Bistro Vendome,"405 East 58th St, ,",10022,French
Fabio Cucina Italiana,"214 E 52nd St,",10022,Italian
