name,address,zipcode,cuisine,violation_code,critical_flag,grade
"dunkin' donuts, baskin robbins",13850 jamaica avenue,11435,donuts,04H,Critical,A
maoz vegetarian,38 union square east,10003,vegetarian,10F,Not Critical,A
showman's cafe,375 west  125 street,10027,american,09A,Not Critical,A
five guys famous burgers and fries,25455 horace harding expressway,11362,hamburgers,02G,Critical,A
glen terrace,5313 avenue n,11234,american,06D,Critical,A
little thanh da,5624 8 avenue,11220,vietnamese/cambodian/malaysia,04H,Critical,A
shahi darbar,8347 258 street,11004,indian,02B,Critical,A
lety bakery,7707 37 avenue,11372,bakery,10F,Not Critical,A
the horsebox,218 avenue a,10009,american,10F,Not Critical,A
tru-jerk,21917 merrick blvd,11413,caribbean,10F,Not Critical,A
brooklyn moon cafe,745 fulton street,11217,caribbean,10H,Not Critical,A
empire szechuan garden,3041 avenue v,11229,chinese,10F,Not Critical,A
fu wang chinese restaurant,314 east  194 street,10458,chinese,08A,Not Critical,A
berrylicious frozen yogurt & coffee bar,6948 main st,11367,"ice cream, gelato, yogurt, ices",10F,Not Critical,A
gershwin theatre,222 west   51 street,10019,american,10F,Not Critical,A
barbalu,225 front street,10038,italian,06D,Critical,A
subway,666 5 avenue,10103,sandwiches,06C,Critical,A
ghoroa restaurant,16841 hillside ave,11432,bangladeshi,02G,Critical,A
bagel shoppe,21503 73 avenue,11364,bagels/pretzels,10F,Not Critical,A
pumps exotic bar,1077 grand street,11211,american,08A,Not Critical,A
yofresh new york,4724 5th ave,11220,"ice cream, gelato, yogurt, ices",10F,Not Critical,A
marine park gulf course,2880 flatbush avenue,11234,american,09C,Not Critical,A
mjb south (namm cafe),300 jay street,11201,american,06F,Critical,A
minamoto kitchoan,509 madison ave,10022,japanese,10A,Not Critical,A
mad river bar & grille,1442 3 avenue,10028,american,10F,Not Critical,A
zucker bakery,433 east    9 street,10009,café/coffee/tea,10F,Not Critical,A
munchy's,625 8 avenue,10018,delicatessen,02G,Critical,A
vital blends,253 schenectady ave,11213,"juice, smoothies, fruit salads",10F,Not Critical,A
city tech cafe,186 jay street,11201,american,10F,Not Critical,A
two boots,126 roosevelt avenue,11368,pizza,06E,Critical,A
stand 112,126 roosevelt avenue,11368,american,10I,Not Critical,A
two boots,126 roosevelt avenue,11368,american,02G,Critical,A
stand 123,126 roosevelt avenue,11368,american,10F,Not Critical,A
nathan's hot dogs,126 roosevelt avenue,11368,american,04A,Critical,A
stand 110,126 roosevelt avenue,11368,american,02B,Critical,A
rarytas manor,5509 metropolitan avenue,11385,eastern european,10F,Not Critical,A
panera bread,6135 junction boulevard,11374,american,04H,Critical,A
fruitti yummi frozen yogurt,10308 roosevelt ave,11368,"ice cream, gelato, yogurt, ices",06F,Critical,A
left field rest acela 340,126 roosevelt avenue,11368,american,02G,Critical,A
stand 137,126 roosevelt avenue,11368,american,02B,Critical,A
two boots,126 roosevelt avenue,11368,american,04A,Critical,A
new york mets home clubhouse,12301 roosevelt avenue,11368,american,02G,Critical,A
sterling market,126 roosevelt avenue,11368,american,02B,Critical,A
club bar #2 horseshoe bar (1st base),126 roosevelt avenue,11368,american,04N,Critical,A
new york mets visitors clubhouse,12301 roosevelt avenue,11368,american,06D,Critical,A
cristina deli,1237 150th st,11357,delicatessen,10F,Not Critical,A
china moon,7 east 47 street,10017,chinese,09B,Not Critical,A
peking chinese restaurant,14106 northern boulevard,11354,chinese,02B,Critical,A
subrosa,22 little west 12th st,10014,spanish,04A,Critical,A
"subway, carvel ice cream",3025 stratton street,11354,sandwiches,02G,Critical,A
popeyes louisiana kitchen,1422 fulton street,11216,chicken,10I,Not Critical,A
taco bell,1884 third avenue,10029,mexican,10F,Not Critical,A
relish caterers,2501 3rd ave,10451,american,10F,Not Critical,A
scalino g.p.,659 manhattan ave,11222,italian,04L,Critical,A
new island garden,1364 bay street,10305,chinese,09C,Not Critical,A
stand 205,1 east 161 street,10451,american,06D,Critical,A
stand 321,1 east  161 street,10451,american,06E,Critical,A
stand 115,1 east  161 street,10451,american,08A,Not Critical,A
gate 2 picnic area,1 east  161 street,10451,american,06E,Critical,A
pylos,128 east    7 street,10009,greek,06C,Critical,A
don chingon,216 flatbush ave,11217,mexican,06C,Critical,A
stand 232,1 east 161 street,10451,american,10F,Not Critical,A
mohegan sun sports bar,1 east  161 street,10451,american,02G,Critical,A
davis polk dining room,450 lexington avenue,10017,american,09C,Not Critical,A
applebee's,1776 eastchester rd,10461,american,06D,Critical,A
fassst cafe (second stage theatre),305 west 43 street,10036,american,10I,Not Critical,A
blue,1115 richmond terrace,10310,mediterranean,10F,Not Critical,A
stand 125 food court,1 east 161 street,10451,american,06D,Critical,A
dunkin' donuts,387 jay street,11201,donuts,10F,Not Critical,A
dunkin' donuts,407 avenue p,11223,donuts,10E,Not Critical,A
dugout lounge inseat pantry 3b,1 east  161 street,10451,american,09C,Not Critical,A
suite pantry suite 4,1 east 161 street,10451,american,08A,Not Critical,A
stand 110 b,1 east  161 street,10451,american,09A,Not Critical,A
cafe to go,2858 32nd st,11102,american,10B,Not Critical,A
mcdonald's,3267 richmond avenue,10312,hamburgers,10F,Not Critical,A
fratelli's market place,0 wards island/2fl,10057,american,10A,Not Critical,A
insomnia cookies,304 w 14th st,10014,american,10D,Not Critical,A
all american coffee shop,3519 37 avenue,11101,american,08A,Not Critical,A
marina delray,2894 schurz ave,10465,american,10B,Not Critical,A
cosmos restaurant,726 east tremont avenue,10457,spanish,10F,Not Critical,A
peter callahan catering,137 west   25 street,10001,american,10F,Not Critical,A
joseph's ristorante,3 hanover square,10004,italian,04K,Critical,A
lin china wok,537 e 137th st,10454,chinese,10I,Not Critical,A
custom burgers,0 laguardia airport,11369,american,10F,Not Critical,A
fay da bakery,321 6 avenue,10014,chinese,10F,Not Critical,A
cafe triskell,3304 36 avenue,11106,french,06C,Critical,A
golden pizza,504 east  138 street,10454,pizza,06D,Critical,A
pie pie pizza,2127 amsterdam avenue,10032,pizza,04L,Critical,A
bienestar y salud/ herbalife,4006 case street,11373,café/coffee/tea,06F,Critical,A
china garden restaurant,1157 broadway,11221,chinese,08A,Not Critical,A
brooklyn bridge garden bar,nka brooklyn bridge park,11201,american,10F,Not Critical,A
dunkin' donuts,370 lexington avenue,10168,donuts,10D,Not Critical,A
the ship,158 lafayette st,10013,american,06D,Critical,A
o'sake japanese restaurant,263 beach  116 street,11694,japanese,04L,Critical,A
subway,2165 frederick douglass blvd,10026,sandwiches/salads/mixed buffet,02B,Critical,A
schaffer's tavern,2055 victory boulevard,10314,american,06D,Critical,A
little anthonys deli & pizza,15019 liberty avenue,11433,pizza,10F,Not Critical,A
wichcraft,62 chelsea piers,10011,sandwiches/salads/mixed buffet,04L,Critical,A
google 5bb,76 9 avenue,10011,american,10F,Not Critical,A
jp's bar,2953 gravesend neck road,11229,american,04L,Critical,B
applebee's,234 west   42 street,10036,american,10A,Not Critical,A
il sogno italiano ristorante,26 jefferson boulevard,10312,italian,08A,Not Critical,A
king noodle,1045 flushing ave,11237,american,08C,Not Critical,A
champagne bar and rose club,768 fifth ave,10019,american,06C,Critical,A
el rancho vegano,2270 2nd ave,10035,spanish,02B,Critical,B
dean & deluca,1 rockefeller plaza,10020,café/coffee/tea,09C,Not Critical,A
lenfest cafe - jerome green hall,435 west  116 street,10027,café/coffee/tea,10F,Not Critical,A
bello amanecer,3757 94 street,11372,"juice, smoothies, fruit salads",08A,Not Critical,A
the half king,505507 west 23 street,10011,american,02A,Critical,A
subway,100 bushwick avenue,11206,sandwiches/salads/mixed buffet,02B,Critical,A
yogurt couture,21267a 26th ave,11360,"ice cream, gelato, yogurt, ices",10F,Not Critical,A
adventures amusements park,1824 shore parkway,11214,american,10F,Not Critical,A
sofitel new york,45 w 44th st,10036,american,06C,Critical,A
bavaria bierhouse,19 s william st,10004,german,02G,Critical,A
the coffee inn,1316 1 avenue,10021,café/coffee/tea,06D,Critical,A
subway,314 west   58 street,10019,sandwiches,09B,Not Critical,A
circle line brooklyn,0 west 42 street,10036,american,06D,Critical,A
dunkin' donuts,1320 hutchinson river parkway,10461,donuts,10B,Not Critical,A
cho-sen garden,6443 108 street,11375,jewish/kosher,02B,Critical,A
constantines deli,20510 48 avenue,11364,delicatessen,06C,Critical,A
mcdonald's,1286 1 avenue,10021,hamburgers,04L,Critical,A
jalopy,315 columbia street,11231,café/coffee/tea,10B,Not Critical,A
tree of life,1518 gates ave,11237,"juice, smoothies, fruit salads",10B,Not Critical,A
mott corner,58 kenmare street,10012,american,10F,Not Critical,A
ford foundation cafeteria,320 east   43 street,10017,american,10F,Not Critical,A
fred's,476 amsterdam ave,10024,american,02H,Critical,A
mcdonald's,372 east fordham road,10458,hamburgers,10B,Not Critical,A
isabella's frozen treats,5503 69 street,11378,"ice cream, gelato, yogurt, ices",10F,Not Critical,A
new world stages & the green room,343 w 49th st,10019,other,06D,Critical,A
mermaid inn,96 2 avenue,10003,seafood,10B,Not Critical,A
ting hua chinese restaurant,351 smith st,11231,chinese,10A,Not Critical,B
lavazza espresso bar,0 jfk international airport,11430,american,10F,Not Critical,A
original vegetarian restaurant,752 nostrand avenue,11216,vegetarian,04L,Critical,A
new china garden,724 nereid avenue,10466,chinese,08C,Not Critical,A
vu bar,17 west   32 street,10001,american,04J,Critical,A
mcdonald's,819 pennsylvania avenue,11207,hamburgers,06E,Critical,A
c j banquet latino,5641 59 street,11378,mexican,06C,Critical,A
van leeuwen artisan ice cream,48 1/2 east    7 street,10003,"ice cream, gelato, yogurt, ices",10F,Not Critical,A
langqi seafood restaurant,5701 7 avenue,11220,chinese,10B,Not Critical,A
tierras colombianas,3301 broadway,11106,spanish,08A,Not Critical,A
tea and sympathy,108 greenwich avenue,10011,english,04A,Critical,A
domino's,3484 boston road,10469,pizza,08B,Not Critical,A
africana restaurant,14612 liberty avenue,11435,african,10F,Not Critical,A
suny maritime university (s and e cafe),6 pennyfield avenue,10465,café/coffee/tea,10J,Not Critical,A
third service bar,11000 rockaway boulevard,11420,american,10F,Not Critical,A
baccarat club,11000 rockaway boulevard,11420,american,04A,Critical,A
schnippers,570 lexington ave,10022,american,09C,Not Critical,A
"dunkin' donuts, baskin robbins",1703 third avenue,10128,donuts,06D,Critical,A
liberty bar,11000 rockaway boulevard,11420,american,10F,Not Critical,A
"dunkin' donuts, baskin robbins",542 e 14th st,10009,donuts,10F,Not Critical,A
beijing chinese restaurant,223 east   14 street,10003,chinese,10B,Not Critical,A
bkb,321 east   73 street,10021,american,06C,Critical,A
bagels & wraps,523 5 avenue,11215,american,06D,Critical,A
duet,6181 strickland avenue,11234,bakery,10F,Not Critical,A
friends and lovers,641 classon ave,11238,american,10I,Not Critical,A
douglaston golf snacks,6320 marathon parkway,11362,american,06E,Critical,A
room cafe,3530 farrington street,11354,korean,10F,Not Critical,A
son de cali bakery,877 wyckoff avenue,11385,bakery,10F,Not Critical,A
ubs,1285 6 avenue,10019,american,06C,Critical,A
biriyani house,4345 43 street,11104,bangladeshi,10B,Not Critical,A
the confession box,304 east   78 street,10075,american,10B,Not Critical,B
15 flavors,1763 crosby ave,10461,"ice cream, gelato, yogurt, ices",04L,Critical,A
james restaurant,605 carlton avenue,11238,american,10I,Not Critical,A
wibar,0 la guardia airport,11371,sandwiches/salads/mixed buffet,06D,Critical,A
members dining room @ the met museum,1000 5 avenue,10028,american,06D,Critical,A
chris restaurant,1866 86 street,11214,polish,08A,Not Critical,A
dunkin' donuts,568 w 235th st,10463,donuts,10F,Not Critical,A
ritmo's 60,3223 steinway street,11103,american,04C,Critical,A
saint anns,26315 union turnpike,11004,american,06D,Critical,A
the meatball shop,447 amsterdam ave,10024,american,09A,Not Critical,A
milk and roses,1110 manhattan avenue,11222,italian,10F,Not Critical,A
farmers pizzeria,11136 farmers boulevard,11412,pizza,02B,Critical,A
randolph,104 south 4th street,11249,armenian,10F,Not Critical,A
fiesta grill,6912 roosevelt avenue,11377,filipino,10E,Not Critical,A
subway,3927 bell boulevard,11361,sandwiches,06D,Critical,A
teriyaki japan,6814 4th ave,11220,japanese,10F,Not Critical,A
cones cafe and watermark bar & lounge,78 south street,10038,american,10F,Not Critical,A
dunkin' donuts,18905 linden blvd,11412,donuts,06E,Critical,A
analogue,19 w 8th st,10011,american,10F,Not Critical,A
kyoto sushi,161 nassau ave,11222,japanese,06D,Critical,A
mana,646 amsterdam avenue,10025,japanese,10F,Not Critical,A
carvel ice cream,6924 5 avenue,11209,"ice cream, gelato, yogurt, ices",06D,Critical,A
popeyes louisiana kitchen,1602 bruckner blvd,10473,chicken,10F,Not Critical,A
sybil's bakery,13217 liberty avenue,11419,caribbean,08A,Not Critical,A
king wok,6910 myrtle avenue,11385,chinese,06D,Critical,A
just salad,315 park ave s,10010,salads,10F,Not Critical,A
new hong kong kitchen,1907 lexington ave,10035,chinese,06C,Critical,A
congress,208 court st,11201,american,06C,Critical,A
lace,725 7 avenue,10019,american,08C,Not Critical,A
santos anne,366 union avenue,11211,french,04K,Critical,B
studio twenty one,59 west   21 street,10010,american,06D,Critical,A
pergola des artistes,252 west   46 street,10036,french,10B,Not Critical,A
kings theatre,1027 flatbush ave,11226,american,06C,Critical,A
