name,address,zipcode,cuisine
wolfgang's steakhouse,"250 w 41st st, ,",10036,steakhouses american (traditional)
the jolly goat coffee bar,"515 w 47th st,",10036,coffee & tea cafes bagels
wrapido,"673 9th ave, ,",10036,middle eastern fast food salad
añejo,"668 10th ave, ,",10036,mexican tapas/small plates
conde nast cafeteria,"4 times sq, ,",10036,cafes
tasty hand pulled noodles ii,"648 9th ave, ,",10036,noodles
ollie's sichuan,"411 w 42nd st, ,",10036,szechuan
don giovanni ristorante,"358 w 44th st,",10036,italian pizza
wu liang ye,"36 w 48th st, ,",10036,szechuan
the red flame,"67 w 44th st, ,",10036,diners
ivan ramen slurp shop,"600 11th ave,",10036,ramen
the counter,"7 times square, ,",10036,burgers american (new)
bocca di bacco,"635 9th ave, ,",10036,italian
ilili box,"row hotel nyc, 700 8th ave,",10036,mediterranean
park italian gourmet,"60 w 45th st, ,",10036,italian delis sandwiches
tulcingo del valle,"665 10th ave,",10036,mexican
fat mac,", ,",10036,american (new)
hell's chicken,"641 10th ave,",10036,chicken wings
the perfect pint,"123 w 45th st, ,",10036,american (new) american (traditional) irish pub
frankies spuntino,"1095 6th ave, , whole food market",10036,italian
the french quarters guest apartments,"346 w 46th st,",10036,hotels
breads bakery - bryant park kiosk,"42nd st and sixth ave, bryant park,",10036,bakeries coffee & tea sandwiches
tmt carribbean delights,"48-98 w 46th st, ,",10036,food trucks caribbean
virgil's real barbecue,"152 w 44th st, ,",10036,barbeque
cafe 22,"5 times sq, 22nd fl,",10036,cafes buffets
minar indian restaurant,"138 w 46th st,",10036,indian
le rivage,"340 w 46th st, ,",10036,french
don't tell mama,"343 w 46th st, ,",10036,bars american (new) cabaret
sushi seki times square,"365 w 46th st,",10036,sushi bars japanese cocktail bars
sweet mama's soul food restaurant & salad bar,"689 lenox ave, ,",10037,buffets soul food salad
manna's soul food & salad bar,"486 malcolm x blvd, ,",10037,soul food ramen
harlem bar-b-q,"547 lenox ave.,",10037,barbeque chicken wings bars
house of seafood express,"429 malcolm x blvd, ,",10037,seafood fast food
el monday's,"32 e 130th st,",10037,seafood burgers sandwiches
astor row cafe,"404 lenox ave, ,",10037,coffee & tea cafes
presto fresh cafe,559 malcolm x blvd,10037,juice bars & smoothies mexican coffee & tea
new kennedy fried chicken,"1985 2160 fifth ave, ,",10037,chicken wings
nasa pizza,"471 malcolm x blvd, ,",10037,pizza
don rico pollo,"588 malcolm x blvd,",10037,dominican spanish
mama's fried chicken,"1 w 137th street, ,",10037,american (traditional)
great wall,"527 lenox ave,",10037,chinese
jimbo's hamburger palace,"535 malcolm x blvd, ,",10037,burgers
towers cafe,"506 lenox ave,",10037,american (new) delis greek
subway,563 lenox ave,10037,sandwiches fast food
united fried chicken,"567 lenox ave,",10037,chicken wings
chung lan gardens,"454 malcolm x blvd, ,",10037,chinese
king garden,"1 w 137th st, 5 ave,",10037,chinese
88 chinese restaurant,"473 malcolm x blvd, ,",10037,chinese
king chef,"587 malcolm x boulevard, ,",10037,chinese
african american best food,"410 malcolm x blvd, frnt 1",10037,south african
china wok,"454-a lenox ave, ,",10037,chinese
papa john's pizza,"703 lenox ave, ,",10037,pizza
lenox fast food,"657 malcolm x blvd, ,",10037,fast food
park ave deli restaurant,"1916 park avenue, ,",10037,restaurants
crown fried chicken,429 malcolm x blvd,10037,chicken wings
cafe plus,"1 w 137th st,",10037,cafes
hong kong chinese restaurant,"527 malcolm x blvd, ,",10037,chinese
moca garden,"2159 5th ave, ,",10037,delis
riverton square,"2156 madison ave, ,",10037,apartments
golden krust caribbean bakery & grill,"456 malcolm x blvd, ,",10037,bakeries caterers
lenox terrace leasing,"484 malcolm x blvd, ,",10037,apartments
lenox terrace development,"25 w 132nd st, ,",10037,real estate services
449 la  aka  scat - showcase for artists,"449 lenox ave, ,",10037,jazz & blues art galleries
savoy park apartments,"45 w 139th st,",10037,apartments
fishmarket restaurant,"111 south st, ,",10038,seafood chinese asian fusion
da claudio,"21 ann st, ,",10038,italian cocktail bars
vbar seaport,"212 front st, ,",10038,mediterranean seafood cocktail bars
bocadillo,"40 gold st,",10038,sandwiches spanish tapas/small plates
il brigante,"214 front st, ,",10038,italian
barbalu restaurant,"225-227 front st, ,",10038,italian
the hideaway seaport,"22 peck slip, ,",10038,bars american (new)
fresh salt,"146 beekman st, ,",10038,bars american (new) italian
trading post,"170 john st,",10038,bars american (new)
felice 15 gold street,"15 gold st, ,",10038,italian wine bars
thai sliders,"108 john st, ,",10038,thai salad soup
the paris cafe,"119 south st, ,",10038,irish gastropubs burgers
dorlan's tavern & oyster bar,"213 front st, ,",10038,seafood
kuu ramen,"20 john st, ,",10038,ramen
the malt house,"9 maiden ln, ,",10038,gastropubs pubs breakfast & brunch
the tuck room,"11 fulton st,",10038,tapas/small plates american (new)
augustine,"5 beekman st,",10038,french brasseries
go! go! curry!,"world trade center stadium, 12 john st,",10038,japanese
fioro,"191 pearl st,",10038,italian
cafe patoro,"223 front st, ,",10038,bakeries brazilian coffee & tea
roti modern mediterranean,"100 maiden ln, ,",10038,mediterranean salad middle eastern
sakura of japan,"29 john street, ,",10038,japanese fast food food stands
iron horse nyc,"32 cliff st, ,",10038,dive bars burgers
melt shop,"111 fulton st, ,",10038,american (traditional) sandwiches
nelson blue,"233-235 front st, ,",10038,gastropubs
fowler & wells,"5 beekman st, ,",10038,american (new) bars breakfast & brunch
suteishi,"24 peck slip, ,",10038,japanese sushi bars
acqua at peck slip,"21 peck slip, water st, ,",10038,italian wine bars pizza
el luchador,"87 south st, ,",10038,mexican
nish nush,"41 john st, ,",10038,vegetarian middle eastern kosher
pisillo italian panini,"97 nassau st, ,",10038,italian sandwiches
wasabi sushi & bento,"fulton street station, 200 broadway,",10038,japanese sushi bars
famous calabria,"27 saint james pl,",10038,pizza
jordis place,"51 catherine st, ,",10038,spanish
giardino d'oro,"5 gold st, ,",10038,italian
lumpia shack,"11 fulton st, ,",10038,filipino street vendors
artists loft,"181 front st, ,",10038,bars american (traditional) beer gardens
sandwich house,"17 ann st,",10038,sandwiches italian
d elici,"71 nassau st, ,",10038,salad sandwiches breakfast & brunch
keg 229,"229 front st, ,",10038,american (traditional) bars
les halles,"15 john st, ,",10038,french steakhouses breakfast & brunch
chen's buffet bar,"32 cedar st,",10038,chinese
bonchon,"104 john st, ,",10038,korean chicken wings asian fusion
noodle q,"2 e broadway, ,",10038,chinese noodles
china 59 restaurant,"59 nassau st, ,",10038,chinese
seaport deli,"64 fulton st,",10038,salad delis juice bars & smoothies
smorgasburg,"11 fulton st, ,",10038,food trucks
captain fried chicken,"39 madison street, ,",10038,chicken wings
bareburger,"155 william st, ,",10038,burgers salad american (traditional)
cowgirl sea horse,"259 front st, ,",10038,tex-mex seafood
open kitchen,"123 william st, ,",10038,coffee & tea mediterranean burgers
markjoseph steakhouse,"261 water st, ,",10038,steakhouses
a la saigon,"8 liberty pl, ,",10038,vietnamese
harry's italian,"2 gold st, ,",10038,pizza italian breakfast & brunch
yoro japanese restaurant,"106 fulton st, ,",10038,japanese
voyager espresso,"110 william st, lower level,",10038,coffee & tea cafes
bennie's thai cafe,"88 fulton st, ,",10038,thai
multi tastes diner,23 saint james pl,10038,diners
ryan maguire's ale house,"28 cliff st, ,",10038,pubs american (traditional) irish
vietspot,"99 nassau st, ste c,",10038,vietnamese sandwiches
terri,"100 maiden ln,",10038,vegan sandwiches juice bars & smoothies
jeremy's ale house,"228 front st, ,",10038,dive bars seafood pubs
121 fulton street,"121 fulton st, ,",10038,american (new)
little italy pizza,"50 fulton street, ,",10038,pizza
madison bagel & grill,"5 madison st,",10038,breakfast & brunch bagels
sticky's finger joint,"21 maiden ln,",10038,american (new) salad sandwiches
grk fresh greek - financial district,"111 fulton st,",10038,greek ice cream & frozen yogurt
dos toros taqueria,"101 maiden ln, ,",10038,mexican
aroy dee thai kitchen,"20 john st, ,",10038,thai
fields good chicken,"101 maiden ln, ,",10038,salad american (new) chicken shop
bin no. 220,"220 front st, ,",10038,wine bars
mrs. friggins' kitchen,"5 madison st., ,",10038,breakfast & brunch sandwiches delis
stout nyc fidi,"90 john st, ,",10038,american (traditional) sports bars irish
french cafe gourmand,"9 maiden ln, ,",10038,french breakfast & brunch cafes
open door gastropub,"110 john st, ,",10038,gastropubs american (new) caterers
tandoor palace,"88 fulton st, ,",10038,indian
smashburger,136 william st,10038,burgers
sophies cuban cuisine,"76 fulton st, ,",10038,cuban
blimpie,"69 nassau st, ,",10038,sandwiches salad
potbelly sandwich shop,"101 maiden ln, ,",10038,sandwiches fast food delis
mcdonald's,"160 broadway,",10038,fast food burgers
ketch brewhouse,"6 platt st, ,",10038,sports bars american (new) seafood
"gild hall, a thompson hotel","15 gold st, ,",10038,hotels
mooncake foods,"111 john st (pearl street entrance),",10038,asian fusion chinese
squire's diner,"80 beekman st, ,",10038,diners
the beekman pub,"15 beekman st, ,",10038,irish pubs
burger king,"182 broadway, ,",10038,burgers
made fresh daily,"226 front st, ,",10038,coffee & tea bakeries
jupioca,"39 john st, ,",10038,juice bars & smoothies bubble tea cafes
seaport district,"19 fulton st, ,",10038,local flavor
ipic theaters,"11 fulton st,",10038,cinema
lanzhou ramen,"2 e broadway,",10038,noodles
kiflu's lunch truck,"nassau st & ann st, ,",10038,african food stands halal
"the beekman, a thompson hotel","123 nassau st,",10038,hotels venues & event spaces
7-eleven,"111 fulton st,",10038,salad pizza sandwiches
blue spoon coffee,"90 william st, ,",10038,cafes
hop shing restaurant,"9 chatham sq, ste 1,",10038,dim sum
coffee 777,"101 gold st, ,",10038,coffee & tea breakfast & brunch
dim sum go go,"5 e broadway, ,",10038,dim sum
zidetto,fulton st 110,10038,cafes
landhaus,"11 fulton st, south street seaport",10038,fast food sandwiches
zaitzeff,"72 nassau st,",10038,burgers breakfast & brunch
magic mix juicery,"102 fulton st,",10038,juice bars & smoothies vegan live/raw food
hen pen,"75 maiden ln,",10038,american (new) salad sandwiches
rosella's pizzeria,"164 william st,",10038,pizza italian
gino's,"81 catherine st., ,",10038,pizza
new toasties,"25 john st, ,",10038,sandwiches
pearl street diner,"212 pearl st, ,",10038,diners
sushi a la kawa,"18 maiden ln,",10038,sushi bars
watermark,"pier 15, 78 s st, ,",10038,lounges cocktail bars
roast kitchen,"199 water st, ,",10038,salad vegetarian
the butcherman,"park row & ann st, ,",10038,food stands
jim brady's irish pub and restaurant,"75 maiden ln, ,",10038,pubs irish
edy's ice cream,"19 fulton st, s st seaport,",10038,food court
snow & tell,", ,",10038,food stands desserts
matryoshka,"88 fulton st, ,",10038,russian
tandoo. bread bar curry grill,"110 william st,",10038,indian desserts sandwiches
new way deli & grocery,"97 catherine st, ,",10038,delis sandwiches
au bon pain,"111 fulton st, ,",10038,cafes bakeries
adel's halal food,"maiden ln & front st, ,",10038,food stands halal
wall street bath & spa,"88 fulton st, ,",10038,day spas tanning
diwanekhaas,"53 nassau st, ,",10038,indian
jou jou cafe,"55 nassau st, ,",10038,sandwiches
parked! food truck festival,"s st seaport, ,",10038,food stands
chipotle mexican grill,"100 maiden ln, ,",10038,fast food mexican
liberatos pizza,"17 cedar st, ,",10038,pizza
yelp's 12th burstday aboard the zephyr,"south street seaport, pier 16",10038,yelp events
east lake express,"135 john st, ,",10038,chinese
jp mustard,"22 fulton street, ,",10038,delis
lunch truck - halal cart,"100 nassau st, ,",10038,halal food stands
kong xin,"1 east broadway, ,",10038,chinese
the falafel stand on the corner of front,", ,",10038,falafel
stamina grill & juice bar,"80 nassau st, ,",10038,juice bars & smoothies american (traditional) sandwiches
shun wei,"45 catherine st, ,",10038,chinese
san chia,"29 catherine st, ,",10038,taiwanese
food sing 88 corp,"2 e broadway, ,",10038,chinese
chatham seafood restaurant,"6 chatham sq, ,",10038,dim sum cantonese seafood
chipotle mexican grill,"111 fulton st, ,",10038,mexican fast food
japan sushi q,"fulton & south st, pier 17,",10038,sushi bars
zeytuna,"59 maiden ln, ,",10038,specialty food grocery delis
fulton chef,"64 fulton st, ,",10038,chinese japanese
potbelly sandwich shop,"127 w fulton st, ,",10038,sandwiches
just salad,"100 maiden ln, ste 2,",10038,salad juice bars & smoothies soup
ah ping snack bar,"2 e broadway, ,",10038,chinese
toloache taqueria,"83 maiden ln, ,",10038,mexican
holiday inn new york city-wall street,"51 nassau street, ,",10038,hotels
banh mi cart,"pearl st & hanover sq, ,",10038,vietnamese food trucks
denny's,"150 nassau st, ,",10038,diners breakfast & brunch american (traditional)
oka sushi,"18 maiden ln, ,",10038,japanese sushi bars
tj byrnes bar & restaurant,"77 fulton st, ,",10038,american (traditional) irish pub
benton cafe,"123 william st, ,",10038,japanese
chinese max,"south street seaport mall food court, 89 south st,",10038,chinese
financier patisserie,"90 nassau st, ,",10038,coffee & tea desserts sandwiches
aka wall street,84 william st,10038,apartments hotels
steamy corn cart,"south street seaport, south street between beekman and fulton,",10038,food stands mexican
diwane khaas,"53 nasau st, ,",10038,indian
friendly gourmet pizza,"59 nassau st, ,",10038,pizza
the bullpen bar & grille,"20 maiden ln,",10038,bars american (traditional)
pita express,"15 ann st, ,",10038,middle eastern
plaza deli,"127 john st,",10038,delis american (new)
22 thai cuisine,"22 maiden ln, ,",10038,thai
tria bakery cafe,"22 chatham sq,",10038,bakeries diners cafes
halal cart,"wall st and pearl st, ,",10038,food stands
jersey mike's subs,80 maiden ln,10038,fast food delis sandwiches
bowne & co stationers,"209-211 water st, ,",10038,cards & stationery antiques
cajun cafe,"89 s st, ,",10038,cajun/creole fast food
spa 88 restaurant,"88 fulton st, ,",10038,american (traditional)
cafe 101 at pace university,"1pace plz, ,",10038,cafeteria
flavors cafe,"175 water st,",10038,sandwiches
luna pizza,"225 park row, ,",10038,pizza italian
little toyko,"south street seaport mall food court, 89 south st,",10038,japanese
chickpea,"110 william st, ste 4,",10038,middle eastern breakfast & brunch
asian wok,"88 fulton st, ,",10038,american (new) chinese
subway,"112 john st, ,",10038,fast food sandwiches
hale & hearty,"111 fulton st, ,",10038,soup
wendy's,"85 nassau st, ,",10038,fast food burgers
20 mott st,"20 mott st, ,",10038,chinese
mcdonald's,"52 fulton st, ,",10038,fast food burgers
hampton inn manhattan seaport,"320 pearl st, ,",10038,hotels
ciao bow wow,"11 maiden ln, ste 2a,",10038,pet boarding/pet sitting
mcdonald's,"52 fulton st, ,",10038,fast food burgers
subway,"45 beekman st, ,",10038,sandwiches fast food
nagoya japanese restaurant,"49 fulton street, ,",10038,japanese
niko niko sushi & bowl,133 john st,10038,sushi bars ramen
mike's noodle house,"80 nassau st, ,",10038,noodles
fletcher's brooklyn barbecue,"201 front st,",10038,food stands barbeque
food shing,"2 e broadway,  ,",10038,chinese
papaya dog,"50 fulton st, ,",10038,hot dogs food stands burgers
house of crepes,"pier 17 mall, south st seaport,,",10038,creperies
accord asian cuisine,"1 e broadway, ,",10038,asian fusion
cajun cafe - food court in south street seaport,"pier 17- south street seaport, ,",10038,cajun/creole food
the black harp,"fulton & s st pier 17, 3rd fl,",10038,american (new) sports bars lounges
plus seaport inn downtown,"33 peck slip, ,",10038,hotels
dante's gourmet foods,"166 william st, ,",10038,sandwiches
anytime cafe delicatessen,"142 fulton st, ,",10038,delis
pasanella & son vintners,"115 south st, ,",10038,"beer, wine & spirits"
subway,"21 maiden ln, ,",10038,sandwiches fast food
lily's,"31 oliver st, ,",10038,chinese
the tunstall organization,"222 broadway, fl 19,",10038,accountants tax services
cafe tomato,"142 fulton st, ,",10038,convenience stores delis
new york by gehry,"8 spruce st, ,",10038,apartments
110 william,"110 william street lbby, ,",10038,restaurants
peque vinos + tapas bar & restaurant,"231 w 145th st, ,",10039,tapas bars wine bars breakfast & brunch
eso,"2906 frederick douglass blvd,",10039,bars american (traditional)
la nomade restaurant cafe and bakery,"2795 8th ave, ,",10039,senegalese halal
hot pot under de tree,"2839 frederick douglas blvd, ,",10039,caribbean
moe's 1 gourmet deli,"2738 frederick douglass blvd, ,",10039,delis
baraka buffet restaurant,"2546 frederick douglass blvd, ,",10039,american (new)
united fried chicken,"2519 7th ave,",10039,fast food
king's pizza of harlem,"110 w 145th st, ,",10039,pizza
subway,344 w 145th st,10039,sandwiches fast food
indian express,"301 w 154th st, ste 1",10039,indian
modhu mita indian restaurant,"2546 7th ave, ,",10039,indian vegetarian
people's choice,"2733 frederick douglass b, ,",10039,caribbean
popeyes,"2730 frederick douglass blvd, ,",10039,chicken wings fast food
biters,"63 mc combs pl, ,",10039,burgers
wo hop kitchen,"2923 frederick douglass b, ,",10039,restaurants
subway,"2793 8th ave, ,",10039,sandwiches fast food
jumbo's hamburger place,"274 w 145th st, ,",10039,burgers
kfc,"707 lenox ave., ,",10039,fast food chicken wings
red star,"2529 adam clayton powell, ,",10039,chinese
hong garden,"2515 adam clayton powell, ,",10039,chinese
moe's deli,"300 w 155th st, ,",10039,delis
uptown 2 deli,"2923 frederick douglass blvd, ,",10039,delis
harlem brothers pizza & wings,"346 w 145th st, ,",10039,chicken wings pizza
8th avenue gourmet deli,"2911 frederick douglass ave, ,",10039,american (new) delis
lupita pizzeria,"26 macombs pl, ,",10039,pizza
shaab deli,"2921 frederick douglass blvd, ,",10039,delis
yong sheng,"2825 8th ave, ,",10039,chinese
jing hui,"255 w 148 st, ,",10039,chinese
jimbo's hamburger palace,"301 w 154th st, ,",10039,burgers
domino's pizza,"2554 adam clayton powell jr blvd, ,",10039,pizza chicken wings sandwiches
mo deli grocery,"300 w 155th st, ,",10039,burgers sandwiches
jimbos hamburger,"703 lenox ave, ,",10039,burgers
148 deli grocery,2787 frederick douglass blvd,10039,delis sandwiches
little blue cuban,"8th ave, ,",10039,cuban
regina's pizerria,"26 macombs place, ,",10039,restaurants
napolis pizzeria,201 w 145th st,10039,pizza
holland dominican food restaurant,"301 w 154th st, harlem dominican food",10039,imported food
starbucks,"301 w 145th st, ,",10039,coffee & tea
baskin-robbins,"2730 frederick douglass blvd, ,",10039,ice cream & frozen yogurt
true blue luncheonette,"2741 frederick douglass ave, ,",10039,imported food
h&r block,"2503 a c powell jr blvd, ,",10039,tax services
mta - 155th street station - b/d,"155th st, ,",10039,metro stations
tryon public house,"4740 broadway, ,",10040,american (traditional) gastropubs bars
cachapas y mas,"107b dyckman st, ,",10040,venezuelan sandwiches
bodega pizza,"4455 broadway,",10040,pizza beer bar sandwiches
la cabana salvadorena,"4384 broadway, ,",10040,latin american
new leaf restaurant & bar,"1 margaret corbin dr, ,",10040,bars american (new)
809 sangria bar & grill,"112 dyckman st, ,",10040,latin american spanish bars
locksmith burger bar,"4463 broadway, ,",10040,wine bars burgers
kismat indian restaurant,"603 fort washington ave,",10040,indian
bombonada,"1405 st nicholas ave, ,",10040,dominican cafes burgers
wahizza,"4484 broadway,",10040,pizza italian
berti restaurant & lounge,"25 sherman ave, ,",10040,dominican latin american
angry burger gastropub,"4460 broadway, ,",10040,american (new) gastropubs
taquería los jarritos,"121a nagle ave, ,",10040,mexican
oche a tu gusto,"1573 st nicholas ave, ,",10040,fast food
grito mexican grill,"1555 st nicholas ave, ,",10040,mexican
no. 1 restaurant,"4480 broadway, ,",10040,tex-mex chinese
q'kachapa,"1552 st nicholas ave, ,",10040,latin american
kukaramakara restaurant,"1601 st nicholas ave, ,",10040,dominican american (new)
don coqui,"186 dyckman st, ,",10040,latin american puerto rican
burgos restaurant,"206 dyckman st, ,",10040,latin american
ceci restaurant,"78 sherman ave, ,",10040,latin american
panda house,"82 nagle ave, ,",10040,chinese
rue la rue cafe,"4396 broadway,",10040,themed cafes
tacos el paisa,"1548 saint nicholas ave, ,",10040,mexican
riossi pizza,"4417 broadway,",10040,pizza italian
taqueria los jarritos,"1555 st. nicholas ave, ,",10040,mexican
rico chimi,"111 dyckman st, ,",10040,dominican
dyckman express restaurant,"101 dyckman st, ,",10040,latin american caribbean
maja's tapas & bar,"229 dyckman st, ,",10040,spanish
mediterraneo pizza,1593 st nicholas ave,10040,pizza
el nuevo caridad,"1618 st nicholas ave, ,",10040,latin american breweries sandwiches
lotus cafe,"151 dyckman st, ,",10040,hookah bars spanish lounges
empire chinese restaurant,"1635 saint nicholas ave, ,",10040,american (new)
fort tryon park,"1 margaret corbin dr, ,",10040,parks
chan's kitchen,"4421 broadway, ,",10040,chinese
aroma seafood,"4762 broadway, ,",10040,latin american wine bars lounges
kennedy's chicken & grill,"1550 st nicholas ave, ,",10040,chicken wings chicken shop fast food
191 pescaderia,"1609 st nicholas ave, ,",10040,seafood
arcade pizza,"1611 saint nicholas ave, ,",10040,pizza
alkuteeni deli,"4500 broadway, ,",10040,delis sandwiches
piezano pizza,"94 nagle ave, ,",10040,pizza italian
hang lung chinese restaurant,"1614 saint nicholas avenue, ,",10040,chinese
kennedy fried chicken,"158 nagle ave, ,",10040,chicken wings
lux bar & grill,"92 nagle ave,",10040,bars salad burgers
abu dhabi restaurant & hookah lounge,"151 nagle ave, ,",10040,latin american lounges hookah bars
pizza nova,"150 dyckman st,",10040,pizza
china sea,"200 dyckman st, ,",10040,chinese
buddha beer bar,"4476 broadway, ,",10040,beer bar
insomnia,"151 dyckman st,",10040,tapas/small plates lounges
mary natural juice & cafeteria shop,"1585 st. nicholas ave, ,",10040,sandwiches juice bars & smoothies
pizza shop,94 nagle ave,10040,pizza
best gourmet deli and grill,"494 audubon ave, ,",10040,delis halal sandwiches
tacos & burritos el primito,"117 nagle ave, ,",10040,mexican
franks gourmet market,"807 w 187th st, ,",10040,grocery
aires restaurant,151 nagle ave,10040,restaurants
restaurant chely's,"1590 saint nicholas ave, ,",10040,caribbean
golden dragon,"107 dyckman st,",10040,chinese
parada maimón,"25 sherman ave, ,",10040,latin american
rincon cibaeno restaurant,"125 nagle ave, ,",10040,caribbean
tonnie's minis,"4734 broadway, ,",10040,bakeries desserts cupcakes
subway,"180 dyckman st, ,",10040,fast food sandwiches
mcdonald's,"208 dyckman st, ,",10040,burgers fast food
popeyes,"601 w 191st st, ,",10040,fast food chicken wings
yeung's number 1 chinese restaurant,"4486 broadway, ,",10040,chinese
la potencia,"1559 saint nicholas ave, ,",10040,latin american
acapulco deli & grocery,"206 dyckman st., ,",10040,mexican grocery imported food
caribe restaurant,"1562 st nicholas ave, ,",10040,caribbean seafood
crown fried chicken,"200 dyckman st, unit 6",10040,chicken wings fast food
the cloisters,"99 margaret corbin dr, , fort tryon park",10040,museums
calle 191 pescaderia,"1609 st nicholas ave, ,",10040,seafood markets
"nagle deli, smoke shop, & convenience store","126 nagle avenue, ,",10040,tobacco shops delis convenience stores
no pork in my fork columbia coffee & grill,"701 ft washington, ,",10040,food stands halal
khalua hookah lounge,"151 nagle ave, ,",10040,hookah bars
lino press,"4482 broadway, ,",10040,printing services
mi tierra ii,"65 sherman ave, ,",10040,food
planet fitness - manhattan - dyckman st.,"177 dyckman st, ,",10040,gyms trainers
bombonada,"56 sherman ave, ,",10040,imported food
nail lounge,"4752 broadway, ,",10040,nail salons makeup artists
fuji east,"455 main st, ,",10044,sushi bars
riverwalk bar & grill,"425 main st, ,",10044,american (traditional) bars
nonno's focacceria,"455 main st, ,",10044,pizza
china 1 kitchen,"609 main st, ,",10044,chinese
point pleasant deli,"river road, ,",10044,american (traditional)
bread and butter market,589 main st,10044,breakfast & brunch
subway,"1 main st, ,",10044,sandwiches fast food
roosevelt island,", ,",10044,parks
the octagon,"888 main st, ,",10044,apartments
starbucks,"455 main st, ,",10044,coffee & tea
duane reade,"425 main st, ,",10044,drugstores cosmetics & beauty supply convenience stores
blu cafe,"120 riverside blvd, ,",10069,cafes
l'atelier gourmand,"avenue deloffre, ,",10069,french
hiro sushi,"160 freedom pl, ,",10069,japanese chinese
chochin,"310 e 93rd st, ,",10128,japanese
angela's montana table,"1750 2nd ave, ,",10128,american (new) burgers salad
room 1705,"1705 1st ave, ,",10128,wine bars tapas/small plates
pye boat noodle,"1711 second ave, ,",10128,thai noodles
lolita's kitchen,"1364 lexington ave, ,",10128,mexican
bluestone lane,"2 e 90th st, ,",10128,coffee & tea breakfast & brunch gluten-free
table d'hôte,"44 e 92nd st, ,",10128,french
feta bar and grill,"1436 lexington ave, ,",10128,mediterranean salad sandwiches
infirmary,"1720 2nd ave, ,",10128,cajun/creole cocktail bars
gyro96,"141 e 96th st, ,",10128,falafel sandwiches vegetarian
mughlai indian cuisine,"1724 2nd ave, ,",10128,indian
dig inn,"1297 lexington ave,",10128,american (new) juice bars & smoothies
pho shop,"1716 1st ave,",10128,vietnamese soup sandwiches
pascalou,"1308 madison ave, ,",10128,french
big bowl,"1764 1st ave,",10128,thai chinese
drunken munkey nyc,"338 e 92nd st,",10128,indian cocktail bars
effy's cafe,"1395 lexington ave, ,",10128,cafes
kaia wine bar,"1614 3rd ave, ,",10128,wine bars african tapas bars
the milton,"1754 2nd ave, ,",10128,irish cocktail bars british
vinus and marc,"1825 2nd ave, ,",10128,seafood cocktail bars american (new)
fishwiches,"1762 1st ave,",10128,seafood sandwiches
sfoglia restaurant,"1402 lexington ave, ,",10128,italian
third avenue ale house,"1644 3rd ave, ,",10128,pubs american (new) breakfast & brunch
vietnaam,"1700 2nd ave, ,",10128,vietnamese sandwiches
cafe d'alsace,"1695 2nd ave,",10128,french breakfast & brunch dinner theater
pio pio 3,"1746 first ave, ,",10128,latin american peruvian
maroo,"1640 3rd ave, ,",10128,japanese korean
sarabeth's east,"1295 madison ave, ,",10128,american (traditional) breakfast & brunch
korali estiatorio,"1662 3rd ave, ,",10128,greek mediterranean seafood
noche de margaritas,"1726 2nd ave, ,",10128,mexican
noglu,"1266 madison ave, ,",10128,bakeries gluten-free
russ & daughters,"1109 5th ave, , the jewish museum",10128,kosher bagels sandwiches
cavatappo grill,"1712 1st ave, ,",10128,italian wine bars
international wings factory,"1762 1st ave, ,",10128,chicken wings burgers sandwiches
the loeb boathouse,"e 72nd st & 5th ave, ,",10128,american (traditional) bars cafes
pinocchio ristorante,"1748 1st ave, ,",10128,italian
il salumaio,"1731 2nd ave, ,",10128,italian wine bars sandwiches
nick's pizza,"1814 2nd ave, ,",10128,italian pizza
fillmore delicatessen,"1668 3rd ave, ,",10128,delis breakfast & brunch sandwiches
hoagie's heros,"1650 3rd ave, ,",10128,delis sandwiches breakfast & brunch
paola's restaurant,"1295 madison ave, ,",10128,italian
the writing room,"1703 2nd ave, ,",10128,american (new)
naruto ramen,"1596 3rd ave, ,",10128,ramen
au jus,"1762 1st ave, ,",10128,sandwiches salad diners
via quadronno,"1228 madison ave, ,",10128,italian sandwiches
bocado cafe,"1293 lexington ave, ,",10128,american (new) wine bars
gina la fornarina,"26 e 91st st, ,",10128,italian
san matteo pizza and espresso bar,"1739 2nd ave, ,",10128,pizza wine bars
le viet cafe,"1750 2nd ave, ,",10128,vietnamese
shop cooper hewitt,"2 e 91st st, ,",10128,cafes
carnegie cup cafe,"1080 park ave,",10128,cafes coffee & tea bakeries
merrion square pub,"1840 2nd ave, ,",10128,pubs sports bars burgers
le paris bistrot,"1312 madison ave, ,",10128,french
three guys restaurant,"49 e 96th st, ,",10128,diners american (traditional)
lucy's whey,"1417 lexington ave,",10128,cheese shops cafes wine bars
island,"1305 madison ave, ,",10128,american (new)
isohama,"1666 3rd ave, ,",10128,japanese
libertador,"1725 2nd ave, ,",10128,argentine
gina americana,"27 e 92nd st,",10128,gelato burgers fast food
chef ho's,"1720 2nd ave, ,",10128,chinese cocktail bars
vico,"1302 madison ave, ,",10128,italian
shorty's,"1678 1st ave, ,",10128,cheesesteaks sandwiches sports bars
new ichiro,"1694 2nd ave, ,",10128,sushi bars japanese salad
thai peppercorn,"1750 1st ave,",10128,thai
rosina,"1690 york ave, ,",10128,italian
barking dog,"1678 3rd ave, ,",10128,american (traditional)
noodle fun,1744 1st ave,10128,chinese noodles
zesty pizzeria & salumeria,"1670 3rd ave, ,",10128,pizza italian
